time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_U1Pu;_LOAD___2_EC_transformer_U2Pu;_LOAD___2_EC_transformer_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_2_tapChanger_valueMin;TAP_CHANGER_LOAD_2_tapChanger_valueMax;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;TAP_CHANGER_LOCK_tapChangerLock_locked;TAP_CHANGER_LOCK_tapChangerLock_lockedT;TAP_CHANGER_LOCK_tapChangerLock_lockedD;TAP_CHANGER_LOCK_tapChangerLock_UMin;
0.000256;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.097;-0.0843317;0.002635;-0.00616754;-16.6165;43.6196;25.0599;12.801;17.5672;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.000512;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0969;-0.0842867;0.0026183;-0.00616392;-16.6165;43.6196;25.0599;12.801;17.5672;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.001024;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0967;-0.0841969;0.00258553;-0.00615668;-16.6163;43.6195;25.0599;12.8008;17.5673;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.002048;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03567;1;1;1;1;1;232.376;40.0963;-0.0840181;0.00252237;-0.00614226;-16.6161;43.6194;25.06;12.8005;17.5673;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.004096;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.377;40.0955;-0.0836631;0.00240508;-0.0061136;-16.6155;43.6191;25.0601;12.7999;17.5675;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.008192;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.378;40.0939;-0.0829624;0.00220242;-0.00605648;-16.6145;43.6186;25.0603;12.799;17.5677;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.016384;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.379;40.0908;-0.0815856;0.0018982;-0.00593996;-16.6127;43.6174;25.0605;12.7976;17.568;0.216993;0.120842;1.0014;1.04505;1.0014;7;0.942004;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.032768;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.382;40.0847;-0.0788612;0.00154988;-0.00568264;-16.6097;43.6148;25.0606;12.7965;17.5683;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365488;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782232;0.00149107;-0.0056165;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365498;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.078223;0.00149106;-0.00561648;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365508;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782229;0.00149106;-0.00561646;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365528;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782225;0.00149105;-0.00561643;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365568;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782219;0.00149102;-0.00561636;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365648;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782206;0.00149098;-0.00561622;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0365808;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782179;0.00149088;-0.00561595;-16.6091;43.6142;25.0606;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0366128;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782127;0.00149069;-0.0056154;-16.6091;43.6142;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0366768;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0833;-0.0782021;0.00149031;-0.0056143;-16.6091;43.6142;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0368048;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0832;-0.078181;0.00148957;-0.00561211;-16.6091;43.6141;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0370608;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.0831;-0.0781389;0.00148809;-0.0056077;-16.6091;43.6141;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0375728;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.383;40.083;-0.0780544;0.00148522;-0.00559885;-16.609;43.614;25.0605;12.7964;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0385968;1.06002;1.04505;69.6902;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.384;40.0826;-0.0778853;0.00147981;-0.00558097;-16.6088;43.6139;25.0605;12.7965;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0406448;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.384;40.0818;-0.0775462;0.00147016;-0.00554455;-16.6086;43.6135;25.0605;12.7966;17.5684;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.99905;1.01;0.99905;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0447408;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05533;1.05053;1.03566;1;1;1;1;1;232.385;40.0803;-0.0768636;0.00145489;-0.00546898;-16.608;43.6128;25.0603;12.7968;17.5683;0.216993;0.120841;1.0014;1.04505;1.0014;7;0.942005;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0529328;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.386;40.0773;-0.0754778;0.00143583;-0.00530688;-16.6071;43.6115;25.0601;12.7973;17.5683;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942006;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.0693168;1.06002;1.04505;69.6903;1.01;1.01771;1.01957;1.07015;1.06154;1.08993;1.05599;1.05106;1.05702;1.05534;1.05053;1.03566;1;1;1;1;1;232.39;40.0712;-0.0726061;0.00141926;-0.00493951;-16.6054;43.609;25.0593;12.7989;17.568;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942006;0.127199;0.999051;1.01;0.999051;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.102085;1.06002;1.04505;69.6904;1.01001;1.01772;1.01957;1.07016;1.06154;1.08993;1.05599;1.05106;1.05703;1.05535;1.05054;1.03567;1;0.999999;1;1;1;232.396;40.0587;-0.0664009;0.00137827;-0.00405177;-16.6029;43.6046;25.0574;12.8028;17.5672;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942008;0.127199;0.999053;1.01001;0.999053;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.167621;1.06003;1.04505;69.6906;1.01001;1.01772;1.01957;1.07018;1.06154;1.08993;1.056;1.05107;1.05704;1.05536;1.05055;1.03568;1;0.999999;1;1;1;232.406;40.0334;-0.0522405;0.00108128;-0.00189745;-16.5998;43.5976;25.0528;12.8111;17.5653;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942012;0.1272;0.999055;1.01001;0.999055;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.298693;1.06003;1.04505;69.691;1.01002;1.01773;1.01958;1.0702;1.06155;1.08994;1.05601;1.05109;1.05706;1.05538;1.05058;1.0357;1;0.999999;1;1;1;232.417;39.9902;-0.0204733;-2.86943e-06;0.00217208;-16.5967;43.5882;25.0428;12.8243;17.5616;0.216992;0.120841;1.0014;1.04505;1.0014;7;0.942021;0.127202;0.999062;1.01002;0.999062;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.560837;1.06004;1.04505;69.6918;1.01003;1.01774;1.01959;1.07022;1.06156;1.08994;1.05602;1.0511;1.05707;1.0554;1.05059;1.03571;1;1;1;1;1;232.394;39.9752;0.0181297;-0.00073277;0.00237113;-16.5944;43.5783;25.0319;12.8336;17.5575;0.216994;0.120842;1.0014;1.04505;1.0014;7;0.942036;0.127206;0.999072;1.01003;0.999072;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970779;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188171;-0.000407462;0.000760619;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.97078;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188171;-0.000407464;0.000760617;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970781;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188171;-0.000407464;0.000760614;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970783;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188172;-0.000407464;0.000760608;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970787;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188173;-0.000407464;0.000760596;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970795;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188176;-0.000407463;0.000760573;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970811;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188181;-0.000407463;0.000760527;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970843;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188192;-0.000407463;0.000760434;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.970907;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9875;0.0188213;-0.000407462;0.000760247;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.971035;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9876;0.0188256;-0.00040746;0.000759875;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.971291;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9876;0.0188341;-0.000407455;0.000759127;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.971803;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9876;0.0188511;-0.000407443;0.000757627;-16.5933;43.5733;25.0328;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.972827;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.384;39.9876;0.0188848;-0.000407409;0.0007546;-16.5933;43.5733;25.0327;12.8378;17.5553;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
0.974875;1.06004;1.04506;69.6921;1.01003;1.01774;1.0196;1.07023;1.06156;1.08994;1.05603;1.05111;1.05708;1.05541;1.0506;1.03572;1;1;1;1;1;232.383;39.9876;0.0189512;-0.000407299;0.000748446;-16.5932;43.5733;25.0327;12.8379;17.5552;0.216995;0.120844;1.00141;1.04506;1.00141;7;0.942043;0.127207;0.999078;1.01003;0.999078;10;0.99;1.01;0.99;1.01;-1;-1;-1;0;
