time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___2_EC_load_UPu;_LOAD___2_EC_transformer_U1Pu;_LOAD___2_EC_transformer_U2Pu;_LOAD___2_EC_transformer_tap;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_2_tapChanger_valueMin;TAP_CHANGER_LOAD_2_tapChanger_valueMax;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;TAP_CHANGER_LOAD_2_tapChanger_tap_value;TAP_CHANGER_LOAD_3_tapChanger_tap_value;TAP_CHANGER_LOCK_tapChangerLock_lockedD;TAP_CHANGER_LOCK_tapChangerLock_lockedT;TAP_CHANGER_LOCK_tapChangerLock_UMin;TAP_CHANGER_LOCK_tapChangerLock_state;
0.000512;1.059970;1.045041;69.690050;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.329757;40.125927;-0.074752;0.005587;-0.006401;-16.690899;43.675300;25.065945;12.802720;17.569949;0.216990;0.120839;1.001391;1.045041;1.001391;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.001024;1.059970;1.045040;69.690050;1.010001;1.017703;1.019553;1.070149;1.061530;1.089926;1.055982;1.051051;1.057013;1.055333;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.329938;40.125671;-0.074665;0.005546;-0.006392;-16.690672;43.675156;25.065956;12.802607;17.569967;0.216990;0.120839;1.001391;1.045040;1.001391;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.002048;1.059970;1.045040;69.690051;1.010001;1.017703;1.019553;1.070148;1.061529;1.089925;1.055981;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.330298;40.125160;-0.074493;0.005467;-0.006375;-16.690225;43.674870;25.065976;12.802391;17.570001;0.216990;0.120839;1.001390;1.045040;1.001390;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.004096;1.059971;1.045040;69.690051;1.010001;1.017703;1.019552;1.070147;1.061529;1.089925;1.055981;1.051051;1.057012;1.055332;1.050523;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.331016;40.124144;-0.074151;0.005319;-0.006342;-16.689359;43.674310;25.066007;12.801994;17.570060;0.216990;0.120839;1.001390;1.045040;1.001390;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.008192;1.059971;1.045040;69.690053;1.010001;1.017703;1.019552;1.070146;1.061529;1.089925;1.055981;1.051050;1.057011;1.055330;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.332440;40.122131;-0.073481;0.005061;-0.006279;-16.687734;43.673229;25.066031;12.801336;17.570151;0.216990;0.120839;1.001390;1.045040;1.001390;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.016384;1.059972;1.045040;69.690059;1.010001;1.017702;1.019552;1.070145;1.061528;1.089925;1.055980;1.051049;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.335254;40.118169;-0.072177;0.004662;-0.006166;-16.684856;43.671234;25.065951;12.800470;17.570238;0.216990;0.120839;1.001390;1.045040;1.001390;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027050;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338895;40.113071;-0.070507;0.004285;-0.006028;-16.681705;43.668948;25.065657;12.799982;17.570213;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027050;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338895;40.113071;-0.070507;0.004285;-0.006028;-16.681705;43.668948;25.065657;12.799982;17.570213;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027051;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338895;40.113071;-0.070507;0.004285;-0.006028;-16.681705;43.668948;25.065657;12.799982;17.570213;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027052;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338896;40.113070;-0.070507;0.004285;-0.006028;-16.681704;43.668948;25.065657;12.799982;17.570213;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027054;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338896;40.113069;-0.070507;0.004285;-0.006028;-16.681704;43.668947;25.065657;12.799982;17.570212;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027058;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338898;40.113067;-0.070506;0.004285;-0.006028;-16.681703;43.668947;25.065657;12.799982;17.570212;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027066;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338900;40.113063;-0.070505;0.004284;-0.006028;-16.681701;43.668945;25.065657;12.799982;17.570212;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027082;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338906;40.113056;-0.070503;0.004284;-0.006028;-16.681697;43.668942;25.065656;12.799982;17.570212;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027114;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338916;40.113041;-0.070498;0.004283;-0.006027;-16.681688;43.668936;25.065655;12.799982;17.570212;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027178;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338938;40.113011;-0.070488;0.004282;-0.006027;-16.681672;43.668923;25.065652;12.799982;17.570211;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027306;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338981;40.112950;-0.070468;0.004279;-0.006025;-16.681640;43.668898;25.065647;12.799983;17.570209;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.027562;1.059974;1.045039;69.690071;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339068;40.112830;-0.070429;0.004273;-0.006022;-16.681575;43.668848;25.065636;12.799984;17.570206;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.028074;1.059974;1.045039;69.690072;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339241;40.112589;-0.070351;0.004262;-0.006016;-16.681446;43.668748;25.065614;12.799987;17.570199;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.029098;1.059974;1.045039;69.690073;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339587;40.112106;-0.070195;0.004240;-0.006004;-16.681192;43.668552;25.065570;12.799998;17.570185;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942001;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.030692;1.059974;1.045039;69.690075;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340126;40.111356;-0.069951;0.004207;-0.005986;-16.680808;43.668252;25.065498;12.800023;17.570160;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.030692;1.059974;1.045039;69.690075;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340126;40.111356;-0.069951;0.004207;-0.005986;-16.680808;43.668252;25.065498;12.800023;17.570160;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.030692;1.059974;1.045039;69.690075;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340126;40.111356;-0.069951;0.004207;-0.005986;-16.680808;43.668252;25.065498;12.800023;17.570160;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.031146;1.059974;1.045039;69.690076;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340279;40.111143;-0.069882;0.004198;-0.005980;-16.680700;43.668168;25.065477;12.800032;17.570152;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.035242;1.059975;1.045039;69.690082;1.010001;1.017703;1.019552;1.070144;1.061528;1.089924;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.341665;40.109216;-0.069255;0.004121;-0.005932;-16.679773;43.667438;25.065273;12.800152;17.570077;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.043434;1.059976;1.045039;69.690094;1.010001;1.017703;1.019553;1.070145;1.061529;1.089924;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.344450;40.105354;-0.067989;0.003986;-0.005835;-16.678125;43.666121;25.064812;12.800558;17.569889;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010001;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052839;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347677;40.100883;-0.066505;0.003843;-0.005717;-16.676503;43.664818;25.064212;12.801215;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052839;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347677;40.100883;-0.066505;0.003843;-0.005717;-16.676503;43.664818;25.064212;12.801215;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052840;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347677;40.100883;-0.066505;0.003843;-0.005717;-16.676503;43.664817;25.064212;12.801215;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052841;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347677;40.100882;-0.066505;0.003843;-0.005717;-16.676503;43.664817;25.064212;12.801215;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052843;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347678;40.100881;-0.066505;0.003843;-0.005717;-16.676503;43.664817;25.064212;12.801215;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052847;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347679;40.100880;-0.066504;0.003843;-0.005717;-16.676502;43.664817;25.064212;12.801216;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
0.052855;1.059977;1.045039;69.690110;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347682;40.100876;-0.066503;0.003843;-0.005717;-16.676501;43.664816;25.064211;12.801216;17.569628;0.216990;0.120839;1.001389;1.045039;1.001389;7.000000;0.942002;0.127198;0.999048;1.010002;0.999048;10.000000;0.990000;1.010000;0.990000;1.010000;7.000000;10.000000;-1.000000;-1.000000;68.240000;1.000000;
