time;NETWORK__BUS____1_TN_U_value;NETWORK__BUS____2_TN_U_value;NETWORK__BUS____3_TN_U_value;NETWORK__BUS____4_TN_U_value;NETWORK__BUS____5_TN_U_value;NETWORK__BUS____6_TN_U_value;NETWORK__BUS____7_TN_U_value;NETWORK__BUS____8_TN_U_value;NETWORK__BUS____9_TN_U_value;NETWORK__BUS___10_TN_U_value;NETWORK__BUS___11_TN_U_value;NETWORK__BUS___12_TN_U_value;NETWORK__BUS___13_TN_U_value;NETWORK__BUS___14_TN_U_value;NETWORK__BUS____1-BUS____5-1_AC_iSide2;NETWORK__BUS____1-BUS____5-1_AC_state;NETWORK__BUS____2-BUS____3-1_AC_iSide2;CLA_2_3_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____3-1_AC_state;NETWORK__BUS____2-BUS____4-1_AC_iSide2;CLA_2_4_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____4-1_AC_state;NETWORK__BUS____2-BUS____5-1_AC_iSide2;CLA_2_5_currentLimitAutomaton_IMax;NETWORK__BUS____2-BUS____5-1_AC_state;NETWORK__BUS____3-BUS____4-1_AC_iSide2;NETWORK__BUS____3-BUS____4-1_AC_state;
24.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
25.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
26.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
27.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
28.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
29.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
30.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
31.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
32.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
33.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
34.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
35.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
36.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
37.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
38.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
39.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
40.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
41.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
42.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
43.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
44.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
45.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
46.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
47.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
48.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
49.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;597.315822;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
50.000000;73.140790;72.108803;69.690515;70.223097;70.351187;14.769192;14.649293;15.040669;14.572962;14.505054;14.587619;14.564670;14.498244;14.292598;0.000000;2.000000;587.600733;600.000000;2.000000;448.390644;942.000000;2.000000;333.748244;724.600000;2.000000;198.515135;2.000000;
50.000000;73.280471;72.000629;69.711031;69.740290;69.597030;14.708250;14.585909;15.010500;14.505061;14.438496;14.523744;14.503641;14.436560;14.227774;0.000000;1.000000;586.790707;600.000000;2.000000;574.237575;942.000000;2.000000;533.407808;724.600000;2.000000;71.923268;2.000000;
51.000000;73.277888;71.809056;69.595648;69.387218;69.214163;14.700272;14.554936;15.006617;14.482731;14.419955;14.511682;14.493705;14.427746;14.211685;0.000000;1.000000;674.704014;600.000000;2.000000;653.653146;942.000000;2.000000;612.523057;724.600000;2.000000;93.656117;2.000000;
51.000000;73.277887;71.809056;69.595648;69.387218;69.214162;14.700272;14.554936;15.006617;14.482731;14.419955;14.511682;14.493705;14.427746;14.211685;0.000000;1.000000;674.704016;600.000000;2.000000;653.653177;942.000000;2.000000;612.523096;724.600000;2.000000;93.656091;2.000000;
52.000000;73.267547;71.819642;69.551593;69.382424;69.215655;14.714852;14.559176;15.013033;14.488574;14.427303;14.522555;14.507580;14.441000;14.220700;0.000000;1.000000;688.142171;600.000000;2.000000;661.501922;942.000000;2.000000;619.612392;724.600000;2.000000;99.668607;2.000000;
53.000000;73.262509;71.837457;69.538059;69.397537;69.233858;14.719523;14.562288;15.015422;14.492056;14.430978;14.526711;14.512142;14.445472;14.224589;0.000000;1.000000;684.319226;600.000000;2.000000;659.322614;942.000000;2.000000;617.674886;724.600000;2.000000;97.073778;2.000000;
54.000000;73.259111;71.842099;69.522995;69.397801;69.235665;14.720202;14.562618;15.015836;14.492464;14.431435;14.527280;14.512794;14.446112;14.225095;0.000000;1.000000;682.671581;600.000000;2.000000;658.581508;942.000000;2.000000;617.056716;724.600000;2.000000;95.702387;2.000000;
55.000000;73.257067;71.842471;69.508393;69.394315;69.233285;14.720156;14.562312;15.015840;14.492174;14.431191;14.527134;14.512730;14.446033;14.224898;0.000000;1.000000;682.541361;600.000000;2.000000;658.549300;942.000000;2.000000;617.040692;724.600000;2.000000;95.379320;2.000000;
56.000000;73.255872;71.842041;69.496305;69.390971;69.230809;14.720049;14.561983;15.015792;14.491856;14.430911;14.526940;14.512608;14.445897;14.224661;0.000000;1.000000;682.562715;600.000000;2.000000;658.572274;942.000000;2.000000;617.067140;724.600000;2.000000;95.216118;2.000000;
57.000000;73.255144;71.841483;69.486594;69.388186;69.228717;14.719955;14.561705;15.015741;14.491586;14.430674;14.526773;14.512501;14.445779;14.224459;0.000000;1.000000;682.533384;600.000000;2.000000;658.572932;942.000000;2.000000;617.073657;724.600000;2.000000;95.054900;2.000000;
58.000000;73.254682;71.840935;69.478757;69.385883;69.226970;14.719876;14.561472;15.015694;14.491361;14.430476;14.526635;14.512412;14.445681;14.224290;0.000000;1.000000;682.495845;600.000000;2.000000;658.570073;942.000000;2.000000;617.076408;724.600000;2.000000;94.914907;2.000000;
59.000000;73.254379;71.840445;69.472409;69.383985;69.225524;14.719812;14.561279;15.015654;14.491175;14.430312;14.526520;14.512339;14.445601;14.224151;0.000000;1.000000;682.466737;600.000000;2.000000;658.569794;942.000000;2.000000;617.080523;724.600000;2.000000;94.802156;2.000000;
60.000000;73.254176;71.840029;69.467263;69.382432;69.224335;14.719760;14.561120;15.015620;14.491022;14.430178;14.526427;14.512280;14.445535;14.224037;0.000000;1.000000;682.444740;600.000000;2.000000;658.571237;942.000000;2.000000;617.085376;724.600000;2.000000;94.711577;2.000000;
61.000000;73.254037;71.839683;69.463088;69.381163;69.223363;14.719718;14.560990;15.015591;14.490897;14.430068;14.526350;14.512232;14.445482;14.223943;0.000000;1.000000;682.427455;600.000000;2.000000;658.573363;942.000000;2.000000;617.090201;724.600000;2.000000;94.638205;2.000000;
62.000000;73.253940;71.839399;69.459699;69.380128;69.222569;14.719684;14.560884;15.015567;14.490794;14.429978;14.526288;14.512193;14.445438;14.223867;0.000000;1.000000;682.413662;600.000000;2.000000;658.575709;942.000000;2.000000;617.094702;724.600000;2.000000;94.578565;2.000000;
63.000000;73.253871;71.839166;69.456946;69.379284;69.221921;14.719657;14.560797;15.015547;14.490710;14.429904;14.526237;14.512162;14.445403;14.223805;0.000000;1.000000;682.402624;600.000000;2.000000;658.578057;942.000000;2.000000;617.098776;724.600000;2.000000;94.530035;2.000000;
64.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
65.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
66.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
67.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
68.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
69.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
70.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
71.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
72.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
73.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
74.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
75.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
76.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
77.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
78.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
79.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
80.000000;73.253821;71.838975;69.454707;69.378595;69.221392;14.719634;14.560726;15.015531;14.490642;14.429844;14.526195;14.512136;14.445374;14.223754;0.000000;1.000000;682.393775;600.000000;2.000000;658.580286;942.000000;2.000000;617.102389;724.600000;2.000000;94.490518;2.000000;
80.000000;73.253701;71.838551;69.454578;69.376819;69.218731;14.719404;14.560490;15.015421;14.490389;14.429596;14.525956;14.511905;14.445142;14.223512;0.000000;1.000000;682.373899;600.000000;2.000000;658.720351;942.000000;2.000000;617.336410;724.600000;2.000000;94.356085;2.000000;
81.000000;73.253671;71.838365;69.452697;69.376097;69.218126;14.719448;14.560442;15.015432;14.490362;14.429583;14.525973;14.511943;14.445178;14.223512;0.000000;1.000000;682.341069;600.000000;2.000000;658.758027;942.000000;2.000000;617.384477;724.600000;2.000000;94.260384;2.000000;
82.000000;73.253655;71.838281;69.451179;69.375689;69.217836;14.719470;14.560412;15.015437;14.490338;14.429567;14.525976;14.511961;14.445193;14.223505;0.000000;1.000000;682.330713;600.000000;2.000000;658.759580;942.000000;2.000000;617.387614;724.600000;2.000000;94.227587;2.000000;
83.000000;73.253630;71.838191;69.449939;69.375334;69.217572;14.719467;14.560379;15.015433;14.490307;14.429541;14.525961;14.511956;14.445186;14.223485;0.000000;1.000000;682.325605;600.000000;2.000000;658.759310;942.000000;2.000000;617.388133;724.600000;2.000000;94.206552;2.000000;
84.000000;73.253607;71.838108;69.448931;69.375031;69.217341;14.719459;14.560348;15.015427;14.490278;14.429516;14.525944;14.511946;14.445175;14.223463;0.000000;1.000000;682.321649;600.000000;2.000000;658.759735;942.000000;2.000000;617.389202;724.600000;2.000000;94.189290;2.000000;
