           (-7.56971e-05,0)             (2.88538e-05,0)             (-0.00169195,0)             (0.000491786,0)             (0.000997363,0)            (-0.000305944,0)            (-0.000144097,0)              (0.00109546,0)            (-2.08751e-05,0)  (0.000407924,-7.10864e-05)   (0.000407924,7.10864e-05) (-0.000377614,-0.000585365)  (-0.000377614,0.000585365)     (-0.00234935,0.0117685)    (-0.00234935,-0.0117685)    (-0.00110723,0.00509008)   (-0.00110723,-0.00509008)             (0.000298159,0)             (0.000293885,0)            (-0.000140113,0)              (0.00106051,0)             (6.60565e-05,0)             (-0.00021094,0)               (-0.121758,0)            (-0.000245101,0)              (0.00110983,0)            (-0.000460121,0)            (-7.55683e-12,0)            (-1.72048e-13,0)             (2.00863e-16,0)
            (0.000500433,0)             (-8.7557e-05,0)                (0.023401,0)              (-0.0075561,0)              (-0.0198699,0)              (0.00405542,0)             (0.000637479,0)              (-0.0253214,0)             (-2.2131e-05,0)    (-0.00255946,-0.0116176)     (-0.00255946,0.0116176)      (-0.0266814,0.0502313)     (-0.0266814,-0.0502313)       (0.631374,0.00370251)      (0.631374,-0.00370251)        (0.382745,0.0243846)       (0.382745,-0.0243846)             (-0.00441949,0)             (-0.00110561,0)                (0.001191,0)               (0.0142588,0)              (-0.0218976,0)               (0.0488337,0)               (-0.207428,0)                (0.168558,0)               (-0.406274,0)                (0.190316,0)               (-0.434431,0)             (-0.00940365,0)             (9.07421e-07,0)
            (0.000179577,0)             (-0.00428179,0)              (-0.0218744,0)               (-0.130682,0)               (-0.404548,0)               (-0.945152,0)              (-0.0388593,0)               (-0.211129,0)             (-0.00693587,0)   (-0.00022811,0.000196789)  (-0.00022811,-0.000196789)   (0.00027404,-0.000659923)    (0.00027404,0.000659923)   (0.000105998,-0.00204504)    (0.000105998,0.00204504)     (-0.0185674,-0.0201157)      (-0.0185674,0.0201157)               (0.0221373,0)                (0.117045,0)              (-0.0146606,0)                (0.549938,0)              (0.00691561,0)               (-0.178369,0)                (0.145026,0)             (-0.00060211,0)             (-0.00260598,0)             (-0.00134513,0)              (3.5708e-11,0)             (7.66524e-13,0)             (1.65147e-16,0)
           (-0.000139716,0)             (3.23376e-08,0)             (-0.00175984,0)              (0.00268239,0)             (-0.00188708,0)               (0.0227013,0)               (-0.218973,0)                 (0.23492,0)             (1.44576e-05,0)    (0.00204998,-0.00162463)     (0.00204998,0.00162463)    (-0.00788813,0.00289859)   (-0.00788813,-0.00289859)      (0.0104216,-0.0174082)       (0.0104216,0.0174082)       (0.0340476,-0.130757)        (0.0340476,0.130757)              (0.00247106,0)             (-0.00030686,0)             (-0.00346614,0)               (0.0331094,0)              (0.00143043,0)             (-0.00538437,0)               (0.0335674,0)               (0.0076941,0)              (-0.0188046,0)                (0.630081,0)             (-7.2141e-11,0)            (-1.64672e-12,0)            (-1.52798e-15,0)
            (-0.00190226,0)              (1.8502e-06,0)               (0.0281095,0)              (-0.0194576,0)               (0.0087037,0)              (-0.0927651,0)                (0.672672,0)               (-0.691127,0)            (-1.90705e-05,0)     (0.0046292,0.000439814)    (0.0046292,-0.000439814)    (-0.0113863,-0.00406391)     (-0.0113863,0.00406391)     (0.0270694,-0.00817352)      (0.0270694,0.00817352)        (0.111696,-0.109982)         (0.111696,0.109982)              (0.00108494,0)            (-0.000198058,0)             (-0.00236642,0)               (0.0239757,0)              (0.00102283,0)             (-0.00418776,0)               (0.0315704,0)              (0.00701869,0)              (-0.0163596,0)                (0.565981,0)            (-7.21412e-11,0)            (-1.64734e-12,0)            (-3.16951e-16,0)
           (-1.69306e-05,0)             (0.000292737,0)             (0.000650293,0)            (-0.000202397,0)              (-0.0118883,0)              (-0.0362391,0)              (-0.0023253,0)              (-0.0139101,0)             (-0.00102678,0) (-4.33753e-05,-6.94709e-05)  (-4.33753e-05,6.94709e-05)  (0.000318289,-9.03196e-06)   (0.000318289,9.03196e-06)    (0.00144977,0.000303976)   (0.00144977,-0.000303976)      (0.0180334,-0.0173526)       (0.0180334,0.0173526)               (0.0148116,0)                (0.113351,0)              (-0.0155348,0)                 (0.64027,0)              (0.00790603,0)               (-0.239588,0)                (0.166254,0)             (-0.00159055,0)             (-0.00526439,0)             (-0.00185516,0)             (4.73012e-11,0)             (9.82179e-13,0)             (3.48261e-16,0)
           (-3.71656e-05,0)             (3.12899e-08,0)             (0.000374955,0)            (-0.000193544,0)             (5.57777e-05,0)            (-0.000478973,0)              (0.00105398,0)            (-0.000641713,0)             (3.33405e-07,0)  (0.000166197,-7.16123e-05)   (0.000166197,7.16123e-05)  (-0.000539308,8.85774e-05) (-0.000539308,-8.85774e-05)  (0.000868466,-0.000957003)   (0.000868466,0.000957003)    (0.00281852,-0.00792607)     (0.00281852,0.00792607)             (0.000117578,0)            (-1.45373e-05,0)            (-0.000162119,0)                (0.001509,0)             (6.56506e-05,0)            (-0.000229512,0)               (-0.122095,0)            (-0.000208422,0)            (-0.000452235,0)             (0.000678565,0)            (-7.55688e-12,0)            (-1.72189e-13,0)             (1.60586e-16,0)
            (0.000240564,0)             (0.000187597,0)              (-0.0035568,0)               (0.0033264,0)             (-0.00247101,0)                (0.007398,0)              (-0.0251815,0)               (0.0127562,0)            (-0.000658613,0)   (-0.00202598,-0.00311454)    (-0.00202598,0.00311454)      (0.00700954,0.0548987)     (0.00700954,-0.0548987)     (-0.0145936,-0.0410976)      (-0.0145936,0.0410976)       (-0.657142,-0.134886)        (-0.657142,0.134886)               (0.0121233,0)                (0.041735,0)              (0.00458021,0)              (-0.0644855,0)              (-0.0218285,0)                (0.052835,0)               (0.0541606,0)                (0.149134,0)                (0.157454,0)               (-0.331627,0)               (-0.434431,0)             (-0.00940365,0)             (9.07421e-07,0)
             (-0.0474477,0)                (0.995308,0)               (0.0273219,0)                (0.123788,0)               (0.0294012,0)               (-0.106752,0)               (-0.104093,0)               (-0.111314,0)               (-0.030225,0)      (0.00363996,0.0135449)     (0.00363996,-0.0135449)    (0.00711988,-0.00706005)     (0.00711988,0.00706005)   (-0.000162241,0.00763054)  (-0.000162241,-0.00763054)    (0.00317008,-0.00927267)     (0.00317008,0.00927267)                  (0.4516,0)               (-0.302197,0)                (0.123212,0)              (-0.0817354,0)              (-0.0045428,0)              (-0.0621657,0)                 (0.11078,0)             (-0.00351788,0)              (-0.0045392,0)             (0.000498874,0)             (1.46024e-10,0)             (3.88381e-11,0)             (2.70859e-15,0)
               (0.998517,0)              (-0.0838574,0)               (-0.125867,0)               (0.0107453,0)               (-0.062874,0)              (0.00237852,0)               (0.0135988,0)              (-0.0804124,0)             (0.000545062,0)       (-0.223778,-0.359732)        (-0.223778,0.359732)      (0.00723001,0.0728481)     (0.00723001,-0.0728481)      (0.0239489,-0.0362325)       (0.0239489,0.0362325)    (-0.0178615,-0.00701986)     (-0.0178615,0.00701986)              (-0.0041354,0)              (0.00105847,0)             (0.000126243,0)             (-0.00213149,0)            (-0.000183514,0)            (-4.72742e-05,0)               (-0.014925,0)              (5.3822e-05,0)              (0.00032784,0)             (0.000213964,0)             (1.83022e-07,0)             (2.09245e-06,0)            (-4.50211e-12,0)
           (-5.22571e-33,0)             (3.30758e-29,0)             (1.72782e-25,0)             (6.49219e-24,0)             (2.29838e-21,0)            (-2.06705e-21,0)             (-3.4425e-21,0)             (3.32697e-21,0)            (-2.91924e-21,0) (-1.25639e-22,-1.88349e-23)  (-1.25639e-22,1.88349e-23)  (1.11662e-20,-3.69464e-21)   (1.11662e-20,3.69464e-21)  (-1.2491e-20,-6.15103e-21)   (-1.2491e-20,6.15103e-21) (-3.75408e-20,-4.26501e-20)  (-3.75408e-20,4.26501e-20)             (3.91122e-19,0)            (-3.59891e-18,0)            (-3.34345e-18,0)            (-3.40149e-17,0)             (4.93979e-18,0)            (-4.33845e-17,0)            (-4.05913e-17,0)             (7.20351e-18,0)            (-2.88832e-18,0)             (7.32299e-18,0)               (0.0872058,0)                (0.996968,0)            (-2.14031e-06,0)
             (0.00341728,0)               (0.0459937,0)              (0.00534448,0)               (0.0378498,0)               (0.0120358,0)               (-0.046282,0)              (-0.0533471,0)              (-0.0579275,0)              (-0.0236042,0)     (-0.0303473,-0.0105594)      (-0.0303473,0.0105594)        (0.0209875,0.013597)       (0.0209875,-0.013597)      (-0.0122199,0.0028093)     (-0.0122199,-0.0028093)     (0.0199986,-0.00874333)      (0.0199986,0.00874333)                (0.883208,0)               (-0.729759,0)                (0.310649,0)               (-0.215744,0)              (-0.0118221,0)               (-0.177063,0)                (0.148614,0)              (-0.0127418,0)              (-0.0155813,0)             (0.000723472,0)              (3.1561e-10,0)             (3.47427e-11,0)             (9.31761e-15,0)
             (0.00373677,0)             (7.97497e-05,0)             (0.000862111,0)            (-0.000125457,0)              (0.00101573,0)            (-4.20005e-05,0)            (-0.000292272,0)              (0.00177901,0)            (-1.99154e-05,0)     (-0.0239052,0.00781052)    (-0.0239052,-0.00781052)    (0.00595378,0.000356026)   (0.00595378,-0.000356026)   (-0.00278123,-0.00216652)    (-0.00278123,0.00216652)     (-0.00110216,0.0021961)    (-0.00110216,-0.0021961)              (0.00065976,0)            (-0.000293383,0)            (-3.61404e-05,0)             (0.000792669,0)             (6.54696e-05,0)              (2.1011e-05,0)               (-0.122251,0)            (-0.000219925,0)            (-0.000412731,0)             (-0.00050005,0)            (-7.55676e-12,0)            (-1.72101e-13,0)             (1.73464e-16,0)
             (-0.0252121,0)            (-0.000573433,0)             (-0.00991057,0)              (0.00224523,0)              (-0.0202093,0)             (-0.00104344,0)              (0.00383071,0)              (-0.0403043,0)             (-5.0932e-05,0)         (0.330164,0.825507)        (0.330164,-0.825507)       (-0.011047,-0.263511)        (-0.011047,0.263511)       (-0.0413583,0.146677)      (-0.0413583,-0.146677)        (0.160972,0.0554551)       (0.160972,-0.0554551)              (-0.0375454,0)               (0.0804672,0)              (-0.0148218,0)               (0.0612842,0)              (-0.0217977,0)              (-0.0011379,0)                (0.175503,0)                (0.155225,0)                (0.143198,0)                (0.208619,0)               (-0.434431,0)             (-0.00940558,0)             (9.07425e-07,0)
           (-0.000214813,0)             (-0.00957274,0)             (-0.00304661,0)               (-0.027716,0)             (-0.00606974,0)               (0.0571294,0)               (0.0623973,0)               (0.0788198,0)               (-0.998754,0)   (-0.000354814,0.00206508)  (-0.000354814,-0.00206508)    (-0.0030936,-0.00201773)     (-0.0030936,0.00201773)     (0.00385179,0.00203282)    (0.00385179,-0.00203282)   (-0.00366048,-0.00460474)    (-0.00366048,0.00460474)               (0.0899797,0)                (0.159762,0)               (-0.619284,0)                (-0.16146,0)               (0.0212149,0)              (-0.0314518,0)                 (0.15764,0)            (-0.000327192,0)            (-0.000672299,0)             (0.000770552,0)            (-9.76085e-13,0)            (-9.87196e-14,0)            (-8.71966e-13,0)
            (-0.00276374,0)             (0.000388811,0)               (0.0065154,0)            (-0.000808971,0)              (0.00570705,0)             (-0.00028995,0)             (-0.00303508,0)               (0.0119983,0)            (-0.000854536,0)     (0.0350367,-0.00496229)      (0.0350367,0.00496229)        (0.146975,0.0168868)       (0.146975,-0.0168868)     (-0.0283556,-0.0580451)      (-0.0283556,0.0580451)       (-0.0100939,0.013911)      (-0.0100939,-0.013911)               (0.0034953,0)             (0.000189177,0)              (-0.0141213,0)               (-0.115572,0)               (-0.935966,0)            (-0.000643951,0)               (-0.279484,0)            (-0.000321351,0)             (0.000133652,0)             (-0.00048404,0)            (-1.84801e-06,0)             (-6.2711e-07,0)            (-8.37004e-06,0)
           (-9.69303e-47,0)             (5.28556e-42,0)             (1.95912e-37,0)             (2.57626e-35,0)             (2.42141e-32,0)            (-2.90586e-32,0)            (-9.88895e-32,0)             (1.06856e-31,0)            (-7.68734e-31,0)   (3.33873e-32,2.22496e-32)  (3.33873e-32,-2.22496e-32) (-2.60517e-29,-6.52896e-30)  (-2.60517e-29,6.52896e-30)   (3.05704e-29,1.89342e-29)  (3.05704e-29,-1.89342e-29)   (-4.3994e-28,1.82695e-27)  (-4.3994e-28,-1.82695e-27)             (7.22908e-25,0)            (-2.39434e-21,0)             (7.68915e-20,0)            (-1.01022e-18,0)             (-7.4281e-18,0)             (7.77425e-19,0)             (7.53604e-18,0)            (-1.39697e-19,0)             (5.90337e-19,0)            (-8.38303e-18,0)               (-0.220785,0)               (-0.074923,0)                      (-1,0)
            (4.42063e-05,0)               (0.0018333,0)             (0.000522777,0)              (0.00336099,0)             (0.000652173,0)             (-0.00482056,0)             (-0.00381613,0)             (-0.00421479,0)              (-0.0294064,0)   (-0.00040154,0.000913139)  (-0.00040154,-0.000913139)     (0.00260686,0.00800872)    (0.00260686,-0.00800872)    (0.00120699,-0.00096472)     (0.00120699,0.00096472)     (0.0024697,-0.00304306)      (0.0024697,0.00304306)               (0.0562565,0)                (0.162599,0)                (-0.70287,0)               (-0.208088,0)               (0.0239355,0)              (-0.0492385,0)                (0.173872,0)             (-0.00164417,0)             (-0.00253645,0)              (0.00085082,0)             (-8.1855e-13,0)            (-2.55265e-13,0)            (-7.73205e-13,0)
           (-0.000354878,0)             (4.94509e-05,0)             (0.000818574,0)            (-0.000100603,0)             (0.000702936,0)            (-3.56006e-05,0)            (-0.000369497,0)              (0.00145862,0)            (-0.000100563,0)    (0.00454079,-0.00116887)     (0.00454079,0.00116887)    (0.0197366,-0.000790128)     (0.0197366,0.000790128)   (-0.00490387,-0.00697026)    (-0.00490387,0.00697026)   (-0.000894809,0.00218266)  (-0.000894809,-0.00218266)             (0.000282747,0)             (7.53321e-06,0)             (-0.00032558,0)             (0.000600623,0)             (-0.00210322,0)              (4.9639e-05,0)               (-0.122784,0)            (-0.000220156,0)             (-0.00041117,0)            (-0.000502764,0)            (-7.55673e-12,0)             (-1.7215e-13,0)             (2.63026e-16,0)
             (0.00238333,0)            (-0.000284187,0)             (-0.00934274,0)              (0.00185056,0)              (-0.0144294,0)             (-0.00116708,0)              (0.00549493,0)              (-0.0332816,0)              (0.00236934,0)      (-0.0506071,-0.154469)       (-0.0506071,0.154469)       (-0.133082,-0.931185)        (-0.133082,0.931185)        (-0.255984,0.291785)       (-0.255984,-0.291785)        (0.157688,0.0397156)       (0.157688,-0.0397156)             (-0.00300768,0)               (0.0386693,0)               (0.0297548,0)               (0.0950028,0)                (0.347541,0)             (-0.00730554,0)                (0.589083,0)                (0.155348,0)                (0.142634,0)                (0.209863,0)               (-0.434429,0)             (-0.00940309,0)             (8.49291e-06,0)
