             (0.00050043,0)            (-8.75557e-05,0)                (0.023401,0)             (-0.00755608,0)              (-0.0198698,0)             (-0.00405553,0)            (-0.000636913,0)               (0.0253215,0)              (2.2133e-05,0)     (-0.0101225,0.00624952)    (-0.0101225,-0.00624952)        (-0.461333,0.431068)       (-0.461333,-0.431068)     (0.0563371,-0.00781666)      (0.0563371,0.00781666)        (0.183981,-0.336511)         (0.183981,0.336511)             (-0.00441948,0)              (0.00110552,0)              (0.00119101,0)               (0.0142588,0)              (-0.0218977,0)               (0.0488335,0)               (-0.207427,0)                (0.168558,0)               (-0.406274,0)                (0.190317,0)                 (0.44711,0)             (-0.00256274,0)             (3.29271e-07,0)
            (0.000179577,0)             (-0.00428177,0)              (-0.0218744,0)               (-0.130682,0)               (-0.404547,0)                (0.945152,0)               (0.0388625,0)                (0.211128,0)              (0.00693586,0)   (0.000261036,0.000150404)  (0.000261036,-0.000150404)     (0.00132796,0.00155885)    (0.00132796,-0.00155885)  (-0.000695321,0.000164677) (-0.000695321,-0.000164677)     (-0.0260811,0.00831685)    (-0.0260811,-0.00831685)               (0.0221373,0)               (-0.117045,0)              (-0.0146609,0)                (0.549937,0)              (0.00691584,0)                (-0.17837,0)                (0.145025,0)            (-0.000602129,0)             (-0.00260594,0)             (-0.00134527,0)             (7.61681e-16,0)             (3.66238e-15,0)              (3.7161e-17,0)
           (-0.000139716,0)             (3.22689e-08,0)             (-0.00175984,0)              (0.00268239,0)               (-0.001887,0)              (-0.0227015,0)                 (0.21897,0)               (-0.234923,0)            (-1.44599e-05,0)   (-0.00221007,-0.00139913)    (-0.00221007,0.00139913)      (0.00438664,0.0198093)     (0.00438664,-0.0198093)     (0.00697132,0.00469308)    (0.00697132,-0.00469308)       (-0.104085,-0.086157)        (-0.104085,0.086157)              (0.00247107,0)             (0.000306839,0)             (-0.00346614,0)               (0.0331096,0)              (0.00143045,0)             (-0.00538476,0)                (0.033567,0)              (0.00769416,0)              (-0.0188046,0)                 (0.63008,0)            (-4.01807e-14,0)             (5.10753e-14,0)             (4.21515e-18,0)
            (-0.00190226,0)             (1.84624e-06,0)               (0.0281095,0)              (-0.0194576,0)               (0.0087033,0)               (0.0927656,0)               (-0.672661,0)                (0.691135,0)             (1.90735e-05,0)   (-0.00111227,-0.00451512)    (-0.00111227,0.00451512)      (-0.0140548,0.0245361)     (-0.0140548,-0.0245361)      (0.00337964,0.0116078)     (0.00337964,-0.0116078)      (-0.0524174,-0.147731)       (-0.0524174,0.147731)              (0.00108495,0)             (0.000198045,0)             (-0.00236642,0)               (0.0239759,0)              (0.00102284,0)             (-0.00418806,0)               (0.0315701,0)              (0.00701874,0)              (-0.0163596,0)                (0.565981,0)             (-3.9358e-14,0)             (5.18179e-14,0)             (2.41374e-16,0)
           (-1.69306e-05,0)             (0.000292737,0)             (0.000650293,0)            (-0.000202393,0)              (-0.0118882,0)               (0.0362391,0)              (0.00232548,0)               (0.0139101,0)              (0.00102677,0)  (-5.12681e-05,6.38687e-05) (-5.12681e-05,-6.38687e-05)   (-0.00126231,0.000775125)  (-0.00126231,-0.000775125) (-0.000193846,-0.000252612)  (-0.000193846,0.000252612)    (-0.00809666,-0.0236804)     (-0.00809666,0.0236804)               (0.0148116,0)               (-0.113351,0)              (-0.0155351,0)                (0.640268,0)               (0.0079063,0)               (-0.239588,0)                (0.166254,0)             (-0.00159059,0)             (-0.00526433,0)             (-0.00185525,0)            (-1.49065e-15,0)             (2.58578e-14,0)             (7.05372e-16,0)
           (-3.71655e-05,0)             (3.12318e-08,0)             (0.000374954,0)            (-0.000193543,0)             (5.57759e-05,0)             (0.000478973,0)             (-0.00105397,0)             (0.000641726,0)            (-3.33472e-07,0) (-0.000122441,-0.000133262)  (-0.000122441,0.000133262)    (2.63934e-05,0.00129204)   (2.63934e-05,-0.00129204)   (0.000387819,0.000385091)  (0.000387819,-0.000385091)   (-0.00599009,-0.00590639)    (-0.00599009,0.00590639)             (0.000117579,0)             (1.45389e-05,0)            (-0.000162119,0)              (0.00150899,0)             (6.56511e-05,0)            (-0.000229519,0)               (-0.122094,0)             (-0.00020842,0)            (-0.000452236,0)             (0.000678564,0)            (-4.65812e-16,0)             (5.56044e-15,0)               (1.409e-16,0)
            (0.000240562,0)             (0.000187597,0)              (-0.0035568,0)              (0.00332639,0)             (-0.00247097,0)             (-0.00739801,0)               (0.0251813,0)              (-0.0127565,0)             (0.000658616,0)    (-0.00227171,0.00294025)   (-0.00227171,-0.00294025)       (0.0388382,0.0198379)      (0.0388382,-0.0198379)      (0.0403763,-0.0378516)       (0.0403763,0.0378516)         (-0.40017,0.538417)        (-0.40017,-0.538417)               (0.0121233,0)               (-0.041735,0)              (0.00458017,0)               (-0.064485,0)              (-0.0218286,0)                (0.052836,0)               (0.0541616,0)                (0.149134,0)                (0.157454,0)               (-0.331627,0)                 (0.44711,0)             (-0.00256274,0)             (3.29271e-07,0)
             (-0.0474474,0)                (0.995308,0)               (0.0273218,0)                (0.123787,0)               (0.0294021,0)                (0.106752,0)                (0.104094,0)                (0.111312,0)               (0.0302249,0)     (0.0115854,-0.00790543)      (0.0115854,0.00790543)   (-0.00512425,-0.00565611)    (-0.00512425,0.00565611)   (-0.00989307,-0.00163186)    (-0.00989307,0.00163186)   (-0.00706164,-0.00679452)    (-0.00706164,0.00679452)                  (0.4516,0)                (0.302197,0)                (0.123213,0)              (-0.0817359,0)             (-0.00454275,0)               (-0.062166,0)                 (0.11078,0)             (-0.00351794,0)             (-0.00453916,0)             (0.000498883,0)             (6.07562e-13,0)            (-2.18924e-11,0)             (3.10356e-15,0)
               (0.998517,0)              (-0.0838568,0)               (-0.125866,0)               (0.0107453,0)              (-0.0628733,0)             (-0.00237877,0)              (-0.0135971,0)               (0.0804123,0)            (-0.000545046,0)         (-0.265747,0.32994)        (-0.265747,-0.32994)      (0.00748885,0.0427808)     (0.00748885,-0.0427808)      (0.0547902,-0.0485479)       (0.0547902,0.0485479)       (-0.0139156,0.013216)      (-0.0139156,-0.013216)             (-0.00413526,0)              (-0.0010584,0)             (0.000126266,0)             (-0.00213147,0)            (-0.000183514,0)             (-4.7278e-05,0)              (-0.0149248,0)             (5.38202e-05,0)             (0.000327836,0)             (0.000213961,0)             (3.53546e-08,0)            (-1.27821e-06,0)             (1.15538e-11,0)
           (-2.67422e-34,0)             (1.58016e-30,0)             (7.48621e-27,0)             (2.56721e-25,0)              (8.2568e-23,0)             (7.17802e-23,0)             (1.08282e-22,0)            (-1.02814e-22,0)             (5.22845e-23,0)   (6.16869e-24,7.29496e-24)  (6.16869e-24,-7.29496e-24)  (6.82572e-22,-9.80091e-22)   (6.82572e-22,9.80091e-22)  (-1.02468e-21,-8.8756e-24)   (-1.02468e-21,8.8756e-24)  (-3.63612e-21,5.38549e-21) (-3.63612e-21,-5.38549e-21)            (-8.03712e-20,0)            (-7.09171e-18,0)            (-5.18868e-17,0)            (-6.57723e-17,0)            (-3.35185e-18,0)             (1.37013e-17,0)             (5.10267e-17,0)             (1.88431e-18,0)             (-1.4223e-18,0)             (1.38174e-17,0)               (0.0168452,0)               (-0.609019,0)             (5.50221e-06,0)
             (0.00341728,0)               (0.0459936,0)              (0.00534448,0)               (0.0378498,0)               (0.0120362,0)                (0.046282,0)               (0.0533477,0)               (0.0579264,0)               (0.0236042,0)      (4.53782e-05,0.032132)     (4.53782e-05,-0.032132)     (0.00694949,-0.0104363)      (0.00694949,0.0104363)    (-0.00128158,-0.0249741)     (-0.00128158,0.0249741)    (0.000535769,-0.0218198)     (0.000535769,0.0218198)                (0.883208,0)                 (0.72976,0)                (0.310651,0)               (-0.215745,0)              (-0.0118219,0)               (-0.177064,0)                (0.148614,0)               (-0.012742,0)              (-0.0155812,0)             (0.000723503,0)             (4.76622e-13,0)            (-1.71177e-11,0)             (1.41128e-14,0)
             (0.00373675,0)             (7.97557e-05,0)             (0.000862123,0)            (-0.000125458,0)              (0.00101573,0)             (4.20058e-05,0)             (0.000292239,0)             (-0.00177903,0)             (1.99153e-05,0)       (0.0152609,0.0199893)      (0.0152609,-0.0199893)   (0.00350937,-0.000336373)    (0.00350937,0.000336373)   (-0.00320052,-0.00503289)    (-0.00320052,0.00503289)     (0.00152383,0.00192758)    (0.00152383,-0.00192758)             (0.000659761,0)             (0.000293384,0)            (-3.61394e-05,0)             (0.000792663,0)             (6.54699e-05,0)             (2.10056e-05,0)               (-0.122251,0)            (-0.000219923,0)            (-0.000412732,0)             (-0.00050005,0)            (-6.21454e-16,0)             (5.55325e-15,0)             (1.27926e-16,0)
              (-0.025212,0)            (-0.000573489,0)             (-0.00991073,0)              (0.00224526,0)              (-0.0202093,0)              (0.00104333,0)             (-0.00382995,0)               (0.0403047,0)              (5.0938e-05,0)        (0.670335,-0.584056)         (0.670335,0.584056)      (-0.0707127,-0.134995)       (-0.0707127,0.134995)        (-0.207045,0.163373)       (-0.207045,-0.163373)         (0.118335,-0.12241)          (0.118335,0.12241)              (-0.0375455,0)              (-0.0804672,0)              (-0.0148219,0)               (0.0612843,0)              (-0.0217977,0)             (-0.00113715,0)                (0.175503,0)                (0.155225,0)                (0.143198,0)                (0.208619,0)                 (0.44711,0)             (-0.00256157,0)              (3.2926e-07,0)
           (-0.000214816,0)             (-0.00957271,0)             (-0.00304659,0)               (-0.027716,0)             (-0.00607006,0)              (-0.0571295,0)              (-0.0623982,0)              (-0.0788186,0)                (0.998754,0)    (0.0020665,-0.000346479)     (0.0020665,0.000346479)    (-0.00419544,0.00116903)   (-0.00419544,-0.00116903)    (0.000177982,0.00368912)   (0.000177982,-0.00368912)    (-0.00572083,0.00136934)   (-0.00572083,-0.00136934)               (0.0899796,0)               (-0.159762,0)               (-0.619284,0)                (-0.16146,0)               (0.0212142,0)               (-0.031452,0)                (0.157639,0)            (-0.000327206,0)            (-0.000672289,0)             (0.000770554,0)            (-2.46005e-14,0)            (-1.43422e-12,0)            (-1.82113e-12,0)
            (-0.00276373,0)             (0.000388809,0)               (0.0065154,0)            (-0.000808968,0)              (0.00570702,0)             (0.000289984,0)              (0.00303485,0)              (-0.0119983,0)             (0.000854532,0)       (-0.016245,-0.031437)        (-0.016245,0.031437)        (0.060482,0.0226994)       (0.060482,-0.0226994)      (-0.0724476,-0.128989)       (-0.0724476,0.128989)      (0.00833624,0.0150305)     (0.00833624,-0.0150305)              (0.00349532,0)            (-0.000188983,0)              (-0.0141194,0)               (-0.115579,0)               (-0.935966,0)            (-0.000643984,0)               (-0.279484,0)            (-0.000321351,0)              (0.00013365,0)            (-0.000484044,0)            (-1.11819e-07,0)            (-6.63859e-06,0)            (-8.37006e-06,0)
           (-2.25427e-48,0)             (1.22927e-43,0)             (4.55642e-39,0)             (5.99182e-37,0)             (5.63139e-34,0)             (6.75845e-34,0)              (2.2999e-33,0)            (-2.48525e-33,0)             (1.78791e-32,0)  (2.32253e-34,-9.03701e-34)   (2.32253e-34,9.03701e-34)  (-8.19173e-31,1.68451e-31) (-8.19173e-31,-1.68451e-31)    (2.32023e-31,5.7995e-31)   (2.32023e-31,-5.7995e-31)   (3.41751e-29,2.72435e-29)  (3.41751e-29,-2.72435e-29)             (1.68136e-26,0)             (5.56868e-23,0)             (1.78832e-21,0)            (-2.34964e-20,0)            (-1.72756e-19,0)             (1.80812e-20,0)             (1.75265e-19,0)            (-3.24903e-21,0)             (1.37301e-20,0)            (-1.94968e-19,0)              (-0.0133593,0)               (-0.793135,0)                      (-1,0)
            (4.42068e-05,0)               (0.0018333,0)             (0.000522775,0)              (0.00336099,0)             (0.000652203,0)              (0.00482056,0)              (0.00381618,0)              (0.00421472,0)               (0.0294064,0)   (0.000994483,7.77716e-05)  (0.000994483,-7.77716e-05)   (-0.000214361,0.00153025)  (-0.000214361,-0.00153025)    (0.00496173,-0.00680561)     (0.00496173,0.00680561)   (-0.00171289,-0.00352502)    (-0.00171289,0.00352502)               (0.0562566,0)               (-0.162599,0)                (-0.70287,0)               (-0.208089,0)               (0.0239348,0)              (-0.0492387,0)                (0.173871,0)              (-0.0016442,0)             (-0.00253643,0)             (0.000850825,0)            (-2.46302e-14,0)             (-1.2075e-12,0)            (-1.66398e-12,0)
           (-0.000354876,0)             (4.94504e-05,0)             (0.000818571,0)            (-0.000100602,0)              (0.00070293,0)             (3.56044e-05,0)             (0.000369468,0)             (-0.00145862,0)             (0.000100563,0)   (-0.00260166,-0.00390078)    (-0.00260166,0.00390078)     (0.00835203,0.00169613)    (0.00835203,-0.00169613)     (-0.0122064,-0.0155294)      (-0.0122064,0.0155294)     (0.00159936,0.00173401)    (0.00159936,-0.00173401)             (0.000282748,0)            (-7.53209e-06,0)            (-0.000325577,0)               (0.0006006,0)             (-0.00210322,0)             (4.96337e-05,0)               (-0.122783,0)            (-0.000220155,0)             (-0.00041117,0)            (-0.000502765,0)            (-4.71288e-16,0)             (5.58656e-15,0)             (1.64141e-16,0)
             (0.00238331,0)            (-0.000284182,0)              (-0.0093427,0)              (0.00185056,0)              (-0.0144293,0)              (0.00116699,0)             (-0.00549428,0)               (0.0332817,0)             (-0.00236936,0)       (-0.129118,0.0987401)      (-0.129118,-0.0987401)      (-0.0144389,-0.387891)       (-0.0144389,0.387891)        (-0.676545,0.653533)       (-0.676545,-0.653533)        (0.102684,-0.126092)         (0.102684,0.126092)             (-0.00300774,0)              (-0.0386693,0)               (0.0297542,0)               (0.0950057,0)                (0.347542,0)              (-0.0073048,0)                (0.589084,0)                (0.155348,0)                (0.142634,0)                (0.209863,0)                 (0.44711,0)             (-0.00255673,0)              (7.9148e-06,0)
