           (-1.69306e-05,0)             (0.000292737,0)             (0.000650293,0)            (-0.000202393,0)              (-0.0118882,0)               (0.0362391,0)              (0.00232548,0)               (0.0139101,0)              (0.00102677,0)  (-5.12693e-05,6.38677e-05) (-5.12693e-05,-6.38677e-05)    (-0.00121784,0.00084328)   (-0.00121784,-0.00084328)  (-0.000194174,-0.00025236)   (-0.000194174,0.00025236)    (-0.00746192,-0.0238881)     (-0.00746192,0.0238881)               (0.0148116,0)               (-0.113351,0)              (-0.0155351,0)                (0.640268,0)               (0.0079063,0)               (-0.239588,0)                (0.166254,0)             (-0.00159059,0)             (-0.00526433,0)             (-0.00185525,0)             (2.60275e-16,0)            (-4.06753e-14,0)            (-6.81669e-16,0)
           (-3.71655e-05,0)             (3.12318e-08,0)             (0.000374954,0)            (-0.000193543,0)             (5.57759e-05,0)             (0.000478973,0)             (-0.00105397,0)             (0.000641726,0)            (-3.33472e-07,0) (-0.000122438,-0.000133264)  (-0.000122438,0.000133264)    (9.73108e-05,0.00128864)   (9.73108e-05,-0.00128864)   (0.000388319,0.000384586)  (0.000388319,-0.000384586)   (-0.00583036,-0.00606411)    (-0.00583036,0.00606411)             (0.000117579,0)             (1.45389e-05,0)            (-0.000162119,0)              (0.00150899,0)             (6.56511e-05,0)            (-0.000229519,0)               (-0.122094,0)             (-0.00020842,0)            (-0.000452236,0)             (0.000678564,0)            (-3.45746e-16,0)            (-8.83808e-15,0)            (-2.69031e-17,0)
            (0.000240562,0)             (0.000187597,0)              (-0.0035568,0)              (0.00332639,0)             (-0.00247097,0)             (-0.00739801,0)               (0.0251813,0)              (-0.0127565,0)             (0.000658616,0)    (-0.00227176,0.00294021)   (-0.00227176,-0.00294021)         (0.039869,0.017675)        (0.039869,-0.017675)      (0.0403271,-0.0379041)       (0.0403271,0.0379041)        (-0.414394,0.527548)       (-0.414394,-0.527548)               (0.0121233,0)               (-0.041735,0)              (0.00458017,0)               (-0.064485,0)              (-0.0218286,0)                (0.052836,0)               (0.0541616,0)                (0.149134,0)                (0.157454,0)               (-0.331627,0)                (0.447039,0)            (-0.000225342,0)              (7.7272e-07,0)
             (-0.0474474,0)                (0.995308,0)               (0.0273218,0)                (0.123787,0)               (0.0294021,0)                (0.106752,0)                (0.104094,0)                (0.111312,0)               (0.0302249,0)      (0.0115855,-0.0079052)       (0.0115855,0.0079052)   (-0.00542715,-0.00536616)    (-0.00542715,0.00536616)     (-0.00989518,-0.001619)      (-0.00989518,0.001619)   (-0.00687783,-0.00698053)    (-0.00687783,0.00698053)                  (0.4516,0)                (0.302197,0)                (0.123213,0)              (-0.0817359,0)             (-0.00454275,0)               (-0.062166,0)                 (0.11078,0)             (-0.00351794,0)             (-0.00453916,0)             (0.000498883,0)             (9.35515e-13,0)             (3.53258e-11,0)            (-3.08427e-15,0)
               (0.998517,0)              (-0.0838568,0)               (-0.125866,0)               (0.0107453,0)              (-0.0628733,0)             (-0.00237877,0)              (-0.0135971,0)               (0.0804123,0)            (-0.000545046,0)        (-0.265754,0.329935)       (-0.265754,-0.329935)      (0.00982701,0.0423049)     (0.00982701,-0.0423049)      (0.0547271,-0.0486191)       (0.0547271,0.0486191)        (-0.0142633,0.01284)       (-0.0142633,-0.01284)             (-0.00413526,0)              (-0.0010584,0)             (0.000126266,0)             (-0.00213147,0)            (-0.000183514,0)             (-4.7278e-05,0)              (-0.0149248,0)             (5.38202e-05,0)             (0.000327836,0)             (0.000213961,0)              (5.4559e-08,0)             (2.06237e-06,0)            (-3.40826e-12,0)
            (1.82951e-32,0)            (-1.16247e-28,0)            (-6.10305e-25,0)            (-2.30294e-23,0)            (-8.18532e-21,0)            (-7.37166e-21,0)            (-1.23209e-20,0)             (1.19149e-20,0)            (-1.06031e-20,0) (-6.30082e-23,-4.33593e-22)  (-6.30082e-23,4.33593e-22)    (-4.593e-20,1.38583e-20)   (-4.593e-20,-1.38583e-20)   (3.12982e-20,2.54701e-20)  (3.12982e-20,-2.54701e-20)  (1.88905e-19,-3.24185e-20)   (1.88905e-19,3.24185e-20)            (-1.74281e-18,0)             (-3.6399e-17,0)            (-1.42441e-16,0)            (-1.83524e-17,0)            (-1.00939e-18,0)            (-2.91769e-17,0)             (6.54998e-17,0)            (-1.92035e-17,0)            (-6.06601e-18,0)            (-3.24103e-17,0)               (0.0259953,0)                (0.982641,0)            (-1.61921e-06,0)
             (0.00341728,0)               (0.0459936,0)              (0.00534448,0)               (0.0378498,0)               (0.0120362,0)                (0.046282,0)               (0.0533477,0)               (0.0579264,0)               (0.0236042,0)      (4.47509e-05,0.032132)     (4.47509e-05,-0.032132)     (0.00636585,-0.0108023)      (0.00636585,0.0108023)    (-0.00131403,-0.0249724)     (-0.00131403,0.0249724)     (0.00111779,-0.0217978)      (0.00111779,0.0217978)                (0.883208,0)                 (0.72976,0)                (0.310651,0)               (-0.215745,0)              (-0.0118219,0)               (-0.177064,0)                (0.148614,0)               (-0.012742,0)              (-0.0155812,0)             (0.000723503,0)             (7.35336e-13,0)             (2.76329e-11,0)            (-1.44407e-14,0)
             (0.00373675,0)             (7.97557e-05,0)             (0.000862123,0)            (-0.000125458,0)              (0.00101573,0)             (4.20058e-05,0)             (0.000292239,0)             (-0.00177903,0)             (1.99153e-05,0)       (0.0152605,0.0199896)      (0.0152605,-0.0199896)    (0.0034856,-0.000528595)     (0.0034856,0.000528595)   (-0.00320706,-0.00502872)    (-0.00320706,0.00502872)     (0.00147186,0.00196755)    (0.00147186,-0.00196755)             (0.000659761,0)             (0.000293384,0)            (-3.61394e-05,0)             (0.000792663,0)             (6.54699e-05,0)             (2.10056e-05,0)               (-0.122251,0)            (-0.000219923,0)            (-0.000412732,0)             (-0.00050005,0)            (-4.12208e-16,0)            (-8.69524e-15,0)            (-4.80273e-17,0)
              (-0.025212,0)            (-0.000573489,0)             (-0.00991073,0)              (0.00224526,0)              (-0.0202093,0)              (0.00104333,0)             (-0.00382995,0)               (0.0403047,0)              (5.0938e-05,0)        (0.670347,-0.584043)         (0.670347,0.584043)      (-0.0780197,-0.130908)       (-0.0780197,0.130908)        (-0.206833,0.163642)       (-0.206833,-0.163642)        (0.121559,-0.119209)         (0.121559,0.119209)              (-0.0375455,0)              (-0.0804672,0)              (-0.0148219,0)               (0.0612843,0)              (-0.0217977,0)             (-0.00113715,0)                (0.175503,0)                (0.155225,0)                (0.143198,0)                (0.208619,0)                (0.447039,0)            (-0.000227242,0)             (7.72723e-07,0)
           (-0.000214816,0)             (-0.00957271,0)             (-0.00304659,0)               (-0.027716,0)             (-0.00607006,0)              (-0.0571295,0)              (-0.0623982,0)              (-0.0788186,0)                (0.998754,0)   (0.00206651,-0.000346439)    (0.00206651,0.000346439)    (-0.00412491,0.00139768)   (-0.00412491,-0.00139768)    (0.000182775,0.00368889)   (0.000182775,-0.00368889)     (-0.00575533,0.0012162)    (-0.00575533,-0.0012162)               (0.0899796,0)               (-0.159762,0)               (-0.619284,0)                (-0.16146,0)               (0.0212142,0)               (-0.031452,0)                (0.157639,0)            (-0.000327206,0)            (-0.000672289,0)             (0.000770554,0)            (-1.79292e-14,0)             (3.20966e-13,0)             (1.82236e-12,0)
            (-0.00276373,0)             (0.000388809,0)               (0.0065154,0)            (-0.000808968,0)              (0.00570702,0)             (0.000289984,0)              (0.00303485,0)              (-0.0119983,0)             (0.000854532,0)     (-0.0162443,-0.0314373)      (-0.0162443,0.0314373)       (0.0616374,0.0193436)      (0.0616374,-0.0193436)      (-0.0726151,-0.128895)       (-0.0726151,0.128895)      (0.00793222,0.0152475)     (0.00793222,-0.0152475)              (0.00349532,0)            (-0.000188983,0)              (-0.0141194,0)               (-0.115579,0)               (-0.935966,0)            (-0.000643984,0)               (-0.279484,0)            (-0.000321351,0)              (0.00013365,0)            (-0.000484044,0)            (-8.59738e-08,0)             (1.55279e-06,0)             (8.37006e-06,0)
            (2.97795e-47,0)             (-1.6239e-42,0)            (-6.01915e-38,0)            (-7.91534e-36,0)            (-7.43921e-33,0)            (-8.92808e-33,0)            (-3.03823e-32,0)             (3.28308e-32,0)            (-2.36188e-31,0)  (-3.06835e-33,1.19381e-32) (-3.06835e-33,-1.19381e-32)  (1.06829e-29,-2.81623e-30)   (1.06829e-29,2.81623e-30)  (-3.07504e-30,-7.6573e-30)   (-3.07504e-30,7.6573e-30) (-4.41698e-28,-3.71812e-28)  (-4.41698e-28,3.71812e-28)            (-2.22112e-25,0)            (-7.35637e-22,0)            (-2.36241e-20,0)             (3.10393e-19,0)             (2.28215e-18,0)            (-2.38858e-19,0)             (-2.3153e-18,0)             (4.29206e-20,0)            (-1.81378e-19,0)             (2.57558e-18,0)              (-0.0102716,0)                (0.185518,0)                       (1,0)
            (4.42068e-05,0)               (0.0018333,0)             (0.000522775,0)              (0.00336099,0)             (0.000652203,0)              (0.00482056,0)              (0.00381618,0)              (0.00421472,0)               (0.0294064,0)    (0.000994482,7.7791e-05)   (0.000994482,-7.7791e-05)   (-0.000129998,0.00153972)  (-0.000129998,-0.00153972)    (0.00495288,-0.00681206)     (0.00495288,0.00681206)   (-0.00161822,-0.00356947)    (-0.00161822,0.00356947)               (0.0562566,0)               (-0.162599,0)                (-0.70287,0)               (-0.208089,0)               (0.0239348,0)              (-0.0492387,0)                (0.173871,0)              (-0.0016442,0)             (-0.00253643,0)             (0.000850825,0)            (-2.12566e-14,0)             (1.27486e-13,0)             (1.66387e-12,0)
           (-0.000354876,0)             (4.94504e-05,0)             (0.000818571,0)            (-0.000100602,0)              (0.00070293,0)             (3.56044e-05,0)             (0.000369468,0)             (-0.00145862,0)             (0.000100563,0)   (-0.00260159,-0.00390083)    (-0.00260159,0.00390083)     (0.00843258,0.00123489)    (0.00843258,-0.00123489)     (-0.0122265,-0.0155136)      (-0.0122265,0.0155136)     (0.00155252,0.00177607)    (0.00155252,-0.00177607)             (0.000282748,0)            (-7.53209e-06,0)            (-0.000325577,0)               (0.0006006,0)             (-0.00210322,0)             (4.96337e-05,0)               (-0.122783,0)            (-0.000220155,0)             (-0.00041117,0)            (-0.000502765,0)            (-3.17229e-16,0)            (-8.66995e-15,0)            (-2.02289e-17,0)
             (0.00238331,0)            (-0.000284182,0)              (-0.0093427,0)              (0.00185056,0)              (-0.0144293,0)              (0.00116699,0)             (-0.00549428,0)               (0.0332817,0)             (-0.00236936,0)        (-0.12912,0.0987376)       (-0.12912,-0.0987376)      (-0.0357195,-0.386512)       (-0.0357195,0.386512)        (-0.675695,0.654412)       (-0.675695,-0.654412)        (0.106012,-0.123307)         (0.106012,0.123307)             (-0.00300774,0)              (-0.0386693,0)               (0.0297542,0)               (0.0950057,0)                (0.347542,0)              (-0.0073048,0)                (0.589084,0)                (0.155348,0)                (0.142634,0)                (0.209863,0)                (0.447039,0)            (-0.000226749,0)            (-6.81281e-06,0)
