time,LineB29B52.P1Pu,PhaseShifterB7B29.PMonitored.value,PhaseShifterB7B29.tap.value
318,-2.4412412327714E-32,59.9992646463714,5
319,-2.041143474454E-32,59.9992644992709,5
320,-1.64104568949727E-32,59.9992643521705,5
321,-1.24094787790124E-32,59.9992642050701,5
322,-8.4085003966588E-33,59.9992640579697,5
323,-4.40752174791211E-33,59.9992639108693,5
324,-4.06542832772281E-34,59.9992637637689,5
325,3.59443634876071E-33,59.9992636166684,5
326,7.59541579668686E-33,59.999263469568,5
327,1.15963955110062E-32,59.9992633224676,5
328,1.55973754917186E-32,59.9992631753672,5
329,1.95983557388242E-32,59.9992630282668,5
330,2.35993362523229E-32,59.9992628811664,5
331,2.76003170322149E-32,59.999262734066,5
332,3.16012980784999E-32,59.9992625869655,5
333,3.56022793911781E-32,59.9992624398651,5
334,3.96032609702495E-32,59.9992622927647,5
335,4.3604242815714E-32,59.9992621456643,5
336,4.76052249275717E-32,59.9992619985639,5
337,5.16062073058225E-32,59.9992618514635,5
338,5.56071899504664E-32,59.999261704363,5
339,5.96081728615036E-32,59.9992615572626,5
340,6.36091560389338E-32,59.9992614101622,5
341,6.76101394827573E-32,59.9992612630618,5
342,7.16111231929738E-32,59.9992611159614,5
343,7.56121071695836E-32,59.999260968861,5
344,7.96130914125864E-32,59.9992608217605,5
345,2.75296453018537E-29,59.9992606988067,5
346,1.63998130177855E-28,59.9992606717653,5
347,3.0046661666535E-28,59.999260644724,5
348,4.36935104764338E-28,59.9992606176827,5
349,5.7340359447482E-28,59.9992605906413,5
350,7.09872085796795E-28,59.9992605636,5
351,8.46340578730265E-28,59.9992605365587,5
352,9.82809073275227E-28,59.9992605095174,5
353,1.11927756943168E-27,59.999260482476,5
354,1.25574606719963E-27,59.9992604554347,5
355,1.39221456657908E-27,59.9992604283934,5
356,1.52868306757001E-27,59.999260401352,5
357,1.66515157017244E-27,59.9992603743107,5
358,1.80162007438636E-27,59.9992603472694,5
359,1.93808858021178E-27,59.999260320228,5
360,2.07455708764869E-27,59.9992602931867,5
361,2.2110255966971E-27,59.9992602661454,5
362,2.34749410735699E-27,59.9992602391041,5
363,2.48396261962838E-27,59.9992602120627,5
364,2.62043113351127E-27,59.9992601850214,5
365,2.75689964900565E-27,59.9992601579801,5
366,2.89336816611152E-27,59.9992601309387,5
367,3.02983668482888E-27,59.9992601038974,5
368,3.16630520515774E-27,59.9992600768561,5
369,3.30277372709809E-27,59.9992600498147,5
370,3.43924225064994E-27,59.9992600227734,5
371,3.57571077581328E-27,59.9992599957321,5
372,3.71217930258811E-27,59.9992599686908,5
373,3.84864783097443E-27,59.9992599416494,5
374,3.98511636097225E-27,59.9992599146081,5
375,4.12158489258157E-27,59.9992598875668,5
376,4.25805342580237E-27,59.9992598605254,5
377,4.39452196063467E-27,59.9992598334841,5
378,4.53099049707847E-27,59.9992598064428,5
379,4.66745903513375E-27,59.9992597794015,5
380,4.80392757480053E-27,59.9992597523601,5
381,4.94039611607881E-27,59.9992597253188,5
382,5.07686465896857E-27,59.9992596982775,5
383,5.21333320346983E-27,59.9992596712361,5
384,5.26054434885423E-27,59.9992596568534,5
385,5.22394042518913E-27,59.9992596543575,5
386,5.18733650148693E-27,59.9992596518615,5
387,5.15073257774765E-27,59.9992596493655,5
388,5.11412865397129E-27,59.9992596468696,5
389,5.07752473015784E-27,59.9992596443736,5
390,5.0409208063073E-27,59.9992596418777,5
391,5.00431688241968E-27,59.9992596393817,5
392,4.96771295849498E-27,59.9992596368858,5
393,4.93110903453319E-27,59.9992596343898,5
394,4.89450511053431E-27,59.9992596318939,5
395,4.85790118649835E-27,59.9992596293979,5
396,4.8212972624253E-27,59.999259626902,5
397,4.78469333831517E-27,59.999259624406,5
398,4.74808941416796E-27,59.9992596219101,5
399,4.71148548998366E-27,59.9992596194141,5
400,4.67488156576227E-27,59.9992596169182,5
401,4.6382776415038E-27,59.9992596144222,5
402,4.60167371720824E-27,59.9992596119262,5
403,4.56506979287559E-27,59.9992596094303,5
404,4.52846586850587E-27,59.9992596069343,5
405,4.49186194409905E-27,59.9992596044384,5
406,4.45525801965515E-27,59.9992596019424,5
407,4.41865409517417E-27,59.9992595994465,5
408,4.3820501706561E-27,59.9992595969505,5
409,4.34544624610095E-27,59.9992595944546,5
410,4.30884232150871E-27,59.9992595919586,5
411,4.27223839687938E-27,59.9992595894627,5
412,4.23563447221297E-27,59.9992595869667,5
413,4.19903054750948E-27,59.9992595844708,5
414,4.1624266227689E-27,59.9992595819748,5
415,4.12582269799123E-27,59.9992595794788,5
416,4.08921877317648E-27,59.9992595769829,5
417,4.05261484832465E-27,59.9992595744869,5
418,4.01601092343572E-27,59.999259571991,5
419,3.97940699850972E-27,59.999259569495,5
420,3.94280307354662E-27,59.9992595669991,5
421,3.90619914854645E-27,59.9992595645031,5
422,3.86959522350918E-27,59.9992595620072,5
423,3.83299129843484E-27,59.9992595595112,5
424,3.7963873733234E-27,59.9992595570153,5
425,3.75978344817489E-27,59.9992595545193,5
426,3.72317952298928E-27,59.9992595520233,5
427,3.68657559776659E-27,59.9992595495274,5
428,3.64997167250682E-27,59.9992595470314,5
429,3.61336774720996E-27,59.9992595445355,5
430,3.57676382187602E-27,59.9992595420395,5
431,3.54015989650499E-27,59.9992595395436,5
432,3.50355597109687E-27,59.9992595370476,5
433,3.46695204565167E-27,59.9992595345517,5
434,3.43034812016939E-27,59.9992595320557,5
435,3.39374419465002E-27,59.9992595295598,5
436,3.35714026909356E-27,59.9992595270638,5
437,3.32053634350002E-27,59.9992595245679,5
438,3.28393241786939E-27,59.9992595220719,5
439,3.24732849220168E-27,59.999259519576,5
440,3.21072456649689E-27,59.99925951708,5
441,3.174120640755E-27,59.999259514584,5
442,3.13751671497604E-27,59.9992595120881,5
443,3.10091278915998E-27,59.9992595095921,5
444,3.06430886330685E-27,59.9992595070962,5
445,3.02770493741662E-27,59.9992595046002,5
446,2.99110101148931E-27,59.9992595021043,5
447,2.95449708552492E-27,59.9992594996083,5
448,2.91789315952344E-27,59.9992594971124,5
449,2.88128923348488E-27,59.9992594946164,5
450,2.84468530740923E-27,59.9992594921205,5
451,2.8080813812965E-27,59.9992594896245,5
452,2.77147745514668E-27,59.9992594871286,5
453,2.73487352895977E-27,59.9992594846326,5
454,2.69826960273578E-27,59.9992594821366,5
455,2.66166567647471E-27,59.9992594796407,5
456,2.62506175017655E-27,59.9992594771447,5
457,2.5884578238413E-27,59.9992594746488,5
458,2.55185389746897E-27,59.9992594721528,5
459,2.51524997105955E-27,59.9992594696569,5
460,2.47864604461305E-27,59.9992594671609,5
461,2.44458083126437E-27,59.9992594650129,5
462,2.42549448062686E-27,59.9992594649179,5
463,2.40640812998876E-27,59.9992594648229,5
464,2.38732177935008E-27,59.9992594647279,5
465,2.36823542871081E-27,59.9992594646329,5
466,2.34914907807096E-27,59.9992594645378,5
467,2.33006272743052E-27,59.9992594644428,5
468,2.3109763767895E-27,59.9992594643478,5
469,2.29189002614789E-27,59.9992594642528,5
470,2.2728036755057E-27,59.9992594641578,5
471,2.25371732486293E-27,59.9992594640628,5
472,2.23463097421957E-27,59.9992594639678,5
473,2.21554462357562E-27,59.9992594638727,5
474,2.1964582729311E-27,59.9992594637777,5
475,2.17737192228598E-27,59.9992594636827,5
476,2.15828557164029E-27,59.9992594635877,5
477,2.139199220994E-27,59.9992594634927,5
478,2.12011287034714E-27,59.9992594633977,5
479,2.10102651969969E-27,59.9992594633027,5
480,2.08194016905165E-27,59.9992594632076,5
481,2.06285381840304E-27,59.9992594631126,5
482,2.04376746775383E-27,59.9992594630176,5
483,2.02468111710404E-27,59.9992594629226,5
484,2.00559476645367E-27,59.9992594628276,5
485,1.98650841580271E-27,59.9992594627326,5
486,1.96742206515117E-27,59.9992594626376,5
487,1.94833571449905E-27,59.9992594625425,5
488,1.92924936384633E-27,59.9992594624475,5
489,1.91016301319304E-27,59.9992594623525,5
490,1.89107666253916E-27,59.9992594622575,5
491,1.8719903118847E-27,59.9992594621625,5
492,1.85290396122965E-27,59.9992594620675,5
493,1.83381761057402E-27,59.9992594619724,5
494,1.8147312599178E-27,59.9992594618774,5
495,1.795644909261E-27,59.9992594617824,5
496,1.77655855860361E-27,59.9992594616874,5
497,1.75747220794564E-27,59.9992594615924,5
498,1.73838585728708E-27,59.9992594614974,5
499,1.71929950662794E-27,59.9992594614024,5
500,1.70021315596822E-27,59.9992594613073,5
500,1.70021315596822E-27,59.9992594613073,5
