time;WT3B_WT_controlMeasurements_PPuSnRef;WT3B_WT_controlMeasurements_QPuSnRef;WT3B_WT_controlMeasurements_UPu;WT3B_WT_mechanical_omegaGenPu;WT3B_WT_mechanical_omegaWTRPu;PRefPu_step_step;WT3B_WT_terminal_V_re;WT3B_WT_terminal_V_im;WT3B_WT_terminal_i_re;WT3B_WT_terminal_i_im;
0.000866;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000867;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000868;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000870;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000871;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000872;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000874;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000875;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000877;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000878;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000879;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000881;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000882;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000883;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000885;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000886;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000888;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000889;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000890;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000892;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000893;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000894;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000896;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000897;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000898;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000900;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000903;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000905;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000907;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000910;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000912;0.599999;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599999;0.000000;
0.000915;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000917;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000919;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000922;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000924;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000927;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000929;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000932;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000934;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000936;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000939;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000941;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000944;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000946;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000948;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000951;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000953;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000956;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000958;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000960;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000963;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000965;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000968;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000970;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000973;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000975;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000977;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000980;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000982;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000985;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000987;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000989;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000992;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000994;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000997;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.000999;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001001;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001004;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001006;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001009;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001011;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001014;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001016;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001018;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001021;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001023;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001026;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001028;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001030;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001033;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001035;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001038;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001040;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001042;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001045;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001050;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001054;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001058;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001063;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001067;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001071;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001075;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001080;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001084;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001088;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001092;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001097;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001101;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001105;0.599998;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599998;0.000000;
0.001110;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001114;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001118;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001122;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001127;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001131;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001135;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001139;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001144;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001148;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001152;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001157;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001161;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001165;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001169;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001174;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001178;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001182;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001186;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001191;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001195;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001199;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001204;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001208;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001212;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001216;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001221;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001225;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001229;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001233;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001238;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001242;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001246;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001251;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001255;0.599997;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599997;0.000000;
0.001259;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001263;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001268;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001272;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001276;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001280;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001285;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001289;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001293;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001297;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001302;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001306;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001310;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001315;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001319;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001323;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001327;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001332;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001336;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001340;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001344;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001349;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001353;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001357;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001362;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001366;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001370;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001374;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001379;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001383;0.599996;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599996;0.000000;
0.001387;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001391;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001396;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001400;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001404;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001409;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001413;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001417;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001421;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001426;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001430;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001434;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001438;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001443;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001447;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001451;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001456;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001460;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001464;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001468;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001473;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001477;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001481;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001485;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001490;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001494;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001498;0.599995;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599995;0.000000;
0.001503;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001511;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001519;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001526;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001533;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001541;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001548;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001556;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001563;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001570;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001578;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001585;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001593;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001600;0.599994;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599994;0.000000;
0.001608;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001615;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001622;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001630;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001637;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001645;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001652;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001660;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001667;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001674;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001682;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001689;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001697;0.599993;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599993;0.000000;
0.001704;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001712;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001719;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001726;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001734;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001741;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001749;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001756;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001764;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001771;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001778;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001786;0.599992;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599992;0.000000;
0.001793;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001801;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001808;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001816;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001823;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001830;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001838;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001845;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001853;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001860;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
0.001868;0.599991;0.000000;1.000000;1.000000;1.000000;1.100000;1.000000;0.000000;-0.599991;0.000000;
