time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_PGenPu;GEN____2_SM_generator_PGenPu;GEN____3_SM_generator_PGenPu;GEN____6_SM_generator_PGenPu;GEN____8_SM_generator_PGenPu;GEN____1_SM_generator_QGenPu;GEN____2_SM_generator_QGenPu;GEN____3_SM_generator_QGenPu;GEN____6_SM_generator_QGenPu;GEN____8_SM_generator_QGenPu;
610.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
620.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
630.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
640.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
650.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
660.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
670.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
680.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
690.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
700.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
710.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
720.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
730.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
740.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
750.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
760.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
770.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
780.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
790.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
800.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
810.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
820.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
830.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
840.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
850.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
860.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
870.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
880.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
890.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
900.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
910.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
920.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
930.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
940.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
950.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
960.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
970.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
980.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
990.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
1000.000000;1.060000;1.045072;1.010000;1.008828;1.006598;1.070290;1.057783;1.089855;1.052866;1.048560;1.055857;1.055096;1.050237;1.033721;2.344663;0.419201;0.028288;0.001417;0.004343;-0.368452;0.746998;0.288020;0.211421;0.198433;
