INFO |  ============================================================ 
INFO | DYNAWO VERSION  :     1.6.0
INFO | DYNAWO REVISION :    master-e473c85d51
INFO |  ============================================================ 
INFO | 
INFO | -----------------------------------------------------------------------
INFO | building model from input files
INFO | -----------------------------------------------------------------------
INFO | model was built successfully
INFO | -----------------------------------------------------------------------
INFO | 
INFO | -----------------------------------------------------------------------
INFO | starting local initialization
INFO | -----------------------------------------------------------------------
INFO | end of local initialization
INFO | -----------------------------------------------------------------------
INFO | 
INFO | -----------------------------------------------------------------------
INFO | starting global initialization
INFO | -----------------------------------------------------------------------
INFO | end of global initialization
INFO | -----------------------------------------------------------------------
INFO | 
INFO | -----------------------------------------------------------------------
INFO | starting curve initialization
INFO | -----------------------------------------------------------------------
INFO | end of curve initialization, added 19 curves
INFO | -----------------------------------------------------------------------
INFO | 
INFO | -----------------------------------------------------------------------
INFO | starting simulation with solver SimplifiedSolver
INFO | -----------------------------------------------------------------------
INFO | -----------------------------------------------------------------------
INFO | number of continuous variables : 1279
INFO | number of discrete variables : 1679
INFO | number of root functions : 1955
INFO | -----------------------------------------------------------------------
INFO |      103.000 |      103               76          5              1.000 
INFO |      104.000 |      104               77          5              1.000 
INFO |      105.000 |      105               78          5              1.000 
INFO |      106.000 |      106               79          5              1.000 
INFO |      107.000 |      107               80          5              1.000 
INFO |      108.000 |      108               81          5              1.000 
INFO |      109.000 |      109               82          5              1.000 
INFO | Algebraic mode change at t = 110
INFO |      110.000 |      110               83          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      110.000 |      110               86          5              1.000 
INFO |      111.000 |      111               88          5              1.000 
INFO |      112.000 |      112               90          5              1.000 
INFO |      113.000 |      113               92          5              1.000 
INFO |      114.000 |      114               94          5              1.000 
INFO |      115.000 |      115               95          5              1.000 
INFO |      116.000 |      116               96          5              1.000 
INFO |      117.000 |      117               97          5              1.000 
INFO |      118.000 |      118               98          5              1.000 
INFO |      119.000 |      119               99          5              1.000 
INFO | Algebraic mode change at t = 120
INFO |      120.000 |      120              100          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      120.000 |      120              103          5              1.000 
INFO |      121.000 |      121              105          5              1.000 
INFO |      122.000 |      122              107          5              1.000 
INFO |      123.000 |      123              109          5              1.000 
INFO |      124.000 |      124              110          5              1.000 
INFO |      125.000 |      125              111          5              1.000 
INFO |      126.000 |      126              112          5              1.000 
INFO |      127.000 |      127              113          5              1.000 
INFO |      128.000 |      128              114          5              1.000 
INFO |      129.000 |      129              115          5              1.000 
INFO | Algebraic mode change at t = 130
INFO |      130.000 |      130              116          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      130.000 |      130              120          5              1.000 
INFO |      131.000 |      131              122          5              1.000 
INFO |      132.000 |      132              124          5              1.000 
INFO |      133.000 |      133              126          5              1.000 
INFO |      134.000 |      134              127          5              1.000 
INFO |      135.000 |      135              128          5              1.000 
INFO |      136.000 |      136              129          5              1.000 
INFO |      137.000 |      137              130          5              1.000 
INFO |      138.000 |      138              131          5              1.000 
INFO |      139.000 |      139              132          5              1.000 
INFO | Algebraic mode change at t = 140
INFO |      140.000 |      140              133          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      140.000 |      140              137          5              1.000 
INFO |      141.000 |      141              139          5              1.000 
INFO |      142.000 |      142              141          5              1.000 
INFO |      143.000 |      143              143          5              1.000 
INFO |      144.000 |      144              144          5              1.000 
INFO |      145.000 |      145              145          5              1.000 
INFO |      146.000 |      146              146          5              1.000 
INFO |      147.000 |      147              147          5              1.000 
INFO |      148.000 |      148              148          5              1.000 
INFO |      149.000 |      149              149          5              1.000 
INFO | Algebraic mode change at t = 150
INFO |      150.000 |      150              150          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      150.000 |      150              154          5              1.000 
INFO |      151.000 |      151              156          5              1.000 
INFO |      152.000 |      152              158          5              1.000 
INFO |      153.000 |      153              160          5              1.000 
INFO |      154.000 |      154              161          5              1.000 
INFO |      155.000 |      155              162          5              1.000 
INFO |      156.000 |      156              163          5              1.000 
INFO |      157.000 |      157              164          5              1.000 
INFO |      158.000 |      158              165          5              1.000 
INFO |      159.000 |      159              166          5              1.000 
INFO | Algebraic mode change at t = 160
INFO |      160.000 |      160              167          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      160.000 |      160              171          5              1.000 
INFO |      161.000 |      161              173          5              1.000 
INFO |      162.000 |      162              175          5              1.000 
INFO |      163.000 |      163              176          5              1.000 
INFO |      164.000 |      164              177          5              1.000 
INFO |      165.000 |      165              178          5              1.000 
INFO |      166.000 |      166              179          5              1.000 
INFO |      167.000 |      167              180          5              1.000 
INFO |      168.000 |      168              181          5              1.000 
INFO |      169.000 |      169              182          5              1.000 
INFO | Algebraic mode change at t = 170
INFO |      170.000 |      170              183          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      170.000 |      170              187          5              1.000 
INFO |      171.000 |      171              189          5              1.000 
INFO |      172.000 |      172              191          5              1.000 
INFO |      173.000 |      173              192          5              1.000 
INFO |      174.000 |      174              193          5              1.000 
INFO |      175.000 |      175              194          5              1.000 
INFO |      176.000 |      176              195          5              1.000 
INFO |      177.000 |      177              196          5              1.000 
INFO |      178.000 |      178              197          5              1.000 
INFO |      179.000 |      179              198          5              1.000 
INFO | Algebraic mode change at t = 180
INFO |      180.000 |      180              199          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      180.000 |      180              201          5              1.000 
INFO |      181.000 |      181              202          5              1.000 
INFO |      182.000 |      182              203          5              1.000 
INFO |      183.000 |      183              204          5              1.000 
INFO |      184.000 |      184              205          5              1.000 
INFO |      185.000 |      185              206          5              1.000 
INFO |      186.000 |      186              207          5              1.000 
INFO |      187.000 |      187              208          5              1.000 
INFO |      188.000 |      188              209          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      189.000 |      189              209          5              1.000 
INFO | Algebraic mode change at t = 190
INFO |      190.000 |      190              209          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      190.000 |      190              211          5              1.000 
INFO |      191.000 |      191              212          5              1.000 
INFO |      192.000 |      192              213          5              1.000 
INFO |      193.000 |      193              214          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      194.000 |      194              214          5              1.000 
INFO |      195.000 |      195              214          5              1.000 
INFO |      196.000 |      196              214          5              1.000 
INFO |      197.000 |      197              214          5              1.000 
INFO |      198.000 |      198              214          5              1.000 
INFO |      199.000 |      199              214          5              1.000 
INFO | Algebraic mode change at t = 200
INFO |      200.000 |      200              214          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      200.000 |      200              217          5              1.000 
INFO |      201.000 |      201              218          5              1.000 
INFO |      202.000 |      202              219          5              1.000 
INFO |      203.000 |      203              220          5              1.000 
INFO |      204.000 |      204              221          5              1.000 
INFO |      205.000 |      205              222          5              1.000 
INFO |      206.000 |      206              223          5              1.000 
INFO |      207.000 |      207              224          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      208.000 |      208              224          5              1.000 
INFO |      209.000 |      209              224          5              1.000 
INFO | Algebraic mode change at t = 210
INFO |      210.000 |      210              224          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      210.000 |      210              228          5              1.000 
INFO |      211.000 |      211              230          5              1.000 
INFO |      212.000 |      212              232          5              1.000 
INFO |      213.000 |      213              233          5              1.000 
INFO |      214.000 |      214              234          5              1.000 
INFO |      215.000 |      215              235          5              1.000 
INFO |      216.000 |      216              236          5              1.000 
INFO |      217.000 |      217              237          5              1.000 
INFO |      218.000 |      218              238          5              1.000 
INFO |      219.000 |      219              239          5              1.000 
INFO | Algebraic mode change at t = 220
INFO |      220.000 |      220              240          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      220.000 |      220              244          5              1.000 
INFO |      221.000 |      221              246          5              1.000 
INFO |      222.000 |      222              248          5              1.000 
INFO |      223.000 |      223              249          5              1.000 
INFO |      224.000 |      224              250          5              1.000 
INFO |      225.000 |      225              251          5              1.000 
INFO |      226.000 |      226              252          5              1.000 
INFO |      227.000 |      227              253          5              1.000 
INFO |      228.000 |      228              254          5              1.000 
INFO |      229.000 |      229              255          5              1.000 
INFO | Algebraic mode change at t = 230
INFO |      230.000 |      230              256          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      230.000 |      230              258          5              1.000 
INFO |      231.000 |      231              259          5              1.000 
INFO |      232.000 |      232              260          5              1.000 
INFO |      233.000 |      233              261          5              1.000 
INFO |      234.000 |      234              262          5              1.000 
INFO |      235.000 |      235              263          5              1.000 
INFO |      236.000 |      236              264          5              1.000 
INFO |      237.000 |      237              265          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      238.000 |      238              265          5              1.000 
INFO |      239.000 |      239              265          5              1.000 
INFO | Algebraic mode change at t = 240
INFO |      240.000 |      240              265          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      240.000 |      240              267          5              1.000 
INFO |      241.000 |      241              268          5              1.000 
INFO |      242.000 |      242              269          5              1.000 
INFO |      243.000 |      243              270          5              1.000 
INFO |      244.000 |      244              271          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      245.000 |      245              271          5              1.000 
INFO |      246.000 |      246              271          5              1.000 
INFO |      247.000 |      247              271          5              1.000 
INFO |      248.000 |      248              271          5              1.000 
INFO |      249.000 |      249              271          5              1.000 
INFO |      250.000 |      250              271          5              1.000 
INFO |      251.000 |      251              271          5              1.000 
INFO |      252.000 |      252              271          5              1.000 
INFO |      253.000 |      253              271          5              1.000 
INFO |      254.000 |      254              271          5              1.000 
INFO |      255.000 |      255              271          5              1.000 
INFO |      256.000 |      256              271          5              1.000 
INFO |      257.000 |      257              271          5              1.000 
INFO |      258.000 |      258              271          5              1.000 
INFO |      259.000 |      259              271          5              1.000 
INFO |      260.000 |      260              271          5              1.000 
INFO |      261.000 |      261              271          5              1.000 
INFO |      262.000 |      262              271          5              1.000 
INFO |      263.000 |      263              271          5              1.000 
INFO |      264.000 |      264              271          5              1.000 
INFO |      265.000 |      265              271          5              1.000 
INFO |      266.000 |      266              271          5              1.000 
INFO |      267.000 |      267              271          5              1.000 
INFO |      268.000 |      268              271          5              1.000 
INFO |      269.000 |      269              271          5              1.000 
INFO |      270.000 |      270              271          5              1.000 
INFO |      271.000 |      271              271          5              1.000 
INFO |      272.000 |      272              271          5              1.000 
INFO |      273.000 |      273              271          5              1.000 
INFO |      274.000 |      274              271          5              1.000 
INFO |      275.000 |      275              271          5              1.000 
INFO |      276.000 |      276              271          5              1.000 
INFO |      277.000 |      277              271          5              1.000 
INFO |      278.000 |      278              271          5              1.000 
INFO |      279.000 |      279              271          5              1.000 
INFO | Algebraic mode change at t = 280
INFO |      280.000 |      280              271          5              1.000 
INFO | calculation of the new starting point of the simulation.
INFO |      280.000 |      280              273          5              1.000 
INFO |      281.000 |      281              274          5              1.000 
INFO |      282.000 |      282              275          5              1.000 
INFO |      283.000 |      283              276          5              1.000 
INFO |      284.000 |      284              277          5              1.000 
INFO |      285.000 |      285              278          5              1.000 
INFO |      286.000 |      286              279          5              1.000 
INFO | initial guess of the algebraic solver is accurate, following SimplifiedSolver iterations will be skipped until the next mode change
INFO |      287.000 |      287              279          5              1.000 
INFO |      288.000 |      288              279          5              1.000 
INFO |      289.000 |      289              279          5              1.000 
INFO |      290.000 |      290              279          5              1.000 
INFO |      291.000 |      291              279          5              1.000 
INFO |      292.000 |      292              279          5              1.000 
INFO |      293.000 |      293              279          5              1.000 
INFO |      294.000 |      294              279          5              1.000 
INFO |      295.000 |      295              279          5              1.000 
INFO |      296.000 |      296              279          5              1.000 
INFO |      297.000 |      297              279          5              1.000 
INFO |      298.000 |      298              279          5              1.000 
INFO |      299.000 |      299              279          5              1.000 
INFO |      300.000 |      300              279          5              1.000 
INFO |      301.000 |      301              279          5              1.000 
INFO |      302.000 |      302              279          5              1.000 
INFO |      303.000 |      303              279          5              1.000 
INFO |      304.000 |      304              279          5              1.000 
INFO |      305.000 |      305              279          5              1.000 
INFO |      306.000 |      306              279          5              1.000 
INFO |      307.000 |      307              279          5              1.000 
INFO |      308.000 |      308              279          5              1.000 
INFO |      309.000 |      309              279          5              1.000 
INFO |      310.000 |      310              279          5              1.000 
INFO |      311.000 |      311              279          5              1.000 
INFO |      312.000 |      312              279          5              1.000 
INFO |      313.000 |      313              279          5              1.000 
INFO |      314.000 |      314              279          5              1.000 
INFO |      315.000 |      315              279          5              1.000 
INFO |      316.000 |      316              279          5              1.000 
INFO |      317.000 |      317              279          5              1.000 
INFO |      318.000 |      318              279          5              1.000 
INFO |      319.000 |      319              279          5              1.000 
INFO |      320.000 |      320              279          5              1.000 
INFO |      321.000 |      321              279          5              1.000 
INFO |      322.000 |      322              279          5              1.000 
INFO |      323.000 |      323              279          5              1.000 
INFO |      324.000 |      324              279          5              1.000 
INFO |      325.000 |      325              279          5              1.000 
INFO |      326.000 |      326              279          5              1.000 
INFO |      327.000 |      327              279          5              1.000 
INFO |      328.000 |      328              279          5              1.000 
INFO |      329.000 |      329              279          5              1.000 
INFO |      330.000 |      330              279          5              1.000 
INFO |      331.000 |      331              279          5              1.000 
INFO |      332.000 |      332              279          5              1.000 
INFO |      333.000 |      333              279          5              1.000 
INFO |      334.000 |      334              279          5              1.000 
INFO |      335.000 |      335              279          5              1.000 
INFO |      336.000 |      336              279          5              1.000 
INFO |      337.000 |      337              279          5              1.000 
INFO |      338.000 |      338              279          5              1.000 
INFO |      339.000 |      339              279          5              1.000 
INFO |      340.000 |      340              279          5              1.000 
INFO |      341.000 |      341              279          5              1.000 
INFO |      342.000 |      342              279          5              1.000 
INFO |      343.000 |      343              279          5              1.000 
INFO |      344.000 |      344              279          5              1.000 
INFO |      345.000 |      345              279          5              1.000 
INFO |      346.000 |      346              279          5              1.000 
INFO |      347.000 |      347              279          5              1.000 
INFO |      348.000 |      348              279          5              1.000 
INFO |      349.000 |      349              279          5              1.000 
INFO |      350.000 |      350              279          5              1.000 
INFO |      351.000 |      351              279          5              1.000 
INFO |      352.000 |      352              279          5              1.000 
INFO |      353.000 |      353              279          5              1.000 
INFO |      354.000 |      354              279          5              1.000 
INFO |      355.000 |      355              279          5              1.000 
INFO |      356.000 |      356              279          5              1.000 
INFO |      357.000 |      357              279          5              1.000 
INFO |      358.000 |      358              279          5              1.000 
INFO |      359.000 |      359              279          5              1.000 
INFO |      360.000 |      360              279          5              1.000 
INFO |      361.000 |      361              279          5              1.000 
INFO |      362.000 |      362              279          5              1.000 
INFO |      363.000 |      363              279          5              1.000 
INFO |      364.000 |      364              279          5              1.000 
INFO |      365.000 |      365              279          5              1.000 
INFO |      366.000 |      366              279          5              1.000 
INFO |      367.000 |      367              279          5              1.000 
INFO |      368.000 |      368              279          5              1.000 
INFO |      369.000 |      369              279          5              1.000 
INFO |      370.000 |      370              279          5              1.000 
INFO |      371.000 |      371              279          5              1.000 
INFO |      372.000 |      372              279          5              1.000 
INFO |      373.000 |      373              279          5              1.000 
INFO |      374.000 |      374              279          5              1.000 
INFO |      375.000 |      375              279          5              1.000 
INFO |      376.000 |      376              279          5              1.000 
INFO |      377.000 |      377              279          5              1.000 
INFO |      378.000 |      378              279          5              1.000 
INFO |      379.000 |      379              279          5              1.000 
INFO |      380.000 |      380              279          5              1.000 
INFO |      381.000 |      381              279          5              1.000 
INFO |      382.000 |      382              279          5              1.000 
INFO |      383.000 |      383              279          5              1.000 
INFO |      384.000 |      384              279          5              1.000 
INFO |      385.000 |      385              279          5              1.000 
INFO |      386.000 |      386              279          5              1.000 
INFO |      387.000 |      387              279          5              1.000 
INFO |      388.000 |      388              279          5              1.000 
INFO |      389.000 |      389              279          5              1.000 
INFO |      390.000 |      390              279          5              1.000 
INFO |      391.000 |      391              279          5              1.000 
INFO |      392.000 |      392              279          5              1.000 
INFO |      393.000 |      393              279          5              1.000 
INFO |      394.000 |      394              279          5              1.000 
INFO |      395.000 |      395              279          5              1.000 
INFO |      396.000 |      396              279          5              1.000 
INFO |      397.000 |      397              279          5              1.000 
INFO |      398.000 |      398              279          5              1.000 
INFO |      399.000 |      399              279          5              1.000 
INFO |      400.000 |      400              279          5              1.000 
INFO |      401.000 |      401              279          5              1.000 
INFO |      402.000 |      402              279          5              1.000 
INFO |      403.000 |      403              279          5              1.000 
INFO |      404.000 |      404              279          5              1.000 
INFO |      405.000 |      405              279          5              1.000 
INFO |      406.000 |      406              279          5              1.000 
INFO |      407.000 |      407              279          5              1.000 
INFO |      408.000 |      408              279          5              1.000 
INFO |      409.000 |      409              279          5              1.000 
INFO |      410.000 |      410              279          5              1.000 
INFO |      411.000 |      411              279          5              1.000 
INFO |      412.000 |      412              279          5              1.000 
INFO |      413.000 |      413              279          5              1.000 
INFO |      414.000 |      414              279          5              1.000 
INFO |      415.000 |      415              279          5              1.000 
INFO |      416.000 |      416              279          5              1.000 
INFO |      417.000 |      417              279          5              1.000 
INFO |      418.000 |      418              279          5              1.000 
INFO |      419.000 |      419              279          5              1.000 
INFO |      420.000 |      420              279          5              1.000 
INFO |      421.000 |      421              279          5              1.000 
INFO |      422.000 |      422              279          5              1.000 
INFO |      423.000 |      423              279          5              1.000 
INFO |      424.000 |      424              279          5              1.000 
INFO |      425.000 |      425              279          5              1.000 
INFO |      426.000 |      426              279          5              1.000 
INFO |      427.000 |      427              279          5              1.000 
INFO |      428.000 |      428              279          5              1.000 
INFO |      429.000 |      429              279          5              1.000 
INFO |      430.000 |      430              279          5              1.000 
INFO |      431.000 |      431              279          5              1.000 
INFO |      432.000 |      432              279          5              1.000 
INFO |      433.000 |      433              279          5              1.000 
INFO |      434.000 |      434              279          5              1.000 
INFO |      435.000 |      435              279          5              1.000 
INFO |      436.000 |      436              279          5              1.000 
INFO |      437.000 |      437              279          5              1.000 
INFO |      438.000 |      438              279          5              1.000 
INFO |      439.000 |      439              279          5              1.000 
INFO |      440.000 |      440              279          5              1.000 
INFO |      441.000 |      441              279          5              1.000 
INFO |      442.000 |      442              279          5              1.000 
INFO |      443.000 |      443              279          5              1.000 
INFO |      444.000 |      444              279          5              1.000 
INFO |      445.000 |      445              279          5              1.000 
INFO |      446.000 |      446              279          5              1.000 
INFO |      447.000 |      447              279          5              1.000 
INFO |      448.000 |      448              279          5              1.000 
INFO |      449.000 |      449              279          5              1.000 
INFO |      450.000 |      450              279          5              1.000 
INFO |      451.000 |      451              279          5              1.000 
INFO |      452.000 |      452              279          5              1.000 
INFO |      453.000 |      453              279          5              1.000 
INFO |      454.000 |      454              279          5              1.000 
INFO |      455.000 |      455              279          5              1.000 
INFO |      456.000 |      456              279          5              1.000 
INFO |      457.000 |      457              279          5              1.000 
INFO |      458.000 |      458              279          5              1.000 
INFO |      459.000 |      459              279          5              1.000 
INFO |      460.000 |      460              279          5              1.000 
INFO |      461.000 |      461              279          5              1.000 
INFO |      462.000 |      462              279          5              1.000 
INFO |      463.000 |      463              279          5              1.000 
INFO |      464.000 |      464              279          5              1.000 
INFO |      465.000 |      465              279          5              1.000 
INFO |      466.000 |      466              279          5              1.000 
INFO |      467.000 |      467              279          5              1.000 
INFO |      468.000 |      468              279          5              1.000 
INFO |      469.000 |      469              279          5              1.000 
INFO |      470.000 |      470              279          5              1.000 
INFO |      471.000 |      471              279          5              1.000 
INFO |      472.000 |      472              279          5              1.000 
INFO |      473.000 |      473              279          5              1.000 
INFO |      474.000 |      474              279          5              1.000 
INFO |      475.000 |      475              279          5              1.000 
INFO |      476.000 |      476              279          5              1.000 
INFO |      477.000 |      477              279          5              1.000 
INFO |      478.000 |      478              279          5              1.000 
INFO |      479.000 |      479              279          5              1.000 
INFO |      480.000 |      480              279          5              1.000 
INFO |      481.000 |      481              279          5              1.000 
INFO |      482.000 |      482              279          5              1.000 
INFO |      483.000 |      483              279          5              1.000 
INFO |      484.000 |      484              279          5              1.000 
INFO |      485.000 |      485              279          5              1.000 
INFO |      486.000 |      486              279          5              1.000 
INFO |      487.000 |      487              279          5              1.000 
INFO |      488.000 |      488              279          5              1.000 
INFO |      489.000 |      489              279          5              1.000 
INFO |      490.000 |      490              279          5              1.000 
INFO |      491.000 |      491              279          5              1.000 
INFO |      492.000 |      492              279          5              1.000 
INFO |      493.000 |      493              279          5              1.000 
INFO |      494.000 |      494              279          5              1.000 
INFO |      495.000 |      495              279          5              1.000 
INFO |      496.000 |      496              279          5              1.000 
INFO |      497.000 |      497              279          5              1.000 
INFO |      498.000 |      498              279          5              1.000 
INFO |      499.000 |      499              279          5              1.000 
INFO |      500.000 |      500              279          5              1.000 
INFO | 
INFO | execution statistics :
INFO | 
INFO | number of time iterations                  = 500
INFO | number of residual evaluations             = 490
INFO | number of Jacobian evaluations             = 5
INFO | number of nonlinear iterations             = 279
INFO | number of error test failures              = 0
INFO | number of nonlinear convergence failures   = 0
INFO | number of root functions evaluations       = 600
INFO | number of discrete variables evaluations   = 149
INFO | number of mode evaluations                 = 69
INFO | end of job 'IEEE57 - Disconnection of generator connected to node 12'
