time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;NETWORK__BEAV___6-BUS____7-1_AC_P2_value;NETWORK__BUS____7-CLIN___8-1_AC_P1_value;
7;1.0401;1.00997;0.984631;0.976921;1.00635;0.980229;1.01517;478.856;0.190918;40.1394;0.128716;450.144;0.18878;310.195;128.059;-0.568939;0.799636;15.961;53.3876;0.655107;127.825;0.999977;0.999977;0.999977;0.999977;0.999978;0.999977;0.999977;1.04764;1.00994;0.984703;0.97838;1.0114;0.980269;1.02269;0.449208;-1.03872;
8;1.04009;1.00997;0.984631;0.976924;1.00633;0.980226;1.01517;478.855;0.18899;40.1383;0.127072;450.143;0.189358;310.195;128.053;-0.564203;0.799633;15.9749;53.3432;0.684275;127.826;0.999976;0.999976;0.999976;0.999976;0.999977;0.999976;0.999976;1.04764;1.00994;0.984703;0.978384;1.01138;0.980269;1.02269;0.449231;-1.03874;
9;1.04009;1.00997;0.984631;0.976925;1.00632;0.980225;1.01517;478.855;0.188403;40.138;0.126843;450.142;0.18862;310.195;128.049;-0.561268;0.799901;15.9819;53.317;0.702434;127.827;0.999976;0.999976;0.999976;0.999976;0.999976;0.999976;0.999976;1.04764;1.00994;0.984703;0.978385;1.01137;0.980269;1.02269;0.449238;-1.03874;
10;1.04009;1.00997;0.984631;0.976925;1.00631;0.980225;1.01517;478.855;0.188091;40.1379;0.126698;450.141;0.18812;310.195;128.047;-0.559452;0.800207;15.9856;53.3013;0.713546;127.828;0.999975;0.999975;0.999975;0.999975;0.999976;0.999975;0.999975;1.04764;1.00994;0.984703;0.978386;1.01136;0.980269;1.02269;0.449241;-1.03874;
11;1.04009;1.00997;0.984631;0.976925;1.00631;0.980225;1.01517;478.854;0.187872;40.1377;0.126585;450.141;0.187874;310.195;128.046;-0.558333;0.800446;15.9877;53.2921;0.720213;127.828;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978386;1.01136;0.980269;1.02269;0.449243;-1.03874;
12;1.04009;1.00997;0.984631;0.976925;1.00631;0.980225;1.01517;478.854;0.187728;40.1377;0.126513;450.141;0.187735;310.194;128.045;-0.557645;0.800614;15.9889;53.2866;0.724225;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978386;1.01135;0.980269;1.02269;0.449245;-1.03874;
13;1.04009;1.00997;0.984631;0.976925;1.00631;0.980224;1.01517;478.854;0.187639;40.1376;0.126471;450.141;0.187648;310.194;128.044;-0.557223;0.800725;15.9895;53.2834;0.726632;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978386;1.01135;0.980269;1.02269;0.449245;-1.03874;
14;1.04009;1.00997;0.984631;0.976925;1.00631;0.980224;1.01517;478.854;0.187584;40.1376;0.126447;450.141;0.187593;310.194;128.044;-0.556964;0.800796;15.9899;53.2814;0.728071;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978386;1.01135;0.980269;1.02269;0.449246;-1.03874;
15;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.18755;40.1376;0.126433;450.141;0.187559;310.194;128.044;-0.556805;0.800839;15.9902;53.2802;0.728931;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.980269;1.02269;0.449246;-1.03874;
16;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187528;40.1376;0.126424;450.141;0.187537;310.194;128.043;-0.556707;0.800866;15.9903;53.2795;0.729444;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.980269;1.02269;0.449246;-1.03874;
17;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187515;40.1376;0.12642;450.141;0.187523;310.194;128.043;-0.556646;0.800883;15.9904;53.2791;0.72975;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.980269;1.02269;0.449246;-1.03874;
18;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187506;40.1376;0.126417;450.141;0.187515;310.194;128.043;-0.556609;0.800893;15.9904;53.2789;0.729932;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.980269;1.02269;0.449246;-1.03874;
19;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.1875;40.1376;0.126415;450.141;0.187509;310.194;128.043;-0.556585;0.800899;15.9904;53.2787;0.730041;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
20;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187496;40.1376;0.126414;450.141;0.187505;310.194;128.043;-0.556571;0.800902;15.9905;53.2786;0.730106;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
21;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187494;40.1376;0.126414;450.141;0.187503;310.194;128.043;-0.556562;0.800905;15.9905;53.2786;0.730145;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
22;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187492;40.1376;0.126414;450.141;0.187501;310.194;128.043;-0.556556;0.800906;15.9905;53.2786;0.730168;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
23;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187491;40.1376;0.126413;450.141;0.1875;310.194;128.043;-0.556552;0.800907;15.9905;53.2785;0.730182;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
24;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.18749;40.1376;0.126413;450.141;0.187499;310.194;128.043;-0.55655;0.800907;15.9905;53.2785;0.73019;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
25;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.18749;40.1376;0.126413;450.141;0.187499;310.194;128.043;-0.556549;0.800907;15.9905;53.2785;0.730195;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
26;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187489;40.1376;0.126413;450.141;0.187498;310.194;128.043;-0.556548;0.800908;15.9905;53.2785;0.730198;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
27;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187489;40.1376;0.126413;450.141;0.187498;310.194;128.043;-0.556547;0.800908;15.9905;53.2785;0.7302;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
28;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187489;40.1376;0.126413;450.141;0.187498;310.194;128.043;-0.556547;0.800908;15.9905;53.2785;0.730201;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
29;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187489;40.1376;0.126413;450.141;0.187498;310.194;128.043;-0.556546;0.800908;15.9905;53.2785;0.730201;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
30;1.04009;1.00997;0.984631;0.976925;1.0063;0.980224;1.01517;478.854;0.187489;40.1376;0.126413;450.141;0.187498;310.194;128.043;-0.556546;0.800908;15.9905;53.2785;0.730202;127.829;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.04764;1.00994;0.984703;0.978387;1.01135;0.98027;1.02269;0.449246;-1.03874;
