time;NETWORK__KANA___1_TN_U_value;NETWORK__TURN___2_TN_U_value;NETWORK__LOGA___3_TN_U_value;NETWORK__BEAV___6_TN_U_value;NETWORK__CLIN___8_TN_U_value;NETWORK__SALT___9_TN_U_value;NETWORK__GLEN__12_TN_U_value;_LOAD___1_EC_transformerT_tapChanger_UTarget;_LOAD___1_EC_transformerT_tapChanger_UMonitored_value;_LOAD___1_EC_transformerT_tapChanger_tap_value;_LOAD___1_EC_transformerT_tapChanger_tapMax;_LOAD___1_EC_transformerT_tapChanger_tapMin;_LOAD__38_EC_transformer_tapChanger_UTarget;_LOAD__38_EC_transformer_tapChanger_UMonitored_value;_LOAD__38_EC_transformer_tapChanger_tap_value;_LOAD__38_EC_transformer_tapChanger_tapMax;_LOAD__38_EC_transformer_tapChanger_tapMin;_LOAD__38_EC_load_PPu;_LOAD__38_EC_load_QPu;
21.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
22.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
23.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
24.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
25.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
26.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
27.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
28.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
29.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
30.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
31.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
32.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
33.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
34.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
35.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
36.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
37.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
38.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
39.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
40.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
41.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
42.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
43.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
44.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
45.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
46.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
47.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
48.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
49.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
50.000000;71.759978;69.689694;67.961646;67.619030;69.341607;67.619531;70.038378;1.025000;1.022740;13.000000;24.000000;0.000000;1.010000;1.005975;10.000000;16.000000;0.000000;0.140002;0.067613;
50.000000;70.469950;69.135624;67.300232;67.405361;68.820327;66.183578;61.700830;1.025000;1.004147;13.000000;24.000000;0.000000;1.010000;0.957444;10.000000;16.000000;0.000000;0.133248;0.061247;
51.000000;70.589127;69.257801;67.379553;67.491909;68.885714;66.283094;61.768167;1.025000;1.005865;13.000000;24.000000;0.000000;1.010000;0.958488;10.000000;16.000000;0.000000;0.133393;0.061381;
51.000000;70.589127;69.257801;67.379553;67.491909;68.885714;66.283094;61.768167;1.025000;1.005865;13.000000;24.000000;0.000000;1.010000;0.958488;10.000000;16.000000;0.000000;0.133393;0.061381;
52.000000;70.754435;69.374469;67.477961;67.540539;68.975113;66.487519;61.946280;1.025000;1.008248;13.000000;24.000000;0.000000;1.010000;0.960774;10.000000;16.000000;0.000000;0.133711;0.061674;
52.000000;70.754435;69.374469;67.477961;67.540539;68.975113;66.487519;61.946280;1.025000;1.008248;13.000000;24.000000;0.000000;1.010000;0.960774;10.000000;16.000000;0.000000;0.133711;0.061674;
53.000000;70.822859;69.414899;67.510024;67.550533;68.997707;66.573599;62.022250;1.025000;1.009234;13.000000;24.000000;0.000000;1.010000;0.961699;10.000000;16.000000;0.000000;0.133840;0.061792;
54.000000;70.849901;69.428250;67.517976;67.551469;68.998733;66.605162;62.049969;1.025000;1.009625;13.000000;24.000000;0.000000;1.010000;0.962019;10.000000;16.000000;0.000000;0.133885;0.061834;
55.000000;70.862029;69.433303;67.519657;67.551219;68.996062;66.617236;62.060717;1.025000;1.009799;13.000000;24.000000;0.000000;1.010000;0.962136;10.000000;16.000000;0.000000;0.133901;0.061849;
56.000000;70.868452;69.435765;67.520077;67.551296;68.993940;66.622604;62.065744;1.025000;1.009892;13.000000;24.000000;0.000000;1.010000;0.962188;10.000000;16.000000;0.000000;0.133908;0.061855;
57.000000;70.872340;69.437325;67.520367;67.551743;68.992825;66.625418;62.068574;1.025000;1.009948;13.000000;24.000000;0.000000;1.010000;0.962218;10.000000;16.000000;0.000000;0.133912;0.061859;
58.000000;70.874886;69.438477;67.520694;67.552352;68.992419;66.627124;62.070382;1.025000;1.009984;13.000000;24.000000;0.000000;1.010000;0.962238;10.000000;16.000000;0.000000;0.133915;0.061862;
59.000000;70.876996;69.439497;67.521248;67.553014;68.992868;66.628735;62.071940;1.025000;1.010009;13.000000;24.000000;0.000000;1.010000;0.962250;10.000000;16.000000;0.000000;0.133917;0.061863;
59.000000;70.876996;69.439497;67.521248;67.553014;68.992868;66.628735;62.071940;1.025000;1.010009;13.000000;24.000000;0.000000;1.010000;0.962250;10.000000;16.000000;0.000000;0.133917;0.061863;
60.000000;70.878094;69.440281;67.521571;67.553720;68.992866;66.629449;62.072779;1.025000;1.010027;13.000000;24.000000;0.000000;1.010000;0.962264;10.000000;16.000000;0.000000;0.133919;0.061865;
61.000000;70.878819;69.440754;67.521752;67.554124;68.992943;66.629905;62.073312;1.025000;1.010039;13.000000;24.000000;0.000000;1.010000;0.962272;10.000000;16.000000;0.000000;0.133920;0.061866;
62.000000;70.879332;69.441093;67.521897;67.554414;68.993069;66.630241;62.073695;1.025000;1.010048;13.000000;24.000000;0.000000;1.010000;0.962278;10.000000;16.000000;0.000000;0.133921;0.061867;
63.000000;70.879702;69.441348;67.522021;67.554638;68.993205;66.630500;62.073980;1.025000;1.010053;13.000000;24.000000;0.000000;1.010000;0.962282;10.000000;16.000000;0.000000;0.133921;0.061867;
64.000000;70.879969;69.441543;67.522124;67.554812;68.993331;66.630700;62.074193;1.025000;1.010057;13.000000;24.000000;0.000000;1.010000;0.962285;10.000000;16.000000;0.000000;0.133922;0.061868;
65.000000;70.880162;69.441690;67.522206;67.554945;68.993437;66.630852;62.074352;1.025000;1.010060;13.000000;24.000000;0.000000;1.010000;0.962287;10.000000;16.000000;0.000000;0.133922;0.061868;
66.000000;70.880300;69.441800;67.522270;67.555045;68.993522;66.630966;62.074469;1.025000;1.010062;13.000000;24.000000;0.000000;1.010000;0.962288;10.000000;16.000000;0.000000;0.133922;0.061868;
67.000000;70.880398;69.441881;67.522319;67.555120;68.993587;66.631050;62.074554;1.025000;1.010063;13.000000;24.000000;0.000000;1.010000;0.962290;10.000000;16.000000;0.000000;0.133922;0.061868;
68.000000;70.880468;69.441941;67.522355;67.555175;68.993637;66.631112;62.074616;1.025000;1.010064;13.000000;24.000000;0.000000;1.010000;0.962290;10.000000;16.000000;0.000000;0.133922;0.061869;
69.000000;70.880518;69.441985;67.522382;67.555215;68.993674;66.631157;62.074660;1.025000;1.010065;13.000000;24.000000;0.000000;1.010000;0.962291;10.000000;16.000000;0.000000;0.133922;0.061869;
70.000000;70.880553;69.442016;67.522401;67.555243;68.993701;66.631190;62.074692;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962291;10.000000;16.000000;0.000000;0.133922;0.061869;
71.000000;70.880577;69.442039;67.522416;67.555264;68.993720;66.631214;62.074714;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
72.000000;70.880595;69.442056;67.522426;67.555279;68.993735;66.631230;62.074731;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
73.000000;70.880607;69.442068;67.522433;67.555290;68.993745;66.631242;62.074742;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
74.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
75.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
76.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
77.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
78.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
79.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
80.000000;70.880616;69.442076;67.522438;67.555297;68.993752;66.631251;62.074750;1.025000;1.010066;13.000000;24.000000;0.000000;1.010000;0.962292;10.000000;16.000000;0.000000;0.133923;0.061869;
80.000000;70.864386;69.435927;67.514993;67.553469;68.988654;66.618122;62.008065;1.025000;1.009832;13.000000;24.000000;0.000000;1.010000;0.961744;10.000000;16.000000;0.000000;0.133846;0.061798;
81.000000;70.865486;69.437354;67.515624;67.554915;68.988727;66.617893;62.007961;1.025000;1.009849;13.000000;24.000000;0.000000;1.010000;0.961744;10.000000;16.000000;0.000000;0.133846;0.061798;
82.000000;70.867718;69.438677;67.516797;67.555128;68.989781;66.620173;62.010038;1.025000;1.009872;13.000000;24.000000;0.000000;1.010000;0.961760;10.000000;16.000000;0.000000;0.133849;0.061800;
83.000000;70.868171;69.439016;67.517012;67.555231;68.989593;66.620737;62.010579;1.025000;1.009882;13.000000;24.000000;0.000000;1.010000;0.961771;10.000000;16.000000;0.000000;0.133850;0.061802;
84.000000;70.868233;69.438999;67.516923;67.555070;68.989292;66.620844;62.010659;1.025000;1.009885;13.000000;24.000000;0.000000;1.010000;0.961774;10.000000;16.000000;0.000000;0.133850;0.061802;
85.000000;70.868219;69.438939;67.516821;67.554937;68.989075;66.620822;62.010630;1.025000;1.009886;13.000000;24.000000;0.000000;1.010000;0.961774;10.000000;16.000000;0.000000;0.133850;0.061802;
86.000000;70.868206;69.438898;67.516756;67.554861;68.988949;66.620793;62.010601;1.025000;1.009887;13.000000;24.000000;0.000000;1.010000;0.961774;10.000000;16.000000;0.000000;0.133850;0.061802;
87.000000;70.868206;69.438879;67.516722;67.554825;68.988885;66.620779;62.010589;1.025000;1.009887;13.000000;24.000000;0.000000;1.010000;0.961774;10.000000;16.000000;0.000000;0.133851;0.061802;
88.000000;70.868214;69.438874;67.516706;67.554811;68.988855;66.620777;62.010588;1.025000;1.009888;13.000000;24.000000;0.000000;1.010000;0.961774;10.000000;16.000000;0.000000;0.133851;0.061802;
89.000000;70.868225;69.438876;67.516702;67.554809;68.988844;66.620781;62.010593;1.025000;1.009888;13.000000;24.000000;0.000000;1.010000;0.961775;10.000000;16.000000;0.000000;0.133851;0.061802;
90.000000;70.868236;69.438881;67.516702;67.554812;68.988842;66.620787;62.010601;1.025000;1.009888;13.000000;24.000000;0.000000;1.010000;0.961775;10.000000;16.000000;0.000000;0.133851;0.061802;
90.000000;70.851903;69.432679;67.509185;67.552959;68.983692;66.607538;61.943652;1.025000;1.009652;13.000000;24.000000;0.000000;1.010000;0.961223;10.000000;16.000000;0.000000;0.133774;0.061731;
91.000000;70.853005;69.434107;67.509816;67.554402;68.983764;66.607316;61.943484;1.025000;1.009669;13.000000;24.000000;0.000000;1.010000;0.961223;10.000000;16.000000;0.000000;0.133774;0.061731;
92.000000;70.855279;69.435455;67.511012;67.554624;68.984843;66.609638;61.945632;1.025000;1.009692;13.000000;24.000000;0.000000;1.010000;0.961239;10.000000;16.000000;0.000000;0.133776;0.061733;
93.000000;70.855737;69.435798;67.511230;67.554733;68.984656;66.610203;61.946162;1.025000;1.009703;13.000000;24.000000;0.000000;1.010000;0.961250;10.000000;16.000000;0.000000;0.133778;0.061735;
94.000000;70.855802;69.435781;67.511140;67.554571;68.984355;66.610311;61.946238;1.025000;1.009706;13.000000;24.000000;0.000000;1.010000;0.961253;10.000000;16.000000;0.000000;0.133778;0.061735;
95.000000;70.855789;69.435720;67.511036;67.554437;68.984139;66.610288;61.946206;1.025000;1.009707;13.000000;24.000000;0.000000;1.010000;0.961253;10.000000;16.000000;0.000000;0.133778;0.061735;
96.000000;70.855777;69.435678;67.510969;67.554359;68.984013;66.610258;61.946175;1.025000;1.009708;13.000000;24.000000;0.000000;1.010000;0.961253;10.000000;16.000000;0.000000;0.133778;0.061735;
97.000000;70.855778;69.435659;67.510935;67.554322;68.983948;66.610243;61.946161;1.025000;1.009708;13.000000;24.000000;0.000000;1.010000;0.961254;10.000000;16.000000;0.000000;0.133778;0.061735;
98.000000;70.855787;69.435654;67.510920;67.554309;68.983919;66.610241;61.946160;1.025000;1.009708;13.000000;24.000000;0.000000;1.010000;0.961254;10.000000;16.000000;0.000000;0.133778;0.061735;
99.000000;70.855799;69.435656;67.510915;67.554306;68.983909;66.610245;61.946165;1.025000;1.009709;13.000000;24.000000;0.000000;1.010000;0.961254;10.000000;16.000000;0.000000;0.133778;0.061735;
100.000000;70.855810;69.435662;67.510915;67.554309;68.983907;66.610252;61.946173;1.025000;1.009709;13.000000;24.000000;0.000000;1.010000;0.961254;10.000000;16.000000;0.000000;0.133778;0.061735;
100.000000;70.839373;69.429401;67.503324;67.552425;68.978708;66.596883;61.878955;1.025000;1.009472;13.000000;24.000000;0.000000;1.010000;0.960699;10.000000;16.000000;0.000000;0.133701;0.061664;
101.000000;70.840475;69.430836;67.503961;67.553873;68.978782;66.596670;61.878726;1.025000;1.009488;13.000000;24.000000;0.000000;1.010000;0.960698;10.000000;16.000000;0.000000;0.133701;0.061664;
102.000000;70.842239;69.431955;67.504859;67.554100;68.979345;66.598436;61.880420;1.025000;1.009513;13.000000;24.000000;0.000000;1.010000;0.960719;10.000000;16.000000;0.000000;0.133704;0.061667;
103.000000;70.843146;69.432373;67.505243;67.553959;68.979589;66.599423;61.881314;1.025000;1.009521;13.000000;24.000000;0.000000;1.010000;0.960724;10.000000;16.000000;0.000000;0.133704;0.061667;
104.000000;70.843286;69.432475;67.505262;67.553966;68.979368;66.599644;61.881483;1.025000;1.009526;13.000000;24.000000;0.000000;1.010000;0.960728;10.000000;16.000000;0.000000;0.133705;0.061668;
105.000000;70.843293;69.432450;67.505188;67.553885;68.979172;66.599657;61.881479;1.025000;1.009527;13.000000;24.000000;0.000000;1.010000;0.960729;10.000000;16.000000;0.000000;0.133705;0.061668;
106.000000;70.843287;69.432420;67.505129;67.553825;68.979051;66.599637;61.881455;1.025000;1.009528;13.000000;24.000000;0.000000;1.010000;0.960729;10.000000;16.000000;0.000000;0.133705;0.061668;
107.000000;70.843288;69.432404;67.505096;67.553793;68.978987;66.599625;61.881442;1.025000;1.009528;13.000000;24.000000;0.000000;1.010000;0.960729;10.000000;16.000000;0.000000;0.133705;0.061668;
108.000000;70.843297;69.432400;67.505081;67.553781;68.978958;66.599623;61.881441;1.025000;1.009528;13.000000;24.000000;0.000000;1.010000;0.960730;10.000000;16.000000;0.000000;0.133705;0.061668;
109.000000;70.843308;69.432403;67.505076;67.553779;68.978947;66.599627;61.881445;1.025000;1.009529;13.000000;24.000000;0.000000;1.010000;0.960730;10.000000;16.000000;0.000000;0.133705;0.061668;
110.000000;70.843320;69.432408;67.505076;67.553782;68.978945;66.599634;61.881452;1.025000;1.009529;13.000000;24.000000;0.000000;1.010000;0.960730;10.000000;16.000000;0.000000;0.133705;0.061668;
110.000000;70.784831;69.408473;67.475248;67.541393;68.951606;66.534297;61.654114;1.025000;1.020223;14.000000;24.000000;0.000000;1.010000;0.967397;11.000000;16.000000;0.000000;0.134633;0.062527;
111.000000;70.788572;69.413997;67.478574;67.546525;68.953352;66.535649;61.653474;1.025000;1.020278;14.000000;24.000000;0.000000;1.010000;0.967403;11.000000;16.000000;0.000000;0.134634;0.062528;
112.000000;70.795337;69.418553;67.482449;67.548456;68.957268;66.544588;61.660849;1.025000;1.020376;14.000000;24.000000;0.000000;1.010000;0.967498;11.000000;16.000000;0.000000;0.134647;0.062540;
113.000000;70.797953;69.419811;67.483486;67.548437;68.958063;66.548335;61.663994;1.025000;1.020414;14.000000;24.000000;0.000000;1.010000;0.967535;11.000000;16.000000;0.000000;0.134652;0.062545;
114.000000;70.798877;69.420105;67.483630;67.548199;68.957942;66.549645;61.665048;1.025000;1.020428;14.000000;24.000000;0.000000;1.010000;0.967547;11.000000;16.000000;0.000000;0.134654;0.062546;
115.000000;70.799541;69.420306;67.483787;67.548089;68.958051;66.550480;61.665749;1.025000;1.020432;14.000000;24.000000;0.000000;1.010000;0.967548;11.000000;16.000000;0.000000;0.134654;0.062547;
116.000000;70.799685;69.420413;67.483776;67.548165;68.957845;66.550673;61.665875;1.025000;1.020437;14.000000;24.000000;0.000000;1.010000;0.967552;11.000000;16.000000;0.000000;0.134655;0.062547;
117.000000;70.799750;69.420425;67.483719;67.548145;68.957700;66.550717;61.665902;1.025000;1.020439;14.000000;24.000000;0.000000;1.010000;0.967554;11.000000;16.000000;0.000000;0.134655;0.062547;
118.000000;70.799799;69.420432;67.483682;67.548129;68.957626;66.550736;61.665918;1.025000;1.020440;14.000000;24.000000;0.000000;1.010000;0.967555;11.000000;16.000000;0.000000;0.134655;0.062547;
