time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;UVA_underVoltageAutomaton_UMinPu;
4.194304;1.059999;1.045009;1.010006;1.017689;1.019536;1.070068;1.061522;1.089950;1.055958;1.051018;1.056957;1.055257;1.050453;1.035613;0.999991;0.999991;0.999991;0.999991;0.999991;232.329056;39.988160;0.040494;0.001726;0.003036;-16.565006;43.551815;25.051147;12.755493;17.590044;1.000000;0.216980;0.126981;0.942009;0.190003;0.850000;
8.388608;1.059996;1.045004;1.010002;1.017685;1.019531;1.070060;1.061522;1.089956;1.055956;1.051015;1.056951;1.055250;1.050446;1.035608;0.999982;0.999982;0.999982;0.999982;0.999982;232.328406;39.987494;0.040180;0.001696;0.002987;-16.561770;43.547952;25.051104;12.751873;17.594089;1.000000;0.216979;0.126979;0.942003;0.190001;0.850000;
16.777216;1.059985;1.044992;1.009990;1.017674;1.019520;1.070048;1.061513;1.089951;1.055946;1.051004;1.056940;1.055238;1.050434;1.035598;0.999964;0.999964;0.999964;0.999964;0.999964;232.327274;39.986252;0.038562;0.001628;0.002866;-16.559407;43.545108;25.050480;12.750296;17.596200;1.000000;0.216975;0.126976;0.941987;0.189995;0.850000;
19.999996;1.059980;1.044987;1.009985;1.017669;1.019515;1.070042;1.061508;1.089946;1.055941;1.050999;1.056935;1.055232;1.050429;1.035593;0.999958;0.999958;0.999958;0.999958;0.999958;232.326752;39.985686;0.037816;0.001596;0.002810;-16.559169;43.544752;25.050395;12.750077;17.596332;1.000000;0.216973;0.126974;0.941979;0.189993;0.850000;
19.999996;1.045330;1.002459;0.965294;0.987307;0.991459;1.056037;1.042292;1.081076;1.036324;1.032474;1.040635;1.041021;1.035820;1.018417;0.999958;0.999958;0.999958;0.999958;0.999958;254.473578;83.768580;88.384577;4.772655;3.172369;32.772828;159.854014;179.064071;20.129490;23.810634;1.000000;0.939464;1.802312;1.868689;1.785970;0.850000;
19.999997;1.045330;1.002458;0.965292;0.987306;0.991458;1.056037;1.042291;1.081076;1.036324;1.032473;1.040634;1.041020;1.035820;1.018417;0.999958;0.999958;0.999958;0.999958;0.999958;254.473650;83.768392;88.384340;4.772636;3.172414;32.773768;159.853853;179.063647;20.129617;23.810799;1.000000;0.939463;1.802310;1.868685;1.785967;0.850000;
19.999998;1.045330;1.002458;0.965292;0.987306;0.991458;1.056036;1.042291;1.081076;1.036323;1.032473;1.040634;1.041020;1.035820;1.018416;0.999958;0.999958;0.999958;0.999958;0.999958;254.473704;83.768331;88.384271;4.772579;3.172440;32.773884;159.853718;179.063504;20.129612;23.810831;1.000000;0.939463;1.802309;1.868684;1.785966;0.850000;
20.000000;1.045330;1.002458;0.965292;0.987306;0.991458;1.056036;1.042291;1.081076;1.036323;1.032473;1.040634;1.041020;1.035819;1.018416;0.999958;0.999958;0.999958;0.999958;0.999958;254.473810;83.768218;88.384145;4.772462;3.172491;32.774066;159.853449;179.063235;20.129594;23.810887;1.000000;0.939462;1.802308;1.868683;1.785964;0.850000;
20.000004;1.045329;1.002457;0.965291;0.987305;0.991457;1.056035;1.042291;1.081075;1.036323;1.032472;1.040633;1.041019;1.035819;1.018416;0.999958;0.999958;0.999958;0.999958;0.999958;254.474024;83.767967;88.383862;4.772236;3.172595;32.774581;159.852907;179.062645;20.129581;23.811023;1.000000;0.939461;1.802305;1.868681;1.785960;0.850000;
20.000012;1.045328;1.002456;0.965289;0.987304;0.991456;1.056034;1.042290;1.081075;1.036322;1.032471;1.040632;1.041018;1.035818;1.018415;0.999958;0.999958;0.999958;0.999958;0.999958;254.474452;83.767482;88.383316;4.771780;3.172802;32.775511;159.851826;179.061500;20.129540;23.811280;1.000000;0.939460;1.802299;1.868676;1.785952;0.850000;
20.000028;1.045327;1.002453;0.965286;0.987301;0.991453;1.056032;1.042288;1.081074;1.036320;1.032469;1.040630;1.041015;1.035815;1.018412;0.999958;0.999958;0.999958;0.999958;0.999958;254.475306;83.766512;88.382223;4.770869;3.173216;32.777368;159.849664;179.059210;20.129458;23.811792;1.000000;0.939456;1.802287;1.868666;1.785937;0.850000;
20.000060;1.045323;1.002448;0.965279;0.987296;0.991448;1.056026;1.042284;1.081072;1.036316;1.032465;1.040625;1.041010;1.035810;1.018408;0.999958;0.999958;0.999958;0.999957;0.999958;254.477015;83.764573;88.380038;4.769048;3.174044;32.781082;159.845343;179.054632;20.129294;23.812817;1.000000;0.939449;1.802264;1.868646;1.785905;0.850000;
20.000124;1.045317;1.002437;0.965265;0.987286;0.991438;1.056016;1.042277;1.081068;1.036308;1.032457;1.040616;1.041000;1.035801;1.018400;0.999958;0.999957;0.999957;0.999957;0.999958;254.480430;83.760695;88.375667;4.765413;3.175697;32.788501;159.836710;179.045484;20.128966;23.814864;1.000000;0.939434;1.802217;1.868606;1.785842;0.850000;
20.000252;1.045304;1.002417;0.965238;0.987266;0.991419;1.055996;1.042262;1.081061;1.036292;1.032441;1.040598;1.040980;1.035781;1.018383;0.999957;0.999957;0.999957;0.999956;0.999957;254.487253;83.752949;88.366924;4.758175;3.178997;32.803306;159.819475;179.027217;20.128315;23.818951;1.000000;0.939405;1.802123;1.868527;1.785716;0.850000;
20.000508;1.045278;1.002375;0.965183;0.987226;0.991379;1.055955;1.042233;1.081045;1.036261;1.032408;1.040562;1.040940;1.035742;1.018349;0.999957;0.999956;0.999955;0.999955;0.999957;254.500868;83.737485;88.349429;4.743819;3.185571;32.832789;159.785138;178.990797;20.127026;23.827095;1.000000;0.939346;1.801937;1.868369;1.785465;0.850000;
20.001020;1.045227;1.002292;0.965075;0.987147;0.991301;1.055874;1.042176;1.081015;1.036199;1.032343;1.040490;1.040861;1.035666;1.018281;0.999956;0.999955;0.999953;0.999952;0.999955;254.527981;83.706680;88.314409;4.715584;3.198612;32.891248;159.716988;178.918418;20.124503;23.843265;1.000000;0.939230;1.801566;1.868056;1.784965;0.850000;
20.002044;1.045126;1.002129;0.964862;0.986990;0.991147;1.055714;1.042061;1.080955;1.036076;1.032216;1.040348;1.040706;1.035514;1.018148;0.999954;0.999951;0.999948;0.999946;0.999953;254.581757;83.645556;88.244257;4.660964;3.224281;33.006164;159.582754;178.775476;20.119674;23.875135;1.000000;0.939001;1.800832;1.867435;1.783976;0.850000;
20.004092;1.044928;1.001811;0.964443;0.986684;0.990847;1.055406;1.041839;1.080837;1.035836;1.031967;1.040072;1.040405;1.035221;1.017890;0.999951;0.999945;0.999938;0.999934;0.999948;254.687664;83.525242;88.103570;4.558694;3.274050;33.228246;159.322335;178.496707;20.110840;23.937060;1.000000;0.938553;1.799401;1.866221;1.782044;0.850000;
20.008188;1.044546;1.001202;0.963643;0.986103;0.990276;1.054825;1.041415;1.080611;1.035380;1.031495;1.039551;1.039838;1.034669;1.017400;0.999944;0.999933;0.999919;0.999911;0.999938;254.894023;83.292248;87.821110;4.378933;3.367888;33.643291;158.832037;177.966422;20.096186;24.054079;1.000000;0.937698;1.796671;1.863899;1.778350;0.850000;
20.016380;1.043840;1.000091;0.962173;0.985046;0.989243;1.053792;1.040643;1.080195;1.034551;1.030641;1.038617;1.038828;1.033683;1.016517;0.999930;0.999907;0.999880;0.999867;0.999918;255.292313;82.855518;87.254412;4.098418;3.536559;34.370237;157.961500;177.006006;20.076955;24.263858;1.000000;0.936138;1.791690;1.859636;1.771576;0.850000;
20.032764;1.042617;0.998215;0.959671;0.983274;0.987517;1.052120;1.039345;1.079478;1.033160;1.029217;1.037082;1.037192;1.032081;1.015059;0.999900;0.999858;0.999804;0.999785;0.999874;256.071920;82.085885;86.124470;3.743911;3.819145;35.496652;156.580218;175.425592;20.066804;24.605827;1.000000;0.933505;1.783299;1.852387;1.760082;0.850000;
20.049148;1.041608;0.996720;0.957659;0.981872;0.986157;1.050856;1.038311;1.078887;1.032060;1.028100;1.035900;1.035953;1.030861;1.013925;0.999870;0.999809;0.999728;0.999709;0.999827;256.864679;81.436787;85.004508;3.567825;4.047986;36.275705;155.590751;174.230953;20.082258;24.864644;1.000000;0.931408;1.776628;1.846564;1.750869;0.850000;
20.065532;1.040768;0.995512;0.956025;0.980743;0.985064;1.049873;1.037473;1.078389;1.031172;1.027204;1.034966;1.034987;1.029908;1.013023;0.999839;0.999761;0.999653;0.999635;0.999778;257.704536;80.884839;83.895115;3.477312;4.242331;36.807162;154.892347;173.342617;20.111731;25.063025;1.000000;0.929715;1.771249;1.841840;1.743409;0.850000;
20.081916;1.040058;0.994517;0.954679;0.979812;0.984160;1.049080;1.036775;1.077959;1.030439;1.026467;1.034205;1.034206;1.029136;1.012284;0.999806;0.999714;0.999580;0.999564;0.999726;258.609434;80.409726;82.791195;3.418286;4.414063;37.166628;154.405500;172.695358;20.147448;25.218258;1.000000;0.928322;1.766829;1.837950;1.737277;0.850000;
20.098300;1.039450;0.993680;0.953549;0.979024;0.983393;1.048414;1.036179;1.077579;1.029815;1.025842;1.033563;1.033550;1.028487;1.011660;0.999772;0.999667;0.999507;0.999493;0.999673;259.585614;79.996011;81.685122;3.362888;4.569766;37.408820;154.070095;172.237234;20.184640;25.342959;1.000000;0.927150;1.763111;1.834688;1.732141;0.850000;
20.131068;1.038432;0.992288;0.951692;0.977698;0.982095;1.047286;1.035163;1.076909;1.028760;1.024784;1.032476;1.032439;1.027388;1.010602;0.999701;0.999575;0.999365;0.999358;0.999560;261.732094;79.310621;79.430505;3.219101;4.845365;37.709782;153.657375;171.703176;20.254584;25.540616;1.000000;0.925203;1.756946;1.829331;1.723722;0.850000;
20.163836;1.037612;0.991167;0.950221;0.976605;0.981017;1.046344;1.034313;1.076325;1.027882;1.023904;1.031571;1.031511;1.026471;1.009722;0.999624;0.999483;0.999226;0.999229;0.999442;264.092213;78.803397;77.095636;3.032539;5.074290;37.854659;153.478345;171.558282;20.318319;25.691080;1.000000;0.923635;1.751985;1.825093;1.717070;0.850000;
20.229372;1.036243;0.989258;0.947760;0.974682;0.979109;1.044660;1.032795;1.075258;1.026317;1.022333;1.029954;1.029852;1.024832;1.008150;0.999452;0.999303;0.998963;0.998997;0.999194;269.068881;78.330760;72.146567;2.592200;5.384098;38.038661;153.340235;171.860504;20.432499;25.943909;1.000000;0.920968;1.743564;1.818006;1.705973;0.850000;
20.294908;1.035089;0.987613;0.945654;0.972942;0.977383;1.043135;1.031402;1.074268;1.024877;1.020892;1.028479;1.028350;1.023344;1.006712;0.999255;0.999123;0.998717;0.998801;0.998936;274.014187;78.626518;66.906365;2.154143;5.484955;38.203257;153.305555;172.653775;20.534832;26.166345;1.000000;0.918671;1.736320;1.811949;1.696508;0.850000;
20.360444;1.034016;0.986075;0.943659;0.971255;0.975724;1.041685;1.030040;1.073305;1.023459;1.019478;1.027051;1.026919;1.021919;1.005312;0.999034;0.998939;0.998490;0.998634;0.998679;278.460088;79.702850;61.557982;1.826146;5.377571;38.444297;153.194734;173.628862;20.624447;26.385056;1.000000;0.916527;1.729571;1.806222;1.687578;0.850000;
20.425980;1.032972;0.984603;0.941702;0.969601;0.974118;1.040296;1.028693;1.072360;1.022043;1.018074;1.025655;1.025548;1.020544;1.003935;0.998794;0.998749;0.998281;0.998486;0.998431;282.048777;81.488168;56.344813;1.679614;5.089984;38.778023;152.927867;174.593702;20.693557;26.604114;1.000000;0.914476;1.723127;1.800613;1.678856;0.850000;
20.491516;1.031944;0.983199;0.939790;0.968005;0.972588;1.038981;1.027379;1.071440;1.020650;1.016699;1.024306;1.024247;1.019231;1.002596;0.998539;0.998549;0.998090;0.998340;0.998199;284.563685;83.822376;51.519032;1.736774;4.678764;39.191575;152.475061;175.419401;20.733709;26.818321;1.000000;0.912521;1.716990;1.795136;1.670357;0.850000;
20.557052;1.030935;0.981873;0.937956;0.966503;0.971164;1.037747;1.026126;1.070559;1.019311;1.015380;1.023023;1.023026;1.017993;1.001318;0.998275;0.998338;0.997914;0.998183;0.997987;285.925691;86.468537;47.319265;1.971325;4.221481;39.662537;151.833597;176.011174;20.739510;27.019479;1.000000;0.910676;1.711210;1.789884;1.662221;0.850000;
20.622588;1.029950;0.980635;0.936234;0.965125;0.969866;1.036594;1.024958;1.069726;1.018059;1.014145;1.021823;1.021886;1.016836;1.000123;0.998006;0.998115;0.997752;0.998002;0.997795;286.178215;89.145914;43.946570;2.318992;3.803175;40.166983;151.019321;176.296553;20.710885;27.199597;1.000000;0.908953;1.705818;1.784956;1.654601;0.850000;
20.688124;1.028991;0.979481;0.934652;0.963887;0.968700;1.035515;1.023893;1.068948;1.016916;1.013015;1.020713;1.020821;1.015757;0.999023;0.997738;0.997880;0.997599;0.997792;0.997619;285.460617;91.565969;41.551194;2.695147;3.500706;40.682203;150.062815;176.226171;20.652921;27.352327;1.000000;0.907350;1.700807;1.780430;1.647614;0.850000;
20.753660;1.028058;0.978405;0.933226;0.962793;0.967662;1.034497;1.022936;1.068223;1.015895;1.011997;1.019692;1.019818;1.014748;0.998022;0.997475;0.997636;0.997454;0.997556;0.997453;283.975760;93.466807;40.223820;3.015135;3.368423;41.188072;149.005181;175.775680;20.574369;27.473826;1.000000;0.905855;1.696136;1.776352;1.641328;0.850000;
20.819196;1.027147;0.977391;0.931960;0.961830;0.966732;1.033525;1.022081;1.067546;1.014995;1.011089;1.018754;1.018864;1.013799;0.997114;0.997221;0.997384;0.997310;0.997300;0.997288;281.956350;94.642064;39.991286;3.212778;3.428091;41.668399;147.892612;174.947226;20.485614;27.563312;1.000000;0.904446;1.691743;1.772735;1.635760;0.850000;
20.884732;1.026252;0.976421;0.930849;0.960978;0.965889;1.032584;1.021314;1.066904;1.014201;1.010278;1.017884;1.017943;1.012895;0.996286;0.996978;0.997129;0.997166;0.997034;0.997116;279.634279;94.961924;40.816034;3.253225;3.665006;42.112057;146.770470;173.768685;20.396655;27.623210;1.000000;0.903100;1.687547;1.769558;1.630877;0.850000;
20.950268;1.025367;0.975476;0.929873;0.960206;0.965105;1.031666;1.020610;1.066283;1.013490;1.009542;1.017067;1.017047;1.012025;0.995518;0.996746;0.996875;0.997017;0.996773;0.996930;277.216254;94.384709;42.599260;3.137857;4.030994;42.513494;145.677920;172.290517;20.315466;27.658784;1.000000;0.901790;1.683469;1.766773;1.626601;0.850000;
21.081340;1.023595;0.973583;0.928182;0.958745;0.963589;1.029873;1.019259;1.065037;1.012151;1.008148;1.015499;1.015297;1.010335;0.994053;0.996315;0.996387;0.996692;0.996301;0.996506;272.798876;91.038791;48.106762;2.668268;4.762852;43.200505;143.694537;168.819611;20.192307;27.696882;1.000000;0.899166;1.675316;1.761968;1.619235;0.850000;
21.194229;1.022053;0.971918;0.926900;0.957483;0.962272;1.028368;1.018083;1.063944;1.010993;1.006950;1.014168;1.013825;1.008912;0.992802;0.995977;0.995998;0.996378;0.995957;0.996099;269.665995;86.521560;54.099640;2.211147;5.154912;43.687523;142.214676;165.571801;20.124415;27.721609;1.000000;0.896860;1.668160;1.758316;1.613646;0.850000;
21.307118;1.020479;0.970188;0.925617;0.956114;0.960872;1.026883;1.016817;1.062812;1.009724;1.005660;1.012794;1.012367;1.007485;0.991487;0.995661;0.995645;0.996028;0.995658;0.995682;267.319121;81.606019;60.053493;1.927419;5.108684;44.113411;140.927908;162.485610;20.083813;27.772518;1.000000;0.894467;1.660749;1.754667;1.608069;0.850000;
21.420007;1.018873;0.968396;0.924216;0.954596;0.959356;1.025401;1.015435;1.061644;1.008310;1.004245;1.011350;1.010907;1.006035;0.990079;0.995362;0.995326;0.995647;0.995378;0.995287;265.740771;77.319680;64.930330;1.888974;4.632708;44.499209;139.777725;159.858614;20.061759;27.867288;1.000000;0.891990;1.653091;1.750685;1.601990;0.850000;
21.532896;1.017240;0.966559;0.922619;0.952933;0.957724;1.023898;1.013953;1.060457;1.006769;1.002717;1.009834;1.009423;1.004544;0.988582;0.995074;0.995035;0.995243;0.995090;0.994940;264.853364;74.413415;67.956733;2.034299;3.915240;44.851795;138.708289;157.880736;20.055387;28.008780;1.000000;0.889453;1.645261;1.746150;1.595081;0.850000;
21.645785;1.015587;0.964694;0.920791;0.951159;0.955990;1.022354;1.012407;1.059265;1.005150;1.001117;1.008259;1.007897;1.003007;0.987021;0.994791;0.994759;0.994827;0.994781;0.994646;264.588409;73.232787;68.719438;2.226601;3.237009;45.168389;137.686568;156.630768;20.067666;28.186765;1.000000;0.886880;1.637337;1.740964;1.587192;0.850000;
21.758674;1.013927;0.962814;0.918734;0.949314;0.954183;1.020761;1.010836;1.058076;1.003509;0.999492;1.006650;1.006323;1.001427;0.985430;0.994508;0.994486;0.994415;0.994454;0.994390;264.907046;73.687329;67.213628;2.341842;2.848270;45.441729;136.710082;156.077167;20.102575;28.382981;1.000000;0.884289;1.629372;1.735134;1.578343;0.850000;
