time;Hvdc1_hvdc_UseLambda1;Hvdc1_hvdc_q1Status;Hvdc1_hvdc_q2Status;Hvdc1_hvdc_PInj1Pu;Hvdc1_hvdc_QInj1Pu;Hvdc1_hvdc_PInj2Pu;Hvdc1_hvdc_QInj2Pu;Hvdc1_hvdc_U1Pu;Hvdc1_hvdc_U2Pu;Hvdc1_hvdc_P1Pu;Hvdc1_hvdc_Q1Pu;Hvdc1_hvdc_P2Pu;Hvdc1_hvdc_Q2Pu;Hvdc2_hvdc_UseLambda1;Hvdc2_hvdc_q1Status;Hvdc2_hvdc_q2Status;Hvdc2_hvdc_PInj1Pu;Hvdc2_hvdc_QInj1Pu;Hvdc2_hvdc_PInj2Pu;Hvdc2_hvdc_QInj2Pu;Hvdc2_hvdc_U1Pu;Hvdc2_hvdc_U2Pu;Hvdc2_hvdc_P1Pu;Hvdc2_hvdc_Q1Pu;Hvdc2_hvdc_P2Pu;Hvdc2_hvdc_Q2Pu;SVC_secondaryVoltageControl_level;Load_load_UPu_value;Load_load_PPu;Load_load_QPu;
1370.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4400;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4400;1.0000;1.0000;1.0000;7.5000;1.6032;-7.5000;-1.4400;1.0088;1.0168;-7.5000;-1.6032;7.5000;1.4400;0.3215;0.9986;30.0000;0.0000;
1380.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4404;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4404;1.0000;1.0000;1.0000;7.5000;1.6047;-7.5000;-1.4404;1.0088;1.0168;-7.5000;-1.6047;7.5000;1.4404;0.3218;0.9986;30.0000;0.0000;
1390.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4408;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4408;1.0000;1.0000;1.0000;7.5000;1.6061;-7.5000;-1.4408;1.0088;1.0168;-7.5000;-1.6061;7.5000;1.4408;0.3221;0.9987;30.0000;0.0000;
1400.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4412;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4412;1.0000;1.0000;1.0000;7.5000;1.6075;-7.5000;-1.4412;1.0088;1.0168;-7.5000;-1.6075;7.5000;1.4412;0.3224;0.9987;30.0000;0.0000;
1410.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4416;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4416;1.0000;1.0000;1.0000;7.5000;1.6089;-7.5000;-1.4416;1.0088;1.0168;-7.5000;-1.6089;7.5000;1.4416;0.3227;0.9987;30.0000;0.0000;
1420.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4420;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4420;1.0000;1.0000;1.0000;7.5000;1.6104;-7.5000;-1.4420;1.0088;1.0168;-7.5000;-1.6104;7.5000;1.4420;0.3230;0.9987;30.0000;0.0000;
1430.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4423;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4423;1.0000;1.0000;1.0000;7.5000;1.6118;-7.5000;-1.4423;1.0088;1.0168;-7.5000;-1.6118;7.5000;1.4423;0.3233;0.9987;30.0000;0.0000;
1440.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4427;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4427;1.0000;1.0000;1.0000;7.5000;1.6132;-7.5000;-1.4427;1.0088;1.0168;-7.5000;-1.6132;7.5000;1.4427;0.3235;0.9987;30.0000;0.0000;
1450.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4431;1.0088;1.0168;-7.5000;-1.5000;7.5000;1.4431;1.0000;1.0000;1.0000;7.5000;1.6146;-7.5000;-1.4431;1.0088;1.0168;-7.5000;-1.6146;7.5000;1.4431;0.3238;0.9987;30.0000;0.0000;
1460.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4435;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4435;1.0000;1.0000;1.0000;7.5000;1.6160;-7.5000;-1.4435;1.0089;1.0168;-7.5000;-1.6160;7.5000;1.4435;0.3241;0.9987;30.0000;0.0000;
1470.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4438;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4438;1.0000;1.0000;1.0000;7.5000;1.6173;-7.5000;-1.4438;1.0089;1.0168;-7.5000;-1.6173;7.5000;1.4438;0.3244;0.9988;30.0000;0.0000;
1480.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4442;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4442;1.0000;1.0000;1.0000;7.5000;1.6187;-7.5000;-1.4442;1.0089;1.0168;-7.5000;-1.6187;7.5000;1.4442;0.3247;0.9988;30.0000;0.0000;
1490.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4446;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4446;1.0000;1.0000;1.0000;7.5000;1.6201;-7.5000;-1.4446;1.0089;1.0168;-7.5000;-1.6201;7.5000;1.4446;0.3249;0.9988;30.0000;0.0000;
1500.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4450;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4450;1.0000;1.0000;1.0000;7.5000;1.6214;-7.5000;-1.4450;1.0089;1.0168;-7.5000;-1.6214;7.5000;1.4450;0.3252;0.9988;30.0000;0.0000;
1510.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4453;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4453;1.0000;1.0000;1.0000;7.5000;1.6228;-7.5000;-1.4453;1.0089;1.0168;-7.5000;-1.6228;7.5000;1.4453;0.3255;0.9988;30.0000;0.0000;
1520.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4457;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4457;1.0000;1.0000;1.0000;7.5000;1.6241;-7.5000;-1.4457;1.0089;1.0168;-7.5000;-1.6241;7.5000;1.4457;0.3257;0.9988;30.0000;0.0000;
1530.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4460;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4460;1.0000;1.0000;1.0000;7.5000;1.6254;-7.5000;-1.4460;1.0089;1.0168;-7.5000;-1.6254;7.5000;1.4460;0.3260;0.9988;30.0000;0.0000;
1540.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4464;1.0089;1.0168;-7.5000;-1.5000;7.5000;1.4464;1.0000;1.0000;1.0000;7.5000;1.6268;-7.5000;-1.4464;1.0089;1.0168;-7.5000;-1.6268;7.5000;1.4464;0.3262;0.9988;30.0000;0.0000;
1550.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4467;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4467;1.0000;1.0000;1.0000;7.5000;1.6281;-7.5000;-1.4467;1.0090;1.0168;-7.5000;-1.6281;7.5000;1.4467;0.3265;0.9988;30.0000;0.0000;
1560.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4471;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4471;1.0000;1.0000;1.0000;7.5000;1.6293;-7.5000;-1.4471;1.0090;1.0168;-7.5000;-1.6293;7.5000;1.4471;0.3268;0.9988;30.0000;0.0000;
1570.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4474;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4474;1.0000;1.0000;1.0000;7.5000;1.6306;-7.5000;-1.4474;1.0090;1.0168;-7.5000;-1.6306;7.5000;1.4474;0.3270;0.9989;30.0000;0.0000;
1580.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4478;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4478;1.0000;1.0000;1.0000;7.5000;1.6319;-7.5000;-1.4478;1.0090;1.0168;-7.5000;-1.6319;7.5000;1.4478;0.3272;0.9989;30.0000;0.0000;
1590.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4481;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4481;1.0000;1.0000;1.0000;7.5000;1.6332;-7.5000;-1.4481;1.0090;1.0168;-7.5000;-1.6332;7.5000;1.4481;0.3275;0.9989;30.0000;0.0000;
1600.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4485;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4485;1.0000;1.0000;1.0000;7.5000;1.6344;-7.5000;-1.4485;1.0090;1.0168;-7.5000;-1.6344;7.5000;1.4485;0.3277;0.9989;30.0000;0.0000;
1610.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4488;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4488;1.0000;1.0000;1.0000;7.5000;1.6356;-7.5000;-1.4488;1.0090;1.0168;-7.5000;-1.6356;7.5000;1.4488;0.3280;0.9989;30.0000;0.0000;
1620.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4491;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4491;1.0000;1.0000;1.0000;7.5000;1.6369;-7.5000;-1.4491;1.0090;1.0168;-7.5000;-1.6369;7.5000;1.4491;0.3282;0.9989;30.0000;0.0000;
1630.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4495;1.0090;1.0168;-7.5000;-1.5000;7.5000;1.4495;1.0000;1.0000;1.0000;7.5000;1.6381;-7.5000;-1.4495;1.0090;1.0168;-7.5000;-1.6381;7.5000;1.4495;0.3285;0.9989;30.0000;0.0000;
1640.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4498;1.0090;1.0169;-7.5000;-1.5000;7.5000;1.4498;1.0000;1.0000;1.0000;7.5000;1.6393;-7.5000;-1.4498;1.0090;1.0169;-7.5000;-1.6393;7.5000;1.4498;0.3287;0.9989;30.0000;0.0000;
1650.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4501;1.0090;1.0169;-7.5000;-1.5000;7.5000;1.4501;1.0000;1.0000;1.0000;7.5000;1.6405;-7.5000;-1.4501;1.0090;1.0169;-7.5000;-1.6405;7.5000;1.4501;0.3289;0.9989;30.0000;0.0000;
1660.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4504;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4504;1.0000;1.0000;1.0000;7.5000;1.6416;-7.5000;-1.4504;1.0091;1.0169;-7.5000;-1.6416;7.5000;1.4504;0.3291;0.9989;30.0000;0.0000;
1670.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4507;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4507;1.0000;1.0000;1.0000;7.5000;1.6428;-7.5000;-1.4507;1.0091;1.0169;-7.5000;-1.6428;7.5000;1.4507;0.3294;0.9990;30.0000;0.0000;
1680.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4511;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4511;1.0000;1.0000;1.0000;7.5000;1.6440;-7.5000;-1.4511;1.0091;1.0169;-7.5000;-1.6440;7.5000;1.4511;0.3296;0.9990;30.0000;0.0000;
1690.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4514;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4514;1.0000;1.0000;1.0000;7.5000;1.6451;-7.5000;-1.4514;1.0091;1.0169;-7.5000;-1.6451;7.5000;1.4514;0.3298;0.9990;30.0000;0.0000;
1700.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4517;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4517;1.0000;1.0000;1.0000;7.5000;1.6463;-7.5000;-1.4517;1.0091;1.0169;-7.5000;-1.6463;7.5000;1.4517;0.3300;0.9990;30.0000;0.0000;
1710.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4520;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4520;1.0000;1.0000;1.0000;7.5000;1.6474;-7.5000;-1.4520;1.0091;1.0169;-7.5000;-1.6474;7.5000;1.4520;0.3303;0.9990;30.0000;0.0000;
1720.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4523;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4523;1.0000;1.0000;1.0000;7.5000;1.6485;-7.5000;-1.4523;1.0091;1.0169;-7.5000;-1.6485;7.5000;1.4523;0.3305;0.9990;30.0000;0.0000;
1730.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4526;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4526;1.0000;1.0000;1.0000;7.5000;1.6496;-7.5000;-1.4526;1.0091;1.0169;-7.5000;-1.6496;7.5000;1.4526;0.3307;0.9990;30.0000;0.0000;
1740.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4529;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4529;1.0000;1.0000;1.0000;7.5000;1.6507;-7.5000;-1.4529;1.0091;1.0169;-7.5000;-1.6507;7.5000;1.4529;0.3309;0.9990;30.0000;0.0000;
1750.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4532;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4532;1.0000;1.0000;1.0000;7.5000;1.6518;-7.5000;-1.4532;1.0091;1.0169;-7.5000;-1.6518;7.5000;1.4532;0.3311;0.9990;30.0000;0.0000;
1760.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4535;1.0091;1.0169;-7.5000;-1.5000;7.5000;1.4535;1.0000;1.0000;1.0000;7.5000;1.6528;-7.5000;-1.4535;1.0091;1.0169;-7.5000;-1.6528;7.5000;1.4535;0.3313;0.9990;30.0000;0.0000;
1770.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4537;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4537;1.0000;1.0000;1.0000;7.5000;1.6539;-7.5000;-1.4537;1.0092;1.0169;-7.5000;-1.6539;7.5000;1.4537;0.3315;0.9990;30.0000;0.0000;
1780.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4540;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4540;1.0000;1.0000;1.0000;7.5000;1.6550;-7.5000;-1.4540;1.0092;1.0169;-7.5000;-1.6550;7.5000;1.4540;0.3317;0.9991;30.0000;0.0000;
1790.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4543;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4543;1.0000;1.0000;1.0000;7.5000;1.6560;-7.5000;-1.4543;1.0092;1.0169;-7.5000;-1.6560;7.5000;1.4543;0.3319;0.9991;30.0000;0.0000;
1800.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4546;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4546;1.0000;1.0000;1.0000;7.5000;1.6570;-7.5000;-1.4546;1.0092;1.0169;-7.5000;-1.6570;7.5000;1.4546;0.3321;0.9991;30.0000;0.0000;
1810.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4549;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4549;1.0000;1.0000;1.0000;7.5000;1.6580;-7.5000;-1.4549;1.0092;1.0169;-7.5000;-1.6580;7.5000;1.4549;0.3323;0.9991;30.0000;0.0000;
1820.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4551;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4551;1.0000;1.0000;1.0000;7.5000;1.6591;-7.5000;-1.4551;1.0092;1.0169;-7.5000;-1.6591;7.5000;1.4551;0.3325;0.9991;30.0000;0.0000;
1830.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4554;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4554;1.0000;1.0000;1.0000;7.5000;1.6601;-7.5000;-1.4554;1.0092;1.0169;-7.5000;-1.6601;7.5000;1.4554;0.3327;0.9991;30.0000;0.0000;
1840.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4557;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4557;1.0000;1.0000;1.0000;7.5000;1.6610;-7.5000;-1.4557;1.0092;1.0169;-7.5000;-1.6610;7.5000;1.4557;0.3329;0.9991;30.0000;0.0000;
1850.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4559;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4559;1.0000;1.0000;1.0000;7.5000;1.6620;-7.5000;-1.4559;1.0092;1.0169;-7.5000;-1.6620;7.5000;1.4559;0.3331;0.9991;30.0000;0.0000;
1860.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4562;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4562;1.0000;1.0000;1.0000;7.5000;1.6630;-7.5000;-1.4562;1.0092;1.0169;-7.5000;-1.6630;7.5000;1.4562;0.3333;0.9991;30.0000;0.0000;
1870.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4565;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4565;1.0000;1.0000;1.0000;7.5000;1.6640;-7.5000;-1.4565;1.0092;1.0169;-7.5000;-1.6640;7.5000;1.4565;0.3335;0.9991;30.0000;0.0000;
1880.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4567;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4567;1.0000;1.0000;1.0000;7.5000;1.6649;-7.5000;-1.4567;1.0092;1.0169;-7.5000;-1.6649;7.5000;1.4567;0.3336;0.9991;30.0000;0.0000;
1890.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4570;1.0092;1.0169;-7.5000;-1.5000;7.5000;1.4570;1.0000;1.0000;1.0000;7.5000;1.6659;-7.5000;-1.4570;1.0092;1.0169;-7.5000;-1.6659;7.5000;1.4570;0.3338;0.9991;30.0000;0.0000;
1900.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4572;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4572;1.0000;1.0000;1.0000;7.5000;1.6668;-7.5000;-1.4572;1.0093;1.0169;-7.5000;-1.6668;7.5000;1.4572;0.3340;0.9991;30.0000;0.0000;
1910.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4575;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4575;1.0000;1.0000;1.0000;7.5000;1.6677;-7.5000;-1.4575;1.0093;1.0169;-7.5000;-1.6677;7.5000;1.4575;0.3342;0.9992;30.0000;0.0000;
1920.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4577;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4577;1.0000;1.0000;1.0000;7.5000;1.6686;-7.5000;-1.4577;1.0093;1.0169;-7.5000;-1.6686;7.5000;1.4577;0.3344;0.9992;30.0000;0.0000;
1930.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4580;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4580;1.0000;1.0000;1.0000;7.5000;1.6695;-7.5000;-1.4580;1.0093;1.0169;-7.5000;-1.6695;7.5000;1.4580;0.3345;0.9992;30.0000;0.0000;
1940.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4582;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4582;1.0000;1.0000;1.0000;7.5000;1.6704;-7.5000;-1.4582;1.0093;1.0169;-7.5000;-1.6704;7.5000;1.4582;0.3347;0.9992;30.0000;0.0000;
1950.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4584;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4584;1.0000;1.0000;1.0000;7.5000;1.6713;-7.5000;-1.4584;1.0093;1.0169;-7.5000;-1.6713;7.5000;1.4584;0.3349;0.9992;30.0000;0.0000;
1960.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4587;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4587;1.0000;1.0000;1.0000;7.5000;1.6722;-7.5000;-1.4587;1.0093;1.0169;-7.5000;-1.6722;7.5000;1.4587;0.3351;0.9992;30.0000;0.0000;
1970.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4589;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4589;1.0000;1.0000;1.0000;7.5000;1.6731;-7.5000;-1.4589;1.0093;1.0169;-7.5000;-1.6731;7.5000;1.4589;0.3352;0.9992;30.0000;0.0000;
1980.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4592;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4592;1.0000;1.0000;1.0000;7.5000;1.6739;-7.5000;-1.4592;1.0093;1.0169;-7.5000;-1.6739;7.5000;1.4592;0.3354;0.9992;30.0000;0.0000;
1990.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4594;1.0093;1.0169;-7.5000;-1.5000;7.5000;1.4594;1.0000;1.0000;1.0000;7.5000;1.6748;-7.5000;-1.4594;1.0093;1.0169;-7.5000;-1.6748;7.5000;1.4594;0.3356;0.9992;30.0000;0.0000;
2000.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4596;1.0093;1.0170;-7.5000;-1.5000;7.5000;1.4596;1.0000;1.0000;1.0000;7.5000;1.6756;-7.5000;-1.4596;1.0093;1.0170;-7.5000;-1.6756;7.5000;1.4596;0.3357;0.9992;30.0000;0.0000;
2010.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4598;1.0093;1.0170;-7.5000;-1.5000;7.5000;1.4598;1.0000;1.0000;1.0000;7.5000;1.6765;-7.5000;-1.4598;1.0093;1.0170;-7.5000;-1.6765;7.5000;1.4598;0.3359;0.9992;30.0000;0.0000;
2010.0000;1.0000;1.0000;1.0000;7.5000;1.4984;-7.5000;-1.4596;1.0093;1.0170;-7.5000;-1.4984;7.5000;1.4596;1.0000;1.0000;1.0000;7.5000;1.6772;-7.5000;-1.4596;1.0093;1.0170;-7.5000;-1.6772;7.5000;1.4596;0.3359;0.9992;30.0000;0.0000;
2020.0000;1.0000;1.0000;1.0000;7.5000;1.6360;-7.5000;-1.4812;1.0099;1.0172;-7.5000;-1.6360;7.5000;1.4812;1.0000;1.0000;1.0000;7.5000;1.6194;-7.5000;-1.4812;1.0099;1.0172;-7.5000;-1.6194;7.5000;1.4812;0.3352;0.9999;30.0000;0.0000;
2020.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4605;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4605;1.0000;1.0000;1.0000;7.5000;1.6790;-7.5000;-1.4605;1.0094;1.0170;-7.5000;-1.6790;7.5000;1.4605;0.3359;0.9992;30.0000;0.0000;
2030.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4612;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4612;1.0000;1.0000;1.0000;7.5000;1.6814;-7.5000;-1.4612;1.0094;1.0170;-7.5000;-1.6814;7.5000;1.4612;0.3360;0.9993;30.0000;0.0000;
2040.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4615;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4615;1.0000;1.0000;1.0000;7.5000;1.6827;-7.5000;-1.4615;1.0094;1.0170;-7.5000;-1.6827;7.5000;1.4615;0.3361;0.9993;30.0000;0.0000;
2050.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4617;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4617;1.0000;1.0000;1.0000;7.5000;1.6834;-7.5000;-1.4617;1.0094;1.0170;-7.5000;-1.6834;7.5000;1.4617;0.3363;0.9993;30.0000;0.0000;
2060.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4619;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4619;1.0000;1.0000;1.0000;7.5000;1.6839;-7.5000;-1.4619;1.0094;1.0170;-7.5000;-1.6839;7.5000;1.4619;0.3364;0.9993;30.0000;0.0000;
2070.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4620;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4620;1.0000;1.0000;1.0000;7.5000;1.6843;-7.5000;-1.4620;1.0094;1.0170;-7.5000;-1.6843;7.5000;1.4620;0.3366;0.9993;30.0000;0.0000;
2080.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4621;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4621;1.0000;1.0000;1.0000;7.5000;1.6847;-7.5000;-1.4621;1.0094;1.0170;-7.5000;-1.6847;7.5000;1.4621;0.3367;0.9993;30.0000;0.0000;
2090.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4622;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4622;1.0000;1.0000;1.0000;7.5000;1.6851;-7.5000;-1.4622;1.0094;1.0170;-7.5000;-1.6851;7.5000;1.4622;0.3369;0.9993;30.0000;0.0000;
2100.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4623;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4623;1.0000;1.0000;1.0000;7.5000;1.6855;-7.5000;-1.4623;1.0094;1.0170;-7.5000;-1.6855;7.5000;1.4623;0.3370;0.9993;30.0000;0.0000;
2110.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4624;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4624;1.0000;1.0000;1.0000;7.5000;1.6860;-7.5000;-1.4624;1.0094;1.0170;-7.5000;-1.6860;7.5000;1.4624;0.3372;0.9993;30.0000;0.0000;
2120.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4625;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4625;1.0000;1.0000;1.0000;7.5000;1.6864;-7.5000;-1.4625;1.0094;1.0170;-7.5000;-1.6864;7.5000;1.4625;0.3373;0.9993;30.0000;0.0000;
2130.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4627;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4627;1.0000;1.0000;1.0000;7.5000;1.6869;-7.5000;-1.4627;1.0094;1.0170;-7.5000;-1.6869;7.5000;1.4627;0.3375;0.9993;30.0000;0.0000;
2140.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4628;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4628;1.0000;1.0000;1.0000;7.5000;1.6874;-7.5000;-1.4628;1.0094;1.0170;-7.5000;-1.6874;7.5000;1.4628;0.3376;0.9993;30.0000;0.0000;
2150.0000;1.0000;3.0000;1.0000;7.5000;1.5000;-7.5000;-1.4629;1.0094;1.0170;-7.5000;-1.5000;7.5000;1.4629;1.0000;1.0000;1.0000;7.5000;1.6879;-7.5000;-1.4629;1.0094;1.0170;-7.5000;-1.6879;7.5000;1.4629;0.3378;0.9993;30.0000;0.0000;
