time;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load_zP;NETWORK_Load_zQ;
121.600000;0.511954;0.154172;1.019990;1.019928;
121.700000;0.511954;0.154172;1.019990;1.019928;
121.800000;0.511954;0.154172;1.019990;1.019928;
121.900000;0.511954;0.154172;1.019990;1.019928;
122.000000;0.511954;0.154172;1.019990;1.019928;
122.100000;0.511954;0.154172;1.019990;1.019928;
122.200000;0.511954;0.154172;1.019990;1.019928;
122.300000;0.511954;0.154172;1.019990;1.019928;
122.400000;0.511954;0.154172;1.019990;1.019928;
122.500000;0.511954;0.154172;1.019990;1.019928;
122.600000;0.511954;0.154172;1.019990;1.019928;
122.700000;0.511954;0.154172;1.019990;1.019928;
122.800000;0.511954;0.154172;1.019990;1.019928;
122.900000;0.511954;0.154172;1.019990;1.019928;
123.000000;0.511954;0.154172;1.019990;1.019928;
123.100000;0.511954;0.154172;1.019990;1.019928;
123.200000;0.511954;0.154172;1.019990;1.019928;
123.300000;0.511954;0.154172;1.019990;1.019928;
123.400000;0.511954;0.154172;1.019990;1.019928;
123.500000;0.511954;0.154172;1.019990;1.019928;
123.600000;0.511954;0.154172;1.019990;1.019928;
123.700000;0.511954;0.154172;1.019990;1.019928;
123.800000;0.511954;0.154172;1.019990;1.019928;
123.900000;0.511954;0.154172;1.019990;1.019928;
124.000000;0.511954;0.154172;1.019990;1.019928;
124.100000;0.511954;0.154172;1.019990;1.019928;
124.200000;0.511954;0.154172;1.019990;1.019928;
124.300000;0.511954;0.154172;1.019990;1.019928;
124.400000;0.511954;0.154172;1.019990;1.019928;
124.500000;0.511954;0.154172;1.019990;1.019928;
124.600000;0.511954;0.154172;1.019990;1.019928;
124.700000;0.511954;0.154172;1.019990;1.019928;
124.800000;0.511954;0.154172;1.019990;1.019928;
124.900000;0.511954;0.154172;1.019990;1.019928;
125.000000;0.511954;0.154172;1.019990;1.019928;
125.100000;0.511954;0.154172;1.019990;1.019928;
125.200000;0.511954;0.154172;1.019990;1.019928;
125.300000;0.511954;0.154172;1.019990;1.019928;
125.400000;0.511954;0.154172;1.019990;1.019928;
125.500000;0.511954;0.154172;1.019990;1.019928;
125.600000;0.511954;0.154172;1.019990;1.019928;
125.700000;0.511954;0.154172;1.019990;1.019928;
125.800000;0.511954;0.154172;1.019990;1.019928;
125.900000;0.511954;0.154172;1.019990;1.019928;
126.000000;0.511954;0.154172;1.019990;1.019928;
126.100000;0.511954;0.154172;1.019990;1.019928;
126.200000;0.511954;0.154172;1.019990;1.019928;
126.300000;0.511954;0.154172;1.019990;1.019928;
126.400000;0.511954;0.154172;1.019990;1.019928;
126.500000;0.511954;0.154172;1.019990;1.019928;
126.600000;0.511954;0.154172;1.019990;1.019928;
126.700000;0.511954;0.154172;1.019990;1.019928;
126.800000;0.511954;0.154172;1.019990;1.019928;
126.900000;0.511954;0.154172;1.019990;1.019928;
127.000000;0.511954;0.154172;1.019990;1.019928;
127.100000;0.511954;0.154172;1.019990;1.019928;
127.200000;0.511954;0.154172;1.019990;1.019928;
127.300000;0.511954;0.154172;1.019990;1.019928;
127.400000;0.511954;0.154172;1.019990;1.019928;
127.500000;0.511954;0.154172;1.019990;1.019928;
127.600000;0.511954;0.154172;1.019990;1.019928;
127.700000;0.511954;0.154172;1.019990;1.019928;
127.800000;0.511954;0.154172;1.019990;1.019928;
127.900000;0.511954;0.154172;1.019990;1.019928;
128.000000;0.511954;0.154172;1.019990;1.019928;
128.100000;0.511954;0.154172;1.019990;1.019928;
128.200000;0.511954;0.154172;1.019990;1.019928;
128.300000;0.511954;0.154172;1.019990;1.019928;
128.400000;0.511954;0.154172;1.019990;1.019928;
128.500000;0.511954;0.154172;1.019990;1.019928;
128.600000;0.511954;0.154172;1.019990;1.019928;
128.700000;0.511954;0.154172;1.019990;1.019928;
128.800000;0.511954;0.154172;1.019990;1.019928;
128.900000;0.511954;0.154172;1.019990;1.019928;
129.000000;0.511954;0.154172;1.019990;1.019928;
129.100000;0.511954;0.154172;1.019990;1.019928;
129.200000;0.511954;0.154172;1.019990;1.019928;
129.300000;0.511954;0.154172;1.019990;1.019928;
129.400000;0.511954;0.154172;1.019990;1.019928;
129.500000;0.511954;0.154172;1.019990;1.019928;
129.600000;0.511954;0.154172;1.019990;1.019928;
129.700000;0.511954;0.154172;1.019990;1.019928;
129.800000;0.511954;0.154172;1.019990;1.019928;
129.900000;0.511954;0.154172;1.019990;1.019928;
130.000000;0.511954;0.154172;1.019990;1.019928;
130.100000;0.511954;0.154172;1.019990;1.019928;
130.200000;0.511954;0.154172;1.019990;1.019928;
130.300000;0.511954;0.154172;1.019990;1.019928;
130.400000;0.511954;0.154172;1.019990;1.019928;
130.500000;0.511954;0.154172;1.019990;1.019928;
130.600000;0.511954;0.154172;1.019990;1.019928;
130.700000;0.511954;0.154172;1.019990;1.019928;
130.800000;0.511954;0.154172;1.019990;1.019928;
130.900000;0.511954;0.154172;1.019990;1.019928;
131.000000;0.511954;0.154172;1.019990;1.019928;
131.100000;0.511954;0.154172;1.019990;1.019928;
131.200000;0.511954;0.154172;1.019990;1.019928;
131.300000;0.511954;0.154172;1.019990;1.019928;
131.400000;0.511954;0.154172;1.019990;1.019928;
131.500000;0.511954;0.154172;1.019990;1.019928;
131.600000;0.511954;0.154172;1.019990;1.019928;
131.700000;0.511954;0.154172;1.019990;1.019928;
131.800000;0.511954;0.154172;1.019990;1.019928;
131.900000;0.511954;0.154172;1.019990;1.019928;
132.000000;0.511954;0.154172;1.019990;1.019928;
132.100000;0.511954;0.154172;1.019990;1.019928;
132.200000;0.511954;0.154172;1.019990;1.019928;
132.300000;0.511954;0.154172;1.019990;1.019928;
132.400000;0.511954;0.154172;1.019990;1.019928;
132.500000;0.511954;0.154172;1.019990;1.019928;
132.600000;0.511954;0.154172;1.019990;1.019928;
132.700000;0.511954;0.154172;1.019990;1.019928;
132.800000;0.511954;0.154172;1.019990;1.019928;
132.900000;0.511954;0.154172;1.019990;1.019928;
133.000000;0.511954;0.154172;1.019990;1.019928;
133.100000;0.511954;0.154172;1.019990;1.019928;
133.200000;0.511954;0.154172;1.019990;1.019928;
133.300000;0.511954;0.154172;1.019990;1.019928;
133.400000;0.511954;0.154172;1.019990;1.019928;
133.500000;0.511954;0.154172;1.019990;1.019928;
133.600000;0.511954;0.154172;1.019990;1.019928;
133.700000;0.511954;0.154172;1.019990;1.019928;
133.800000;0.511954;0.154172;1.019990;1.019928;
133.900000;0.511954;0.154172;1.019990;1.019928;
134.000000;0.511954;0.154172;1.019990;1.019928;
134.100000;0.511954;0.154172;1.019990;1.019928;
134.200000;0.511954;0.154172;1.019990;1.019928;
134.300000;0.511954;0.154172;1.019990;1.019928;
134.400000;0.511954;0.154172;1.019990;1.019928;
134.500000;0.511954;0.154172;1.019990;1.019928;
134.600000;0.511954;0.154172;1.019990;1.019928;
134.700000;0.511954;0.154172;1.019990;1.019928;
134.800000;0.511954;0.154172;1.019990;1.019928;
134.900000;0.511954;0.154172;1.019990;1.019928;
135.000000;0.511954;0.154172;1.019990;1.019928;
135.100000;0.511954;0.154172;1.019990;1.019928;
135.200000;0.511954;0.154172;1.019990;1.019928;
135.300000;0.511954;0.154172;1.019990;1.019928;
135.400000;0.511954;0.154172;1.019990;1.019928;
135.500000;0.511954;0.154172;1.019990;1.019928;
135.600000;0.511954;0.154172;1.019990;1.019928;
135.700000;0.511954;0.154172;1.019990;1.019928;
135.800000;0.511954;0.154172;1.019990;1.019928;
135.900000;0.511954;0.154172;1.019990;1.019928;
136.000000;0.511954;0.154172;1.019990;1.019928;
136.100000;0.511954;0.154172;1.019990;1.019928;
136.200000;0.511954;0.154172;1.019990;1.019928;
136.300000;0.511954;0.154172;1.019990;1.019928;
136.400000;0.511954;0.154172;1.019990;1.019928;
136.500000;0.511954;0.154172;1.019990;1.019928;
136.600000;0.511954;0.154172;1.019990;1.019928;
136.700000;0.511954;0.154172;1.019990;1.019928;
136.800000;0.511954;0.154172;1.019990;1.019928;
136.900000;0.511954;0.154172;1.019990;1.019928;
137.000000;0.511954;0.154172;1.019990;1.019928;
137.100000;0.511954;0.154172;1.019990;1.019928;
137.200000;0.511954;0.154172;1.019990;1.019928;
137.300000;0.511954;0.154172;1.019990;1.019928;
137.400000;0.511954;0.154172;1.019990;1.019928;
137.500000;0.511954;0.154172;1.019990;1.019928;
137.600000;0.511954;0.154172;1.019990;1.019928;
137.700000;0.511954;0.154172;1.019990;1.019928;
137.800000;0.511954;0.154172;1.019990;1.019928;
137.900000;0.511954;0.154172;1.019990;1.019928;
138.000000;0.511954;0.154172;1.019990;1.019928;
138.100000;0.511954;0.154172;1.019990;1.019928;
138.200000;0.511954;0.154172;1.019990;1.019928;
138.300000;0.511954;0.154172;1.019990;1.019928;
138.400000;0.511954;0.154172;1.019990;1.019928;
138.500000;0.511954;0.154172;1.019990;1.019928;
138.600000;0.511954;0.154172;1.019990;1.019928;
138.700000;0.511954;0.154172;1.019990;1.019928;
138.800000;0.511954;0.154172;1.019990;1.019928;
138.900000;0.511954;0.154172;1.019990;1.019928;
139.000000;0.511954;0.154172;1.019990;1.019928;
139.100000;0.511954;0.154172;1.019990;1.019928;
139.200000;0.511954;0.154172;1.019990;1.019928;
139.300000;0.511954;0.154172;1.019990;1.019928;
139.400000;0.511954;0.154172;1.019990;1.019928;
139.500000;0.511954;0.154172;1.019990;1.019928;
139.600000;0.511954;0.154172;1.019990;1.019928;
139.700000;0.511954;0.154172;1.019990;1.019928;
139.800000;0.511954;0.154172;1.019990;1.019928;
139.900000;0.511954;0.154172;1.019990;1.019928;
140.000000;0.511954;0.154172;1.019990;1.019928;
140.100000;0.511954;0.154172;1.019990;1.019928;
140.200000;0.511954;0.154172;1.019990;1.019928;
140.300000;0.511954;0.154172;1.019990;1.019928;
140.400000;0.511954;0.154172;1.019990;1.019928;
140.500000;0.511954;0.154172;1.019990;1.019928;
140.600000;0.511954;0.154172;1.019990;1.019928;
140.700000;0.511954;0.154172;1.019990;1.019928;
140.800000;0.511954;0.154172;1.019990;1.019928;
140.900000;0.511954;0.154172;1.019990;1.019928;
141.000000;0.511954;0.154172;1.019990;1.019928;
141.100000;0.511954;0.154172;1.019990;1.019928;
141.200000;0.511954;0.154172;1.019990;1.019928;
141.300000;0.511954;0.154172;1.019990;1.019928;
141.400000;0.511954;0.154172;1.019990;1.019928;
141.500000;0.511954;0.154172;1.019990;1.019928;
141.600000;0.511954;0.154172;1.019990;1.019928;
141.700000;0.511954;0.154172;1.019990;1.019928;
141.800000;0.511954;0.154172;1.019990;1.019928;
141.900000;0.511954;0.154172;1.019990;1.019928;
142.000000;0.511954;0.154172;1.019990;1.019928;
142.100000;0.511954;0.154172;1.019990;1.019928;
142.200000;0.511954;0.154172;1.019990;1.019928;
142.300000;0.511954;0.154172;1.019990;1.019928;
142.400000;0.511954;0.154172;1.019990;1.019928;
142.500000;0.511954;0.154172;1.019990;1.019928;
142.600000;0.511954;0.154172;1.019990;1.019928;
142.700000;0.511954;0.154172;1.019990;1.019928;
142.800000;0.511954;0.154172;1.019990;1.019928;
142.900000;0.511954;0.154172;1.019990;1.019928;
143.000000;0.511954;0.154172;1.019990;1.019928;
143.100000;0.511954;0.154172;1.019990;1.019928;
143.200000;0.511954;0.154172;1.019990;1.019928;
143.300000;0.511954;0.154172;1.019990;1.019928;
143.400000;0.511954;0.154172;1.019990;1.019928;
143.500000;0.511954;0.154172;1.019990;1.019928;
143.600000;0.511954;0.154172;1.019990;1.019928;
143.700000;0.511954;0.154172;1.019990;1.019928;
143.800000;0.511954;0.154172;1.019990;1.019928;
143.900000;0.511954;0.154172;1.019990;1.019928;
144.000000;0.511954;0.154172;1.019990;1.019928;
144.100000;0.511954;0.154172;1.019990;1.019928;
144.200000;0.511954;0.154172;1.019990;1.019928;
144.300000;0.511954;0.154172;1.019990;1.019928;
144.400000;0.511954;0.154172;1.019990;1.019928;
144.500000;0.511954;0.154172;1.019990;1.019928;
144.600000;0.511954;0.154172;1.019990;1.019928;
144.700000;0.511954;0.154172;1.019990;1.019928;
144.800000;0.511954;0.154172;1.019990;1.019928;
144.900000;0.511954;0.154172;1.019990;1.019928;
145.000000;0.511954;0.154172;1.019990;1.019928;
145.100000;0.511954;0.154172;1.019990;1.019928;
145.200000;0.511954;0.154172;1.019990;1.019928;
145.300000;0.511954;0.154172;1.019990;1.019928;
145.400000;0.511954;0.154172;1.019990;1.019928;
145.500000;0.511954;0.154172;1.019990;1.019928;
145.600000;0.511954;0.154172;1.019990;1.019928;
145.700000;0.511954;0.154172;1.019990;1.019928;
145.800000;0.511954;0.154172;1.019990;1.019928;
145.900000;0.511954;0.154172;1.019990;1.019928;
146.000000;0.511954;0.154172;1.019990;1.019928;
146.100000;0.511954;0.154172;1.019990;1.019928;
146.200000;0.511954;0.154172;1.019990;1.019928;
146.300000;0.511954;0.154172;1.019990;1.019928;
146.400000;0.511954;0.154172;1.019990;1.019928;
146.500000;0.511954;0.154172;1.019990;1.019928;
146.600000;0.511954;0.154172;1.019990;1.019928;
146.700000;0.511954;0.154172;1.019990;1.019928;
146.800000;0.511954;0.154172;1.019990;1.019928;
146.900000;0.511954;0.154172;1.019990;1.019928;
147.000000;0.511954;0.154172;1.019990;1.019928;
147.100000;0.511954;0.154172;1.019990;1.019928;
147.200000;0.511954;0.154172;1.019990;1.019928;
147.300000;0.511954;0.154172;1.019990;1.019928;
147.400000;0.511954;0.154172;1.019990;1.019928;
147.500000;0.511954;0.154172;1.019990;1.019928;
147.600000;0.511954;0.154172;1.019990;1.019928;
147.700000;0.511954;0.154172;1.019990;1.019928;
147.800000;0.511954;0.154172;1.019990;1.019928;
147.900000;0.511954;0.154172;1.019990;1.019928;
148.000000;0.511954;0.154172;1.019990;1.019928;
148.100000;0.511954;0.154172;1.019990;1.019928;
148.200000;0.511954;0.154172;1.019990;1.019928;
148.300000;0.511954;0.154172;1.019990;1.019928;
148.400000;0.511954;0.154172;1.019990;1.019928;
148.500000;0.511954;0.154172;1.019990;1.019928;
148.600000;0.511954;0.154172;1.019990;1.019928;
148.700000;0.511954;0.154172;1.019990;1.019928;
148.800000;0.511954;0.154172;1.019990;1.019928;
148.900000;0.511954;0.154172;1.019990;1.019928;
149.000000;0.511954;0.154172;1.019990;1.019928;
149.100000;0.511954;0.154172;1.019990;1.019928;
149.200000;0.511954;0.154172;1.019990;1.019928;
149.300000;0.511954;0.154172;1.019990;1.019928;
149.400000;0.511954;0.154172;1.019990;1.019928;
149.500000;0.511954;0.154172;1.019990;1.019928;
149.600000;0.511954;0.154172;1.019990;1.019928;
149.700000;0.511954;0.154172;1.019990;1.019928;
149.800000;0.511954;0.154172;1.019990;1.019928;
149.900000;0.511954;0.154172;1.019990;1.019928;
150.000000;0.511954;0.154172;1.019990;1.019928;
150.100000;0.511954;0.154172;1.019990;1.019928;
150.200000;0.511954;0.154172;1.019990;1.019928;
150.300000;0.511954;0.154172;1.019990;1.019928;
150.400000;0.511954;0.154172;1.019990;1.019928;
150.500000;0.511954;0.154172;1.019990;1.019928;
150.600000;0.511954;0.154172;1.019990;1.019928;
150.700000;0.511954;0.154172;1.019990;1.019928;
150.800000;0.511954;0.154172;1.019990;1.019928;
150.900000;0.511954;0.154172;1.019990;1.019928;
151.000000;0.511954;0.154172;1.019990;1.019928;
151.100000;0.511954;0.154172;1.019990;1.019928;
151.200000;0.511954;0.154172;1.019990;1.019928;
151.300000;0.511954;0.154172;1.019990;1.019928;
151.400000;0.511954;0.154172;1.019990;1.019928;
151.500000;0.511954;0.154172;1.019990;1.019928;
151.600000;0.511954;0.154172;1.019990;1.019928;
151.700000;0.511954;0.154172;1.019990;1.019928;
151.800000;0.511954;0.154172;1.019990;1.019928;
151.900000;0.511954;0.154172;1.019990;1.019928;
152.000000;0.511954;0.154172;1.019990;1.019928;
152.100000;0.511954;0.154172;1.019990;1.019928;
152.200000;0.511954;0.154172;1.019990;1.019928;
152.300000;0.511954;0.154172;1.019990;1.019928;
152.400000;0.511954;0.154172;1.019990;1.019928;
152.500000;0.511954;0.154172;1.019990;1.019928;
152.600000;0.511954;0.154172;1.019990;1.019928;
152.700000;0.511954;0.154172;1.019990;1.019928;
152.800000;0.511954;0.154172;1.019990;1.019928;
152.900000;0.511954;0.154172;1.019990;1.019928;
153.000000;0.511954;0.154172;1.019990;1.019928;
153.100000;0.511954;0.154172;1.019990;1.019928;
153.200000;0.511954;0.154172;1.019990;1.019928;
153.300000;0.511954;0.154172;1.019990;1.019928;
153.400000;0.511954;0.154172;1.019990;1.019928;
153.500000;0.511954;0.154172;1.019990;1.019928;
153.600000;0.511954;0.154172;1.019990;1.019928;
153.700000;0.511954;0.154172;1.019990;1.019928;
153.800000;0.511954;0.154172;1.019990;1.019928;
153.900000;0.511954;0.154172;1.019990;1.019928;
154.000000;0.511954;0.154172;1.019990;1.019928;
154.100000;0.511954;0.154172;1.019990;1.019928;
154.200000;0.511954;0.154172;1.019990;1.019928;
154.300000;0.511954;0.154172;1.019990;1.019928;
154.400000;0.511954;0.154172;1.019990;1.019928;
154.500000;0.511954;0.154172;1.019990;1.019928;
154.600000;0.511954;0.154172;1.019990;1.019928;
154.700000;0.511954;0.154172;1.019990;1.019928;
154.800000;0.511954;0.154172;1.019990;1.019928;
154.900000;0.511954;0.154172;1.019990;1.019928;
155.000000;0.511954;0.154172;1.019990;1.019928;
155.100000;0.511954;0.154172;1.019990;1.019928;
155.200000;0.511954;0.154172;1.019990;1.019928;
155.300000;0.511954;0.154172;1.019990;1.019928;
155.400000;0.511954;0.154172;1.019990;1.019928;
155.500000;0.511954;0.154172;1.019990;1.019928;
155.600000;0.511954;0.154172;1.019990;1.019928;
155.700000;0.511954;0.154172;1.019990;1.019928;
155.800000;0.511954;0.154172;1.019990;1.019928;
155.900000;0.511954;0.154172;1.019990;1.019928;
156.000000;0.511954;0.154172;1.019990;1.019928;
156.100000;0.511954;0.154172;1.019990;1.019928;
156.200000;0.511954;0.154172;1.019990;1.019928;
156.300000;0.511954;0.154172;1.019990;1.019928;
156.400000;0.511954;0.154172;1.019990;1.019928;
156.500000;0.511954;0.154172;1.019990;1.019928;
156.600000;0.511954;0.154172;1.019990;1.019928;
156.700000;0.511954;0.154172;1.019990;1.019928;
156.800000;0.511954;0.154172;1.019990;1.019928;
156.900000;0.511954;0.154172;1.019990;1.019928;
157.000000;0.511954;0.154172;1.019990;1.019928;
157.100000;0.511954;0.154172;1.019990;1.019928;
157.200000;0.511954;0.154172;1.019990;1.019928;
157.300000;0.511954;0.154172;1.019990;1.019928;
157.400000;0.511954;0.154172;1.019990;1.019928;
157.500000;0.511954;0.154172;1.019990;1.019928;
157.600000;0.511954;0.154172;1.019990;1.019928;
157.700000;0.511954;0.154172;1.019990;1.019928;
157.800000;0.511954;0.154172;1.019990;1.019928;
157.900000;0.511954;0.154172;1.019990;1.019928;
158.000000;0.511954;0.154172;1.019990;1.019928;
158.100000;0.511954;0.154172;1.019990;1.019928;
158.200000;0.511954;0.154172;1.019990;1.019928;
158.300000;0.511954;0.154172;1.019990;1.019928;
158.400000;0.511954;0.154172;1.019990;1.019928;
158.500000;0.511954;0.154172;1.019990;1.019928;
158.600000;0.511954;0.154172;1.019990;1.019928;
158.700000;0.511954;0.154172;1.019990;1.019928;
158.800000;0.511954;0.154172;1.019990;1.019928;
158.900000;0.511954;0.154172;1.019990;1.019928;
159.000000;0.511954;0.154172;1.019990;1.019928;
159.100000;0.511954;0.154172;1.019990;1.019928;
159.200000;0.511954;0.154172;1.019990;1.019928;
159.300000;0.511954;0.154172;1.019990;1.019928;
159.400000;0.511954;0.154172;1.019990;1.019928;
159.500000;0.511954;0.154172;1.019990;1.019928;
159.600000;0.511954;0.154172;1.019990;1.019928;
159.700000;0.511954;0.154172;1.019990;1.019928;
159.800000;0.511954;0.154172;1.019990;1.019928;
159.900000;0.511954;0.154172;1.019990;1.019928;
160.000000;0.511954;0.154172;1.019990;1.019928;
160.100000;0.511954;0.154172;1.019990;1.019928;
160.200000;0.511954;0.154172;1.019990;1.019928;
160.300000;0.511954;0.154172;1.019990;1.019928;
160.400000;0.511954;0.154172;1.019990;1.019928;
160.500000;0.511954;0.154172;1.019990;1.019928;
160.600000;0.511954;0.154172;1.019990;1.019928;
160.700000;0.511954;0.154172;1.019990;1.019928;
160.800000;0.511954;0.154172;1.019990;1.019928;
160.900000;0.511954;0.154172;1.019990;1.019928;
161.000000;0.511954;0.154172;1.019990;1.019928;
161.100000;0.511954;0.154172;1.019990;1.019928;
161.200000;0.511954;0.154172;1.019990;1.019928;
161.300000;0.511954;0.154172;1.019990;1.019928;
161.400000;0.511954;0.154172;1.019990;1.019928;
161.500000;0.511954;0.154172;1.019990;1.019928;
161.600000;0.511954;0.154172;1.019990;1.019928;
161.700000;0.511954;0.154172;1.019990;1.019928;
161.800000;0.511954;0.154172;1.019990;1.019928;
161.900000;0.511954;0.154172;1.019990;1.019928;
162.000000;0.511954;0.154172;1.019990;1.019928;
162.100000;0.511954;0.154172;1.019990;1.019928;
162.200000;0.511954;0.154172;1.019990;1.019928;
162.300000;0.511954;0.154172;1.019990;1.019928;
162.400000;0.511954;0.154172;1.019990;1.019928;
162.500000;0.511954;0.154172;1.019990;1.019928;
162.600000;0.511954;0.154172;1.019990;1.019928;
162.700000;0.511954;0.154172;1.019990;1.019928;
162.800000;0.511954;0.154172;1.019990;1.019928;
162.900000;0.511954;0.154172;1.019990;1.019928;
163.000000;0.511954;0.154172;1.019990;1.019928;
163.100000;0.511954;0.154172;1.019990;1.019928;
163.200000;0.511954;0.154172;1.019990;1.019928;
163.300000;0.511954;0.154172;1.019990;1.019928;
163.400000;0.511954;0.154172;1.019990;1.019928;
163.500000;0.511954;0.154172;1.019990;1.019928;
163.600000;0.511954;0.154172;1.019990;1.019928;
163.700000;0.511954;0.154172;1.019990;1.019928;
163.800000;0.511954;0.154172;1.019990;1.019928;
163.900000;0.511954;0.154172;1.019990;1.019928;
164.000000;0.511954;0.154172;1.019990;1.019928;
164.100000;0.511954;0.154172;1.019990;1.019928;
164.200000;0.511954;0.154172;1.019990;1.019928;
164.300000;0.511954;0.154172;1.019990;1.019928;
164.400000;0.511954;0.154172;1.019990;1.019928;
164.500000;0.511954;0.154172;1.019990;1.019928;
164.600000;0.511954;0.154172;1.019990;1.019928;
164.700000;0.511954;0.154172;1.019990;1.019928;
164.800000;0.511954;0.154172;1.019990;1.019928;
164.900000;0.511954;0.154172;1.019990;1.019928;
165.000000;0.511954;0.154172;1.019990;1.019928;
165.100000;0.511954;0.154172;1.019990;1.019928;
165.200000;0.511954;0.154172;1.019990;1.019928;
165.300000;0.511954;0.154172;1.019990;1.019928;
165.400000;0.511954;0.154172;1.019990;1.019928;
165.500000;0.511954;0.154172;1.019990;1.019928;
165.600000;0.511954;0.154172;1.019990;1.019928;
165.700000;0.511954;0.154172;1.019990;1.019928;
165.800000;0.511954;0.154172;1.019990;1.019928;
165.900000;0.511954;0.154172;1.019990;1.019928;
166.000000;0.511954;0.154172;1.019990;1.019928;
166.100000;0.511954;0.154172;1.019990;1.019928;
166.200000;0.511954;0.154172;1.019990;1.019928;
166.300000;0.511954;0.154172;1.019990;1.019928;
166.400000;0.511954;0.154172;1.019990;1.019928;
166.500000;0.511954;0.154172;1.019990;1.019928;
166.600000;0.511954;0.154172;1.019990;1.019928;
166.700000;0.511954;0.154172;1.019990;1.019928;
166.800000;0.511954;0.154172;1.019990;1.019928;
166.900000;0.511954;0.154172;1.019990;1.019928;
167.000000;0.511954;0.154172;1.019990;1.019928;
167.100000;0.511954;0.154172;1.019990;1.019928;
167.200000;0.511954;0.154172;1.019990;1.019928;
167.300000;0.511954;0.154172;1.019990;1.019928;
167.400000;0.511954;0.154172;1.019990;1.019928;
167.500000;0.511954;0.154172;1.019990;1.019928;
167.600000;0.511954;0.154172;1.019990;1.019928;
167.700000;0.511954;0.154172;1.019990;1.019928;
167.800000;0.511954;0.154172;1.019990;1.019928;
167.900000;0.511954;0.154172;1.019990;1.019928;
168.000000;0.511954;0.154172;1.019990;1.019928;
168.100000;0.511954;0.154172;1.019990;1.019928;
168.200000;0.511954;0.154172;1.019990;1.019928;
168.300000;0.511954;0.154172;1.019990;1.019928;
168.400000;0.511954;0.154172;1.019990;1.019928;
168.500000;0.511954;0.154172;1.019990;1.019928;
168.600000;0.511954;0.154172;1.019990;1.019928;
168.700000;0.511954;0.154172;1.019990;1.019928;
168.800000;0.511954;0.154172;1.019990;1.019928;
168.900000;0.511954;0.154172;1.019990;1.019928;
169.000000;0.511954;0.154172;1.019990;1.019928;
169.100000;0.511954;0.154172;1.019990;1.019928;
169.200000;0.511954;0.154172;1.019990;1.019928;
169.300000;0.511954;0.154172;1.019990;1.019928;
169.400000;0.511954;0.154172;1.019990;1.019928;
169.500000;0.511954;0.154172;1.019990;1.019928;
169.600000;0.511954;0.154172;1.019990;1.019928;
169.700000;0.511954;0.154172;1.019990;1.019928;
169.800000;0.511954;0.154172;1.019990;1.019928;
169.900000;0.511954;0.154172;1.019990;1.019928;
170.000000;0.511954;0.154172;1.019990;1.019928;
170.100000;0.511954;0.154172;1.019990;1.019928;
170.200000;0.511954;0.154172;1.019990;1.019928;
170.300000;0.511954;0.154172;1.019990;1.019928;
170.400000;0.511954;0.154172;1.019990;1.019928;
170.500000;0.511954;0.154172;1.019990;1.019928;
170.600000;0.511954;0.154172;1.019990;1.019928;
170.700000;0.511954;0.154172;1.019990;1.019928;
170.800000;0.511954;0.154172;1.019990;1.019928;
170.900000;0.511954;0.154172;1.019990;1.019928;
171.000000;0.511954;0.154172;1.019990;1.019928;
171.100000;0.511954;0.154172;1.019990;1.019928;
171.200000;0.511954;0.154172;1.019990;1.019928;
171.300000;0.511954;0.154172;1.019990;1.019928;
171.400000;0.511954;0.154172;1.019990;1.019928;
171.500000;0.511954;0.154172;1.019990;1.019928;
171.600000;0.511954;0.154172;1.019990;1.019928;
171.700000;0.511954;0.154172;1.019990;1.019928;
171.800000;0.511954;0.154172;1.019990;1.019928;
171.900000;0.511954;0.154172;1.019990;1.019928;
172.000000;0.511954;0.154172;1.019990;1.019928;
172.100000;0.511954;0.154172;1.019990;1.019928;
172.200000;0.511954;0.154172;1.019990;1.019928;
172.300000;0.511954;0.154172;1.019990;1.019928;
172.400000;0.511954;0.154172;1.019990;1.019928;
172.500000;0.511954;0.154172;1.019990;1.019928;
172.600000;0.511954;0.154172;1.019990;1.019928;
172.700000;0.511954;0.154172;1.019990;1.019928;
172.800000;0.511954;0.154172;1.019990;1.019928;
172.900000;0.511954;0.154172;1.019990;1.019928;
173.000000;0.511954;0.154172;1.019990;1.019928;
173.100000;0.511954;0.154172;1.019990;1.019928;
173.200000;0.511954;0.154172;1.019990;1.019928;
173.300000;0.511954;0.154172;1.019990;1.019928;
173.400000;0.511954;0.154172;1.019990;1.019928;
173.500000;0.511954;0.154172;1.019990;1.019928;
173.600000;0.511954;0.154172;1.019990;1.019928;
173.700000;0.511954;0.154172;1.019990;1.019928;
173.800000;0.511954;0.154172;1.019990;1.019928;
173.900000;0.511954;0.154172;1.019990;1.019928;
174.000000;0.511954;0.154172;1.019990;1.019928;
174.100000;0.511954;0.154172;1.019990;1.019928;
174.200000;0.511954;0.154172;1.019990;1.019928;
174.300000;0.511954;0.154172;1.019990;1.019928;
174.400000;0.511954;0.154172;1.019990;1.019928;
174.500000;0.511954;0.154172;1.019990;1.019928;
174.600000;0.511954;0.154172;1.019990;1.019928;
174.700000;0.511954;0.154172;1.019990;1.019928;
174.800000;0.511954;0.154172;1.019990;1.019928;
174.900000;0.511954;0.154172;1.019990;1.019928;
175.000000;0.511954;0.154172;1.019990;1.019928;
175.100000;0.511954;0.154172;1.019990;1.019928;
