time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___5_EC_load_PPu;_LOAD___5_EC_load_QPu;NETWORK__BUS____5-BUS____6-1_PT_step;
0.000512;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051059;1.057020;1.055339;1.050531;1.035664;1.000000;1.000000;1.000000;1.000000;1.000000;232.375834;0.002560;40.096876;-0.084380;-0.006182;-16.616275;43.620644;25.059930;12.799169;17.567585;0.076006;0.016002;3.000000;
0.001024;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051059;1.057020;1.055339;1.050531;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.375917;0.002538;40.096696;-0.084292;-0.006176;-16.616194;43.620618;25.059946;12.799064;17.567604;0.076006;0.016002;3.000000;
0.002048;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051058;1.057020;1.055339;1.050530;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.376084;0.002496;40.096337;-0.084118;-0.006163;-16.616038;43.620567;25.059974;12.798862;17.567639;0.076006;0.016002;3.000000;
0.004096;1.060019;1.045051;1.010002;1.017714;1.019567;1.070154;1.061536;1.089929;1.055989;1.051058;1.057019;1.055338;1.050530;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.376414;0.002418;40.095625;-0.083771;-0.006136;-16.615743;43.620465;25.060022;12.798495;17.567702;0.076006;0.016002;3.000000;
0.008192;1.060019;1.045050;1.010002;1.017713;1.019567;1.070153;1.061536;1.089929;1.055988;1.051057;1.057018;1.055337;1.050529;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.377068;0.002286;40.094218;-0.083085;-0.006083;-16.615216;43.620261;25.060084;12.797889;17.567802;0.076006;0.016002;3.000000;
0.016384;1.060019;1.045050;1.010003;1.017713;1.019566;1.070151;1.061536;1.089928;1.055988;1.051057;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.378350;0.002095;40.091458;-0.081731;-0.005972;-16.614382;43.619869;25.060088;12.797110;17.567912;0.076006;0.016002;3.000000;
0.025631;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;0.001950;40.088386;-0.080205;-0.005834;-16.613712;43.619473;25.059947;12.796722;17.567930;0.076006;0.016002;3.000000;
0.025631;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;0.001950;40.088386;-0.080205;-0.005834;-16.613712;43.619473;25.059947;12.796722;17.567930;0.076006;0.016002;3.000000;
0.025631;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;0.001950;40.088386;-0.080205;-0.005834;-16.613712;43.619473;25.059947;12.796722;17.567930;0.076006;0.016002;3.000000;
0.032768;1.060019;1.045049;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050527;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.380860;0.001888;40.086046;-0.079030;-0.005718;-16.613391;43.619202;25.059735;12.796779;17.567868;0.076006;0.016002;3.000000;
0.044817;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382694;0.001789;40.082049;-0.076990;-0.005498;-16.613023;43.618844;25.059286;12.797091;17.567709;0.076006;0.016002;3.000000;
0.044817;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382694;0.001789;40.082049;-0.076990;-0.005498;-16.613023;43.618844;25.059286;12.797091;17.567709;0.076006;0.016002;3.000000;
0.044818;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;0.001789;40.082049;-0.076990;-0.005498;-16.613023;43.618844;25.059286;12.797091;17.567709;0.076006;0.016002;3.000000;
0.044819;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;0.001789;40.082048;-0.076990;-0.005498;-16.613023;43.618844;25.059286;12.797091;17.567709;0.076006;0.016002;3.000000;
0.044821;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;0.001790;40.082048;-0.076990;-0.005498;-16.613023;43.618844;25.059285;12.797091;17.567709;0.076006;0.016002;3.000000;
0.044825;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382696;0.001790;40.082047;-0.076989;-0.005498;-16.613023;43.618844;25.059285;12.797092;17.567709;0.076006;0.016002;3.000000;
0.044833;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382697;0.001790;40.082044;-0.076988;-0.005498;-16.613023;43.618844;25.059285;12.797092;17.567709;0.076006;0.016002;3.000000;
0.044849;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382699;0.001790;40.082039;-0.076985;-0.005498;-16.613023;43.618843;25.059284;12.797094;17.567708;0.076006;0.016002;3.000000;
0.044881;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382704;0.001790;40.082028;-0.076980;-0.005497;-16.613023;43.618842;25.059282;12.797096;17.567707;0.076006;0.016002;3.000000;
0.044945;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382714;0.001790;40.082008;-0.076969;-0.005496;-16.613023;43.618841;25.059279;12.797102;17.567706;0.076006;0.016002;3.000000;
0.045073;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382733;0.001790;40.081966;-0.076948;-0.005493;-16.613023;43.618837;25.059272;12.797112;17.567703;0.076006;0.016002;3.000000;
0.045329;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382771;0.001790;40.081883;-0.076905;-0.005488;-16.613022;43.618830;25.059258;12.797134;17.567696;0.076006;0.016002;3.000000;
0.045841;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382847;0.001791;40.081717;-0.076820;-0.005479;-16.613022;43.618816;25.059231;12.797177;17.567683;0.076006;0.016002;3.000000;
0.046865;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.383000;0.001791;40.081385;-0.076648;-0.005459;-16.613023;43.618790;25.059176;12.797264;17.567657;0.076006;0.016002;3.000000;
0.048913;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055988;1.051057;1.057017;1.055336;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.383306;0.001793;40.080718;-0.076304;-0.005419;-16.613031;43.618740;25.059062;12.797446;17.567602;0.076006;0.016002;3.000000;
0.053009;1.060020;1.045049;1.010003;1.017713;1.019566;1.070152;1.061536;1.089928;1.055988;1.051057;1.057018;1.055336;1.050528;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.383919;0.001796;40.079380;-0.075609;-0.005335;-16.613063;43.618653;25.058827;12.797828;17.567488;0.076006;0.016002;3.000000;
0.061201;1.060020;1.045049;1.010004;1.017714;1.019567;1.070154;1.061536;1.089927;1.055988;1.051058;1.057019;1.055338;1.050529;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.385151;0.001797;40.076675;-0.074190;-0.005157;-16.613193;43.618526;25.058323;12.798658;17.567243;0.076006;0.016002;3.000000;
0.077585;1.060020;1.045049;1.010004;1.017714;1.019567;1.070157;1.061537;1.089927;1.055990;1.051059;1.057021;1.055341;1.050532;1.035664;1.000000;1.000000;1.000000;1.000000;1.000000;232.387633;0.001773;40.071134;-0.071230;-0.004756;-16.613653;43.618446;25.057209;12.800481;17.566700;0.076006;0.016002;3.000000;
0.110353;1.060020;1.045049;1.010005;1.017716;1.019569;1.070164;1.061538;1.089927;1.055993;1.051063;1.057026;1.055347;1.050539;1.035669;1.000000;0.999999;1.000000;1.000000;1.000000;232.392616;0.001608;40.059512;-0.064802;-0.003809;-16.615069;43.618835;25.054687;12.804361;17.565509;0.076006;0.016002;3.000000;
0.175889;1.060021;1.045049;1.010007;1.017719;1.019573;1.070177;1.061542;1.089926;1.055998;1.051070;1.057036;1.055360;1.050550;1.035677;1.000000;0.999999;1.000001;1.000000;1.000000;232.401891;0.000880;40.035069;-0.050198;-0.001596;-16.618639;43.620860;25.048956;12.811793;17.563039;0.076007;0.016002;3.000000;
0.306961;1.060020;1.045050;1.010010;1.017724;1.019578;1.070197;1.061546;1.089924;1.056007;1.051081;1.057052;1.055379;1.050569;1.035690;1.000000;0.999999;1.000001;1.000000;1.000000;232.412480;-0.000970;39.991017;-0.018137;0.002305;-16.625295;43.625811;25.036610;12.823596;17.558540;0.076007;0.016003;3.000000;
0.569105;1.060020;1.045053;1.010014;1.017730;1.019585;1.070221;1.061550;1.089917;1.056016;1.051092;1.057070;1.055402;1.050591;1.035704;1.000000;1.000000;1.000001;1.000000;1.000000;232.401524;-0.002344;39.950282;0.031980;0.003985;-16.632857;43.631150;25.016395;12.837585;17.552162;0.076008;0.016003;3.000000;
1.025406;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979209;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025406;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979209;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025407;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979209;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025408;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979209;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025410;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979210;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025414;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382860;-0.001019;39.979210;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025422;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382859;-0.001019;39.979210;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025438;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382858;-0.001019;39.979211;0.023911;0.000252;-16.635855;43.633296;25.015231;12.842216;17.549329;0.076008;0.016003;3.000000;
1.025470;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382857;-0.001019;39.979212;0.023911;0.000252;-16.635855;43.633296;25.015230;12.842217;17.549329;0.076008;0.016003;3.000000;
1.025534;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382853;-0.001019;39.979216;0.023912;0.000251;-16.635856;43.633296;25.015229;12.842218;17.549328;0.076008;0.016003;3.000000;
1.025662;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382847;-0.001019;39.979222;0.023913;0.000250;-16.635857;43.633297;25.015228;12.842219;17.549327;0.076008;0.016003;3.000000;
1.025918;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382834;-0.001018;39.979234;0.023914;0.000248;-16.635859;43.633299;25.015225;12.842222;17.549325;0.076008;0.016003;3.000000;
1.026430;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382807;-0.001017;39.979259;0.023918;0.000244;-16.635863;43.633302;25.015219;12.842229;17.549321;0.076008;0.016003;3.000000;
1.027454;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382754;-0.001014;39.979309;0.023924;0.000236;-16.635871;43.633308;25.015208;12.842241;17.549313;0.076008;0.016003;3.000000;
1.029502;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382649;-0.001010;39.979411;0.023936;0.000219;-16.635887;43.633319;25.015185;12.842266;17.549297;0.076008;0.016003;3.000000;
1.033598;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382439;-0.001000;39.979618;0.023953;0.000186;-16.635918;43.633342;25.015142;12.842316;17.549266;0.076008;0.016003;3.000000;
1.041790;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089910;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382022;-0.000978;39.980053;0.023969;0.000118;-16.635978;43.633386;25.015063;12.842412;17.549206;0.076008;0.016003;3.000000;
1.058174;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089910;1.056016;1.051093;1.057073;1.055408;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.381204;-0.000932;39.980990;0.023918;-0.000023;-16.636092;43.633465;25.014934;12.842597;17.549090;0.076008;0.016003;3.000000;
1.084808;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379948;-0.000849;39.982670;0.023616;-0.000258;-16.636263;43.633578;25.014801;12.842878;17.548915;0.076008;0.016003;3.000000;
1.084808;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379948;-0.000849;39.982670;0.023616;-0.000258;-16.636263;43.633578;25.014801;12.842878;17.548915;0.076008;0.016003;3.000000;
1.084808;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379948;-0.000849;39.982670;0.023616;-0.000258;-16.636263;43.633578;25.014801;12.842878;17.548915;0.076008;0.016003;3.000000;
1.090942;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379672;-0.000828;39.983085;0.023508;-0.000313;-16.636300;43.633602;25.014784;12.842939;17.548877;0.076008;0.016003;3.000000;
1.156478;1.060018;1.045055;1.010011;1.017729;1.019585;1.070230;1.061547;1.089909;1.056016;1.051093;1.057074;1.055409;1.050598;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.377271;-0.000615;39.987759;0.021592;-0.000867;-16.636689;43.633867;25.014888;12.843538;17.548518;0.076008;0.016003;3.000000;
1.287550;1.060017;1.045056;1.010009;1.017729;1.019585;1.070231;1.061546;1.089907;1.056015;1.051093;1.057075;1.055410;1.050599;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.376077;-0.000347;39.996621;0.014704;-0.001565;-16.637551;43.634666;25.016319;12.844509;17.547986;0.076008;0.016003;3.000000;
1.549694;1.060017;1.045056;1.010007;1.017728;1.019585;1.070232;1.061545;1.089905;1.056015;1.051093;1.057075;1.055411;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.383932;-0.000327;40.006292;-0.001765;-0.001341;-16.639705;43.637343;25.020890;12.845877;17.547297;0.076008;0.016003;3.000000;
2.073982;1.060016;1.045055;1.010006;1.017727;1.019584;1.070233;1.061544;1.089903;1.056014;1.051093;1.057075;1.055412;1.050600;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.397700;-0.000411;40.007189;-0.016170;-0.000003;-16.643003;43.641727;25.025337;12.847108;17.546466;0.076008;0.016003;3.000000;
2.921165;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392571;-0.000447;40.001350;-0.005813;-0.000153;-16.643566;43.642451;25.021948;12.846946;17.546217;0.076008;0.016003;3.000000;
2.921165;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392571;-0.000447;40.001350;-0.005813;-0.000153;-16.643566;43.642451;25.021948;12.846946;17.546217;0.076008;0.016003;3.000000;
2.921165;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.392571;-0.000447;40.001350;-0.005813;-0.000153;-16.643566;43.642451;25.021948;12.846946;17.546217;0.076008;0.016003;3.000000;
3.122558;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089903;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.391352;-0.000456;39.999962;-0.003351;-0.000189;-16.643699;43.642623;25.021143;12.846907;17.546158;0.076008;0.016003;3.000000;
5.219710;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389274;-0.000475;39.999262;-0.000664;-0.000347;-16.644236;43.643294;25.020077;12.846875;17.546091;0.076008;0.016003;3.000000;
6.647146;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389304;-0.000475;39.999304;-0.000734;-0.000348;-16.644351;43.643422;25.020088;12.846880;17.546089;0.076008;0.016003;3.000000;
6.647146;1.060016;1.045056;1.010007;1.017728;1.019585;1.070233;1.061545;1.089902;1.056014;1.051093;1.057076;1.055413;1.050601;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.389304;-0.000475;39.999304;-0.000734;-0.000348;-16.644351;43.643422;25.020088;12.846880;17.546089;0.076008;0.016003;3.000000;
