time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____1_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;UFLS_ufls_deltaPQ;UFLS_ufls_tThresholdReached_0_;UFLS_ufls_stepActivated_0_;UFLS_ufls_stepActivated_1_;UFLS_ufls_omegaMonitoredPu;OMEGA_REF_omegaRef_0_value;
0.016384;1.059972;1.045040;1.010001;1.017702;1.019552;1.070145;1.061528;1.089925;1.055980;1.051049;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.335253;0.004662;40.118167;-0.072179;-0.006166;-16.684862;43.671220;25.065954;12.800469;17.570237;1.058827;1.070145;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027047;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070510;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027047;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070510;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027048;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338893;0.004285;40.113070;-0.070509;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027049;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338894;0.004285;40.113069;-0.070509;-0.006028;-16.681711;43.668935;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027051;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338894;0.004285;40.113068;-0.070509;-0.006028;-16.681710;43.668934;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027055;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338896;0.004284;40.113066;-0.070508;-0.006028;-16.681709;43.668933;25.065662;12.799981;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027063;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338898;0.004284;40.113063;-0.070507;-0.006028;-16.681707;43.668932;25.065661;12.799982;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027079;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338904;0.004284;40.113055;-0.070505;-0.006028;-16.681703;43.668929;25.065661;12.799982;17.570212;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027111;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338914;0.004283;40.113040;-0.070500;-0.006028;-16.681695;43.668922;25.065659;12.799982;17.570211;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027175;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338936;0.004282;40.113010;-0.070490;-0.006027;-16.681679;43.668910;25.065657;12.799982;17.570211;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027303;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.338979;0.004279;40.112950;-0.070470;-0.006025;-16.681646;43.668885;25.065652;12.799982;17.570209;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.027559;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339066;0.004273;40.112829;-0.070431;-0.006022;-16.681581;43.668835;25.065641;12.799983;17.570206;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.028071;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339239;0.004262;40.112588;-0.070353;-0.006016;-16.681452;43.668735;25.065619;12.799987;17.570199;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.029095;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035653;1.000000;1.000000;1.000000;1.000000;1.000000;232.339585;0.004240;40.112106;-0.070197;-0.006005;-16.681199;43.668539;25.065575;12.799997;17.570184;1.058829;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.030691;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340124;0.004207;40.111355;-0.069953;-0.005986;-16.680814;43.668239;25.065503;12.800022;17.570160;1.058830;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.031143;1.059974;1.045039;1.010001;1.017702;1.019552;1.070144;1.061528;1.089925;1.055980;1.051049;1.057009;1.055328;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.340277;0.004198;40.111142;-0.069884;-0.005981;-16.680707;43.668155;25.065482;12.800031;17.570152;1.058830;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.035239;1.059975;1.045039;1.010001;1.017703;1.019552;1.070144;1.061528;1.089924;1.055980;1.051049;1.057010;1.055329;1.050520;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.341663;0.004121;40.109215;-0.069257;-0.005933;-16.679780;43.667425;25.065279;12.800151;17.570077;1.058830;1.070144;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.043431;1.059976;1.045039;1.010001;1.017703;1.019553;1.070145;1.061529;1.089924;1.055980;1.051050;1.057010;1.055329;1.050521;1.035654;1.000000;1.000000;1.000000;1.000000;1.000000;232.344448;0.003986;40.105353;-0.067992;-0.005835;-16.678131;43.666108;25.064819;12.800558;17.569888;1.058832;1.070145;1.048776;1.011505;1.096373;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052838;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066508;-0.005717;-16.676509;43.664805;25.064221;12.801214;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052838;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066508;-0.005717;-16.676509;43.664805;25.064221;12.801214;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052839;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347675;0.003843;40.100882;-0.066507;-0.005717;-16.676509;43.664805;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052840;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347676;0.003843;40.100881;-0.066507;-0.005717;-16.676509;43.664805;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052842;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347676;0.003843;40.100880;-0.066507;-0.005717;-16.676508;43.664804;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052846;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347678;0.003843;40.100878;-0.066506;-0.005717;-16.676508;43.664804;25.064221;12.801215;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052854;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347680;0.003843;40.100875;-0.066505;-0.005717;-16.676507;43.664803;25.064220;12.801216;17.569628;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052870;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347686;0.003843;40.100867;-0.066502;-0.005717;-16.676504;43.664801;25.064219;12.801217;17.569627;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052902;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347697;0.003842;40.100852;-0.066497;-0.005716;-16.676499;43.664797;25.064217;12.801220;17.569626;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.052966;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347719;0.003842;40.100821;-0.066487;-0.005715;-16.676490;43.664789;25.064212;12.801226;17.569624;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.053094;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347763;0.003840;40.100760;-0.066467;-0.005714;-16.676470;43.664773;25.064204;12.801237;17.569620;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.053350;1.059977;1.045039;1.010002;1.017703;1.019553;1.070146;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.347851;0.003837;40.100639;-0.066426;-0.005711;-16.676431;43.664741;25.064186;12.801259;17.569612;1.058833;1.070146;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.053862;1.059977;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057011;1.055331;1.050522;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.348027;0.003830;40.100395;-0.066345;-0.005704;-16.676355;43.664678;25.064150;12.801304;17.569596;1.058833;1.070147;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.054886;1.059977;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051050;1.057012;1.055331;1.050523;1.035655;1.000000;1.000000;1.000000;1.000000;1.000000;232.348380;0.003816;40.099907;-0.066182;-0.005691;-16.676203;43.664554;25.064078;12.801396;17.569563;1.058833;1.070147;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.056934;1.059978;1.045039;1.010002;1.017703;1.019553;1.070147;1.061529;1.089924;1.055981;1.051051;1.057012;1.055331;1.050523;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.349087;0.003790;40.098929;-0.065854;-0.005665;-16.675910;43.664313;25.063933;12.801584;17.569496;1.058833;1.070147;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.061030;1.059978;1.045039;1.010002;1.017704;1.019554;1.070148;1.061529;1.089924;1.055982;1.051051;1.057013;1.055332;1.050524;1.035656;1.000000;1.000000;1.000000;1.000000;1.000000;232.350507;0.003735;40.096965;-0.065192;-0.005611;-16.675355;43.663861;25.063634;12.801979;17.569357;1.058834;1.070148;1.048775;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.069222;1.059979;1.045039;1.010002;1.017704;1.019554;1.070150;1.061530;1.089924;1.055982;1.051052;1.057014;1.055334;1.050525;1.035657;1.000000;0.999999;1.000000;1.000000;1.000000;232.353370;0.003622;40.092999;-0.063840;-0.005498;-16.674367;43.663062;25.063009;12.802827;17.569066;1.058835;1.070150;1.048776;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.085606;1.059981;1.045040;1.010002;1.017705;1.019556;1.070153;1.061531;1.089924;1.055984;1.051054;1.057017;1.055337;1.050528;1.035659;1.000000;0.999999;1.000000;1.000000;1.000000;232.359179;0.003366;40.084907;-0.061021;-0.005257;-16.672779;43.661839;25.061681;12.804668;17.568444;1.058837;1.070153;1.048776;1.011506;1.096372;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.118374;1.059984;1.045040;1.010003;1.017707;1.019558;1.070161;1.061533;1.089924;1.055987;1.051058;1.057022;1.055344;1.050535;1.035664;1.000000;0.999999;1.000000;0.999999;1.000000;232.371003;0.002713;40.068152;-0.054914;-0.004721;-16.670680;43.660517;25.058823;12.808549;17.567131;1.058840;1.070161;1.048776;1.011507;1.096371;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.183910;1.059989;1.045042;1.010005;1.017711;1.019562;1.070174;1.061536;1.089924;1.055993;1.051065;1.057033;1.055357;1.050548;1.035673;1.000000;0.999999;1.000001;0.999999;1.000000;232.393925;0.001002;40.034002;-0.041218;-0.003598;-16.668681;43.660391;25.052746;12.815949;17.564525;1.058845;1.070174;1.048777;1.011509;1.096370;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.294684;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;0.999999;1.000001;0.999999;1.000000;232.422540;-0.001673;39.984570;-0.016950;-0.002310;-16.667079;43.661905;25.042411;12.826079;17.560600;1.058852;1.070193;1.048779;1.011511;1.096367;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
0.294684;1.059995;1.045043;1.010009;1.017716;1.019568;1.070193;1.061541;1.089922;1.056001;1.051075;1.057047;1.055374;1.050564;1.035685;1.000000;0.999999;1.000001;0.999999;1.000000;232.422540;-0.001673;39.984570;-0.016950;-0.002310;-16.667079;43.661905;25.042411;12.826079;17.560600;1.058852;1.070193;1.048779;1.011511;1.096367;0.000000;1.000000e+60;-1.000000;-1.000000;1.000000;1.000000;
