time;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;NETWORK__KANA___1_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;GEN____6_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN____1_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____6_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN____1_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____6_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN____1_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;_LOAD____9_EC_load_PPu;_LOAD____9_EC_load_QPu;GEN____9_SM_generator_UStatorPu;
1.00537;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.012267;-0.0242237;478.66;309.999;40.014;450.015;0.0140587;0.88984;2.30792;128.858;128.682;-0.950316;62.0672;-0.741277;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00537;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122669;-0.0242236;478.66;309.999;40.014;450.015;0.0140587;0.88984;2.30792;128.858;128.682;-0.950316;62.0672;-0.741277;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00538;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122667;-0.0242233;478.66;309.999;40.014;450.015;0.0140587;0.88984;2.30792;128.858;128.682;-0.950316;62.0672;-0.741277;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00539;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122663;-0.0242228;478.66;309.999;40.014;450.015;0.0140587;0.88984;2.30792;128.858;128.682;-0.950316;62.0672;-0.741277;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.0054;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122655;-0.0242218;478.66;309.999;40.014;450.015;0.0140587;0.889839;2.30792;128.858;128.682;-0.950316;62.0672;-0.741277;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00543;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122638;-0.0242198;478.66;309.999;40.014;450.015;0.0140586;0.889839;2.30792;128.858;128.682;-0.950316;62.0672;-0.741276;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.0055;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122604;-0.0242158;478.66;309.999;40.014;450.015;0.0140586;0.889839;2.30792;128.858;128.682;-0.950316;62.0672;-0.741276;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00563;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122536;-0.0242078;478.66;309.999;40.014;450.015;0.0140584;0.889838;2.30791;128.858;128.682;-0.950315;62.0672;-0.741275;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00588;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0122401;-0.0241918;478.66;309.999;40.014;450.015;0.0140581;0.889837;2.30791;128.858;128.682;-0.950314;62.0672;-0.741273;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00639;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.012213;-0.0241596;478.66;310;40.014;450.015;0.0140574;0.889834;2.30791;128.858;128.682;-0.950312;62.0672;-0.741269;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00742;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0121586;-0.0240949;478.66;310;40.0139;450.015;0.0140559;0.889828;2.30789;128.858;128.682;-0.950307;62.0673;-0.741261;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.00947;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0120488;-0.0239638;478.66;310;40.0138;450.015;0.0140523;0.889816;2.30787;128.858;128.682;-0.950298;62.0673;-0.741246;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.01356;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0118258;-0.023695;478.661;310;40.0136;450.014;0.0140424;0.889791;2.30782;128.857;128.682;-0.950279;62.0673;-0.741215;1;1;1;1;1;1;1;1.20997;0.259989;0.982339;
1.02175;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0113662;-0.0231325;478.661;310;40.0131;450.013;0.0140124;0.889736;2.30771;128.857;128.682;-0.950239;62.0674;-0.741153;1;1;1;1;1;1;1;1.20997;0.259989;0.982338;
1.03814;0.97998;1.00497;1.01501;1.03999;0.984972;0.979984;1.00999;-0.0104006;-0.021916;478.662;310;40.0121;450.011;0.0139123;0.889611;2.30749;128.857;128.682;-0.950153;62.0675;-0.741028;1;1;1;1;1;1;1;1.20997;0.259989;0.982338;
1.07091;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00834078;-0.0191893;478.664;310;40.01;450.006;0.0135634;0.889312;2.30697;128.857;128.682;-0.949965;62.0679;-0.740777;1;1;1;1;1;1;1;1.20997;0.259989;0.982338;
1.0995;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651836;-0.0166383;478.665;310.001;40.0081;450.002;0.0131248;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.0995;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651829;-0.0166382;478.665;310.001;40.0081;450.002;0.0131248;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.0995;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651822;-0.0166381;478.665;310.001;40.0081;450.002;0.0131248;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09951;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651809;-0.0166379;478.665;310.001;40.0081;450.002;0.0131247;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09951;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651782;-0.0166375;478.665;310.001;40.0081;450.002;0.0131247;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09952;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651728;-0.0166367;478.665;310.001;40.0081;450.002;0.0131245;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09953;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.0065162;-0.0166352;478.665;310.001;40.0081;450.002;0.0131242;0.889024;2.3065;128.857;128.682;-0.949798;62.0683;-0.740562;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09957;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00651404;-0.0166321;478.665;310.001;40.0081;450.002;0.0131236;0.889023;2.3065;128.857;128.682;-0.949798;62.0683;-0.740561;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09963;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00650972;-0.0166259;478.665;310.001;40.0081;450.002;0.0131225;0.889022;2.3065;128.857;128.682;-0.949797;62.0683;-0.740561;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.09976;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00650108;-0.0166136;478.665;310.001;40.0081;450.002;0.0131201;0.889021;2.30649;128.857;128.682;-0.949796;62.0683;-0.74056;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.10001;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.0064838;-0.0165889;478.665;310.001;40.0081;450.002;0.0131154;0.889018;2.30649;128.857;128.682;-0.949795;62.0683;-0.740558;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.10053;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00644924;-0.0165395;478.665;310.001;40.008;450.002;0.013106;0.889012;2.30648;128.857;128.682;-0.949791;62.0683;-0.740554;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.10155;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.0063801;-0.0164406;478.665;310.001;40.008;450.002;0.0130869;0.889001;2.30646;128.857;128.682;-0.949785;62.0683;-0.740546;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.1036;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00624183;-0.0162422;478.665;310.001;40.0078;450.001;0.0130484;0.888977;2.30642;128.857;128.682;-0.949772;62.0683;-0.740531;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.10769;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00596533;-0.0158435;478.665;310.001;40.0075;450.001;0.0129695;0.88893;2.30635;128.857;128.682;-0.949746;62.0684;-0.7405;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11274;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562495;-0.0153488;478.666;310.001;40.0072;450;0.0128689;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11275;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562489;-0.0153487;478.666;310.001;40.0072;450;0.0128689;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11275;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562482;-0.0153486;478.666;310.001;40.0072;450;0.0128689;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11275;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562469;-0.0153484;478.666;310.001;40.0071;450;0.0128688;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11275;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562442;-0.015348;478.666;310.001;40.0071;450;0.0128687;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11276;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562388;-0.0153473;478.666;310.001;40.0071;450;0.0128686;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11278;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.0056228;-0.0153457;478.666;310.001;40.0071;450;0.0128683;0.888872;2.30626;128.856;128.682;-0.949714;62.0685;-0.740462;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11281;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00562064;-0.0153425;478.666;310.001;40.0071;450;0.0128676;0.888871;2.30626;128.856;128.682;-0.949714;62.0685;-0.740461;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11287;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00561633;-0.0153362;478.666;310.001;40.0071;450;0.0128663;0.888871;2.30625;128.856;128.682;-0.949714;62.0685;-0.740461;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.113;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.0056077;-0.0153236;478.666;310.001;40.0071;450;0.0128637;0.888869;2.30625;128.856;128.682;-0.949713;62.0685;-0.74046;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11326;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00559045;-0.0152985;478.666;310.001;40.0071;450;0.0128585;0.888866;2.30625;128.856;128.682;-0.949711;62.0685;-0.740458;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11377;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00555595;-0.015248;478.666;310.001;40.0071;450;0.012848;0.88886;2.30624;128.856;128.682;-0.949708;62.0685;-0.740454;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11479;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00548698;-0.0151471;478.666;310.001;40.007;450;0.012827;0.888848;2.30622;128.856;128.682;-0.949701;62.0685;-0.740446;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.11684;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00534915;-0.0149449;478.666;310.001;40.0069;449.999;0.0127846;0.888824;2.30618;128.856;128.681;-0.949689;62.0685;-0.740431;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.12094;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00507402;-0.0145392;478.666;310.001;40.0066;449.999;0.0126979;0.888776;2.30611;128.856;128.681;-0.949663;62.0686;-0.7404;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.12913;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00452676;-0.0137234;478.667;310.001;40.006;449.998;0.0125177;0.88868;2.30595;128.856;128.681;-0.949612;62.0687;-0.740339;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.14551;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00345022;-0.0120827;478.667;310.001;40.0048;449.996;0.0121323;0.888486;2.30565;128.856;128.681;-0.949514;62.069;-0.740219;1;1;1;1;1;1;1;1.20997;0.259989;0.982337;
1.17828;0.97998;1.00497;1.01501;1.03999;0.984971;0.979984;1.00999;-0.00141249;-0.00882652;478.669;310.002;40.0025;449.991;0.0112753;0.888106;2.30505;128.856;128.681;-0.949333;62.0695;-0.739988;1;1;1;1;1;1;1;1.20997;0.259989;0.982336;
1.24382;0.979981;1.00497;1.01501;1.03999;0.98497;0.979984;1.00999;0.00194982;-0.0028098;478.671;310.003;39.9985;449.985;0.00932677;0.887432;2.30397;128.855;128.68;-0.949068;62.0704;-0.739577;1;1;1;1;1;1;1;1.20997;0.25999;0.982336;
1.33626;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.0047436;0.00365225;478.672;310.003;39.9948;449.98;0.00643668;0.886798;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33626;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474362;0.00365231;478.672;310.003;39.9948;449.98;0.00643664;0.886798;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33626;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474364;0.00365237;478.672;310.003;39.9948;449.98;0.00643661;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33626;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474368;0.0036525;478.672;310.003;39.9948;449.98;0.00643654;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474376;0.00365275;478.672;310.003;39.9948;449.98;0.0064364;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33627;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474392;0.00365325;478.672;310.003;39.9948;449.98;0.00643613;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33629;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474423;0.00365424;478.672;310.003;39.9948;449.98;0.00643558;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33632;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474487;0.00365624;478.672;310.003;39.9948;449.98;0.00643447;0.886797;2.3029;128.854;128.68;-0.948947;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33639;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474613;0.00366022;478.672;310.003;39.9948;449.98;0.00643227;0.886797;2.3029;128.854;128.68;-0.948948;62.0713;-0.739147;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
1.33651;0.979981;1.00497;1.01501;1.03999;0.98497;0.979985;1.00999;0.00474866;0.00366819;478.672;310.003;39.9948;449.98;0.00642787;0.886796;2.3029;128.854;128.68;-0.948948;62.0713;-0.739146;1;1;1;1;1;1;1;1.20997;0.25999;0.982335;
