time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;NETWORK__BEAV___6-BUS____7-1_AC_P2_value;NETWORK__BUS____7-CLIN___8-1_AC_P1_value;
10;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837657;40.0006;0.000568317;450;0.000837669;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
11;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837559;40.0006;0.000568279;450;0.000837493;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
12;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837493;40.0006;0.000568259;450;0.000837381;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
13;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837443;40.0006;0.000568251;450;0.000837311;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
14;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837408;40.0006;0.000568246;450;0.000837265;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
15;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837383;40.0006;0.000568244;450;0.000837233;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
16;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837366;40.0006;0.000568243;450;0.000837212;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
17;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837353;40.0006;0.000568243;450;0.000837197;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
18;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837345;40.0006;0.000568242;450;0.000837186;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
19;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837338;40.0006;0.000568242;450;0.000837179;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
20;1.03999;1.00999;0.98497;0.979981;1.00497;0.979985;1.01501;478.661;0.000837334;40.0006;0.000568242;450;0.000837174;310.001;128.856;-0.739637;-0.950387;0.88761;62.0679;2.30435;128.68;1;1;1;1;1;1;1;1.25159;1.00926;0.984843;0.980887;1.1569;0.982336;1.18193;0.178433;-0.779315;
20;1.04001;1.00999;0.984806;0.977401;1.00741;0.98038;1.01506;478.971;0.679359;43.8037;26.1397;427.511;-6.74098;308.881;128.764;-0.750944;-0.493887;7.58562;57.3063;0.937607;128.586;1;1;1;1;1;1;1;1.25163;1.00925;0.985309;0.985525;1.14578;0.98136;1.18159;0.274259;-0.873869;
21;1.04;1.0097;0.983553;0.972681;1.00841;0.98131;1.01551;478.974;0.407476;40.5155;1.46673;449.173;-0.461685;309.938;128.748;-0.385462;0.673846;9.10549;59.0496;0.704565;128.156;0.999987;0.999984;0.999972;0.999914;1.00004;1.00002;1;1.25161;1.00932;0.985099;0.982044;1.15621;0.982028;1.1818;0.43435;-1.02404;
22;1.03996;1.00959;0.983268;0.971823;1.00847;0.981453;1.01559;478.813;0.110998;39.9459;-0.620704;450.72;0.66773;310.335;128.827;-0.316383;0.744798;8.74378;59.3048;0.825209;128.125;0.999985;0.999984;0.999983;0.999976;0.999993;0.999992;0.999988;1.2516;1.00928;0.984864;0.980821;1.15708;0.982294;1.18193;0.448373;-1.03685;
23;1.03993;1.00957;0.983237;0.971755;1.00851;0.981459;1.01558;478.841;0.163543;40.0975;-0.0220196;450.262;0.341253;310.254;128.834;-0.321988;0.691376;8.4557;59.4463;0.893706;128.175;0.999982;0.999983;0.999983;0.999984;0.999981;0.999981;0.999982;1.2516;1.00925;0.984785;0.980457;1.15706;0.98237;1.18195;0.444056;-1.03279;
24;1.03992;1.00956;0.983231;0.97175;1.00852;0.981455;1.01557;478.868;0.206306;40.1527;0.145874;450.146;0.201384;310.207;128.826;-0.323978;0.680932;8.39378;59.4845;0.91291;128.193;0.99998;0.99998;0.99998;0.99998;0.999979;0.999979;0.999979;1.25159;1.00924;0.984771;0.980388;1.15706;0.982385;1.18195;0.442773;-1.03159;
25;1.03992;1.00956;0.983228;0.971745;1.00851;0.981453;1.01556;478.87;0.208167;40.1523;0.145564;450.146;0.195386;310.205;128.823;-0.322966;0.682171;8.38935;59.4873;0.915372;128.193;0.999977;0.999977;0.999977;0.999978;0.999977;0.999977;0.999977;1.25159;1.00924;0.984769;0.980378;1.15706;0.982386;1.18194;0.442762;-1.03158;
26;1.03992;1.00956;0.983227;0.971743;1.00851;0.981453;1.01556;478.869;0.204255;40.149;0.138229;450.151;0.202016;310.208;128.822;-0.322363;0.682906;8.38997;59.4854;0.915615;128.192;0.999976;0.999976;0.999976;0.999976;0.999976;0.999976;0.999976;1.25158;1.00924;0.984769;0.980376;1.15706;0.982386;1.18194;0.442821;-1.03163;
27;1.03991;1.00956;0.983227;0.971742;1.00851;0.981453;1.01556;478.868;0.202915;40.1483;0.137;450.152;0.203217;310.209;128.822;-0.322038;0.683195;8.3902;59.4846;0.916075;128.192;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;0.999975;1.25158;1.00924;0.984768;0.980376;1.15706;0.982386;1.18194;0.442832;-1.03164;
28;1.03991;1.00956;0.983227;0.971742;1.00851;0.981453;1.01556;478.868;0.202672;40.1484;0.13702;450.152;0.202831;310.209;128.822;-0.321875;0.683293;8.39026;59.4842;0.916359;128.192;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
29;1.03991;1.00956;0.983226;0.971742;1.00851;0.981452;1.01556;478.869;0.202552;40.1484;0.137029;450.152;0.202546;310.209;128.822;-0.321779;0.683338;8.39032;59.484;0.916494;128.192;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
30;1.03991;1.00956;0.983226;0.971741;1.00851;0.981452;1.01556;478.869;0.202436;40.1484;0.13701;450.152;0.202417;310.209;128.821;-0.32172;0.683363;8.39036;59.4839;0.916561;128.192;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;0.999974;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
31;1.03991;1.00956;0.983226;0.971741;1.00851;0.981452;1.01556;478.869;0.202349;40.1484;0.136997;450.152;0.202343;310.209;128.821;-0.321683;0.683376;8.39039;59.4838;0.916599;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
32;1.03991;1.00956;0.983226;0.971741;1.00851;0.981452;1.01556;478.869;0.202289;40.1483;0.136991;450.152;0.202291;310.21;128.821;-0.32166;0.683383;8.3904;59.4838;0.916622;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
33;1.03991;1.00956;0.983226;0.971741;1.00851;0.981452;1.01556;478.869;0.20225;40.1483;0.136988;450.152;0.202254;310.21;128.821;-0.321645;0.683387;8.39041;59.4838;0.916635;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
34;1.03991;1.00956;0.983226;0.971742;1.00851;0.981452;1.01556;478.869;0.202222;40.1483;0.136987;450.152;0.202228;310.21;128.821;-0.321636;0.68339;8.39042;59.4838;0.916644;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
35;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202203;40.1483;0.136987;450.152;0.20221;310.21;128.821;-0.32163;0.683391;8.39042;59.4838;0.916649;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
36;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.20219;40.1483;0.136986;450.152;0.202197;310.21;128.821;-0.321625;0.683392;8.39042;59.4838;0.916652;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
37;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.20218;40.1483;0.136986;450.152;0.202188;310.21;128.821;-0.321622;0.683392;8.39042;59.4838;0.916655;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
38;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202174;40.1483;0.136987;450.152;0.202182;310.21;128.821;-0.321621;0.683392;8.39042;59.4838;0.916656;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
39;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202169;40.1483;0.136987;450.152;0.202177;310.21;128.821;-0.321619;0.683393;8.39043;59.4838;0.916657;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984768;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
40;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202166;40.1483;0.136987;450.152;0.202174;310.21;128.821;-0.321618;0.683393;8.39043;59.4838;0.916658;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
41;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202164;40.1483;0.136987;450.152;0.202172;310.21;128.821;-0.321618;0.683393;8.39043;59.4838;0.916658;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
42;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202162;40.1483;0.136987;450.152;0.20217;310.21;128.821;-0.321617;0.683393;8.39043;59.4838;0.916658;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
43;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202161;40.1483;0.136987;450.152;0.202169;310.21;128.821;-0.321617;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
44;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.20216;40.1483;0.136987;450.152;0.202168;310.21;128.821;-0.321617;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
45;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.20216;40.1483;0.136987;450.152;0.202168;310.21;128.821;-0.321617;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
46;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
47;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
48;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
49;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
50;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
51;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202167;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
52;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
53;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
54;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202159;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
55;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
56;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
57;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
58;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
59;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
60;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
61;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
62;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
63;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
64;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
65;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
66;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
67;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
68;1.03991;1.00956;0.983227;0.971742;1.00851;0.981452;1.01556;478.869;0.202158;40.1483;0.136987;450.152;0.202166;310.21;128.821;-0.321616;0.683393;8.39043;59.4838;0.916659;128.192;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;0.999973;1.25158;1.00924;0.984769;0.980376;1.15705;0.982386;1.18194;0.442831;-1.03164;
