time;Generator_generator_UPu;Generator_generator_running;Generator_generator_QGenPu;Generator_generator_PGenPu;Generator_generator_omegaRefPu;NETWORK_Load_P;NETWORK_Load_Q;NETWORK_Load_Pc;NETWORK_Load_Qc;NETWORK_Load_PRefPu_value;NETWORK_Load_QRefPu_value;NETWORK_Load_state;NETWORK_Load2_P;NETWORK_Load2_Q;NETWORK_Load2_Pc;NETWORK_Load2_Qc;NETWORK_Load2_PRefPu_value;NETWORK_Load2_QRefPu_value;NETWORK_Load2_state;
13.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
13.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
14.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
15.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
16.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
17.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
18.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.100000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.200000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.300000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.400000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.500000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.600000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.700000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.800000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
19.900000;1.001197;1.000000;0.003000;0.008000;1.000000;0.005000;0.001500;0.005000;0.001500;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.005000;0.001500;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.000000;1.001197;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
20.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
21.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
22.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
23.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
24.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.800000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
25.900000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.000000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.100000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.200000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.300000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.400000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.500000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.600000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
26.700000;0.998389;1.000000;0.003000;0.008000;1.000000;0.004000;0.003000;0.004000;0.003000;0.004000;0.003000;2.000000;0.002000;0.001000;0.002000;0.001000;0.002000;0.001000;2.000000;
