time;NETWORK__KANA___1_TN_Upu_value;NETWORK__TURN___2_TN_Upu_value;NETWORK__LOGA___3_TN_Upu_value;NETWORK__BEAV___6_TN_Upu_value;NETWORK__CLIN___8_TN_Upu_value;NETWORK__SALT___9_TN_Upu_value;NETWORK__GLEN__12_TN_Upu_value;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____9_SM_generator_PGen;GEN___12_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____9_SM_generator_QGen;GEN___12_SM_generator_QGen;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____9_SM_generator_omegaPu;GEN___12_SM_generator_omegaPu;GEN____1_SM_generator_UStatorPu;GEN____2_SM_generator_UStatorPu;GEN____3_SM_generator_UStatorPu;GEN____6_SM_generator_UStatorPu;GEN____8_SM_generator_UStatorPu;GEN____9_SM_generator_UStatorPu;GEN___12_SM_generator_UStatorPu;NETWORK__BEAV___6-BUS____7-1_AC_P2_value;NETWORK__BUS____7-CLIN___8-1_AC_P1_value;
5.96876e-05;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457619;39.9251;0.0867828;449.871;0.139414;310.018;128.851;-0.722116;-1.00192;0.899431;62.0098;2.29926;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
6.16876e-05;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457616;39.9251;0.0867821;449.871;0.139413;310.018;128.851;-0.722116;-1.00192;0.899431;62.0098;2.29926;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
6.56876e-05;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457611;39.9252;0.0867808;449.871;0.139411;310.018;128.851;-0.722117;-1.00192;0.89943;62.0098;2.29926;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
7.36876e-05;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.04576;39.9252;0.0867783;449.871;0.139408;310.018;128.851;-0.722118;-1.00192;0.899429;62.0098;2.29926;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
8.96876e-05;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457578;39.9252;0.0867731;449.871;0.139401;310.018;128.851;-0.72212;-1.00192;0.899427;62.0098;2.29926;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
0.000121688;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457534;39.9252;0.0867628;449.871;0.139387;310.018;128.851;-0.722124;-1.00191;0.899422;62.0098;2.29925;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779087;
0.000185688;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0457446;39.9252;0.0867422;449.871;0.139359;310.018;128.851;-0.722132;-1.00189;0.899413;62.0098;2.29925;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984773;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779088;
0.000313688;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.045727;39.9252;0.086701;449.871;0.139303;310.018;128.851;-0.722149;-1.00185;0.899394;62.0099;2.29925;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984774;0.980907;1.15679;0.982343;1.18202;0.178225;-0.779088;
0.000569688;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0456918;39.9253;0.0866186;449.871;0.139191;310.018;128.851;-0.722182;-1.00177;0.899357;62.01;2.29924;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984774;0.980907;1.15679;0.982343;1.18202;0.178226;-0.779088;
0.00108169;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0456216;39.9254;0.0864538;449.871;0.138967;310.018;128.851;-0.722248;-1.00161;0.899283;62.0102;2.29923;128.745;1;1;1;1;1;1;1;1.2516;1.00928;0.984774;0.980907;1.15679;0.982343;1.18202;0.178226;-0.779089;
0.00210569;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.69;-0.0454814;39.9256;0.0861239;449.872;0.138517;310.018;128.851;-0.722379;-1.0013;0.899136;62.0106;2.2992;128.744;1;1;1;1;1;1;1;1.2516;1.00928;0.984774;0.980906;1.15679;0.982343;1.18202;0.178227;-0.77909;
0.00415369;1.04;1.00999;0.984956;0.979989;1.00496;0.979997;1.01504;478.689;-0.0452024;39.9261;0.0854636;449.873;0.137613;310.017;128.851;-0.722638;-1.00068;0.898847;62.0114;2.29914;128.743;1;1;1;1;1;1;1;1.2516;1.00928;0.984775;0.980906;1.15679;0.982343;1.18202;0.178229;-0.779092;
0.00824969;1.04;1.00999;0.984957;0.979989;1.00496;0.979997;1.01504;478.689;-0.0446486;39.9271;0.0841389;449.876;0.135786;310.017;128.851;-0.723147;-0.999461;0.898288;62.0129;2.29904;128.742;1;1;1;1;1;1;1;1.2516;1.00928;0.984777;0.980905;1.1568;0.982343;1.18201;0.178234;-0.779097;
0.0164417;1.04;1.00999;0.984957;0.979989;1.00496;0.979997;1.01504;478.687;-0.0435544;39.9292;0.0814663;449.881;0.132058;310.016;128.852;-0.724125;-0.997135;0.897244;62.0158;2.29887;128.739;1;1;1;1;1;1;1;1.2516;1.00928;0.98478;0.980904;1.1568;0.982343;1.18201;0.178242;-0.779107;
0.0328257;1.04;1.00999;0.984959;0.979988;1.00496;0.979997;1.01504;478.685;-0.0413938;39.9335;0.0759891;449.892;0.124302;310.014;128.852;-0.725939;-0.992863;0.895438;62.0212;2.29868;128.734;1;1;1;1;1;1;1;1.2516;1.00927;0.984786;0.980902;1.15681;0.982342;1.182;0.178259;-0.779128;
0.0655937;1.04;1.00999;0.984961;0.979988;1.00497;0.979996;1.01503;478.679;-0.0370527;39.9432;0.0644226;449.914;0.107716;310.01;128.853;-0.729101;-0.98565;0.892817;62.0302;2.29885;128.726;1;1;1;1;1;1;1;1.2516;1.00927;0.984796;0.980899;1.15683;0.982342;1.18199;0.178295;-0.77917;
0.13113;1.04;1.00999;0.984965;0.979987;1.00497;0.979994;1.01503;478.666;-0.0279412;39.9651;0.0397769;449.96;0.0719815;310.004;128.855;-0.734061;-0.975246;0.890499;62.0425;2.30093;128.714;1;1;1;0.999999;1;0.999999;1;1.2516;1.00926;0.984812;0.980895;1.15686;0.982342;1.18197;0.17837;-0.779256;
0.262202;1.03999;1.00999;0.984971;0.979984;1.00497;0.97999;1.01502;478.645;-0.0091189;40.0064;-0.00436267;450.036;0.00518208;309.996;128.859;-0.740418;-0.963588;0.891321;62.0541;2.30768;128.7;1;1;1;0.999999;1;0.999999;1;1.25159;1.00926;0.984831;0.980893;1.1569;0.982345;1.18195;0.178493;-0.779394;
0.524346;1.03999;1.00999;0.984975;0.979979;1.00497;0.979983;1.01501;478.635;0.0184361;40.0437;-0.0411466;450.083;-0.0620345;309.993;128.862;-0.744922;-0.952897;0.893847;62.0621;2.31499;128.686;1;1;1;1;1;0.999999;1;1.25159;1.00925;0.984847;0.980891;1.15693;0.982345;1.18193;0.178561;-0.779462;
1.00537;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122671;450.015;-0.0242238;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00537;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122671;450.015;-0.0242237;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00537;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.012267;450.015;-0.0242237;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00537;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122669;450.015;-0.0242236;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00538;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122667;450.015;-0.0242233;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00539;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122663;450.015;-0.0242228;309.999;128.858;-0.741277;-0.950316;0.88984;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.0054;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140587;40.014;-0.0122655;450.015;-0.0242218;309.999;128.858;-0.741277;-0.950316;0.889839;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00543;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140586;40.014;-0.0122638;450.015;-0.0242198;309.999;128.858;-0.741276;-0.950316;0.889839;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.0055;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140586;40.014;-0.0122604;450.015;-0.0242158;309.999;128.858;-0.741276;-0.950316;0.889839;62.0672;2.30792;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779333;
1.00563;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140584;40.014;-0.0122536;450.015;-0.0242078;309.999;128.858;-0.741275;-0.950315;0.889838;62.0672;2.30791;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779332;
1.00588;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140581;40.014;-0.0122401;450.015;-0.0241918;309.999;128.858;-0.741273;-0.950314;0.889837;62.0672;2.30791;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779332;
1.00639;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140574;40.014;-0.012213;450.015;-0.0241596;310;128.858;-0.741269;-0.950312;0.889834;62.0672;2.30791;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178451;-0.779332;
1.00742;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140559;40.0139;-0.0121586;450.015;-0.0240949;310;128.858;-0.741261;-0.950307;0.889828;62.0673;2.30789;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.17845;-0.779332;
1.00947;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.66;0.0140523;40.0138;-0.0120488;450.015;-0.0239638;310;128.858;-0.741246;-0.950298;0.889816;62.0673;2.30787;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.17845;-0.779331;
1.01356;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.661;0.0140424;40.0136;-0.0118258;450.014;-0.023695;310;128.857;-0.741215;-0.950279;0.889791;62.0673;2.30782;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982339;1.18193;0.178449;-0.77933;
1.02175;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.661;0.0140124;40.0131;-0.0113662;450.013;-0.0231325;310;128.857;-0.741153;-0.950239;0.889736;62.0674;2.30771;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.15691;0.982338;1.18193;0.178447;-0.779328;
1.03814;1.03999;1.00999;0.984972;0.97998;1.00497;0.979984;1.01501;478.662;0.0139123;40.0121;-0.0104006;450.011;-0.021916;310;128.857;-0.741028;-0.950153;0.889611;62.0675;2.30749;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980888;1.1569;0.982338;1.18193;0.178443;-0.779324;
1.07091;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.664;0.0135634;40.01;-0.00834078;450.006;-0.0191893;310;128.857;-0.740777;-0.949965;0.889312;62.0679;2.30697;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982338;1.18193;0.178436;-0.779315;
1.0995;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131248;40.0081;-0.00651836;450.002;-0.0166383;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.0995;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131248;40.0081;-0.00651829;450.002;-0.0166382;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.0995;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131248;40.0081;-0.00651822;450.002;-0.0166381;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09951;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131247;40.0081;-0.00651809;450.002;-0.0166379;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09951;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131247;40.0081;-0.00651782;450.002;-0.0166375;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09952;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131245;40.0081;-0.00651728;450.002;-0.0166367;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09953;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131242;40.0081;-0.0065162;450.002;-0.0166352;310.001;128.857;-0.740562;-0.949798;0.889024;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09957;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131236;40.0081;-0.00651404;450.002;-0.0166321;310.001;128.857;-0.740561;-0.949798;0.889023;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09963;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131225;40.0081;-0.00650972;450.002;-0.0166259;310.001;128.857;-0.740561;-0.949797;0.889022;62.0683;2.3065;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.09976;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131201;40.0081;-0.00650108;450.002;-0.0166136;310.001;128.857;-0.74056;-0.949796;0.889021;62.0683;2.30649;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.10001;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0131154;40.0081;-0.0064838;450.002;-0.0165889;310.001;128.857;-0.740558;-0.949795;0.889018;62.0683;2.30649;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.10053;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.013106;40.008;-0.00644924;450.002;-0.0165395;310.001;128.857;-0.740554;-0.949791;0.889012;62.0683;2.30648;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779307;
1.10155;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0130869;40.008;-0.0063801;450.002;-0.0164406;310.001;128.857;-0.740546;-0.949785;0.889001;62.0683;2.30646;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178429;-0.779306;
1.1036;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0130484;40.0078;-0.00624183;450.001;-0.0162422;310.001;128.857;-0.740531;-0.949772;0.888977;62.0683;2.30642;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178428;-0.779306;
1.10769;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.665;0.0129695;40.0075;-0.00596533;450.001;-0.0158435;310.001;128.857;-0.7405;-0.949746;0.88893;62.0684;2.30635;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178427;-0.779305;
1.11274;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128689;40.0072;-0.00562495;450;-0.0153488;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11275;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128689;40.0072;-0.00562489;450;-0.0153487;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11275;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128689;40.0072;-0.00562482;450;-0.0153486;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11275;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128688;40.0071;-0.00562469;450;-0.0153484;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11275;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128687;40.0071;-0.00562442;450;-0.015348;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11276;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128686;40.0071;-0.00562388;450;-0.0153473;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11278;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128683;40.0071;-0.0056228;450;-0.0153457;310.001;128.856;-0.740462;-0.949714;0.888872;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11281;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128676;40.0071;-0.00562064;450;-0.0153425;310.001;128.856;-0.740461;-0.949714;0.888871;62.0685;2.30626;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11287;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128663;40.0071;-0.00561633;450;-0.0153362;310.001;128.856;-0.740461;-0.949714;0.888871;62.0685;2.30625;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.113;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128637;40.0071;-0.0056077;450;-0.0153236;310.001;128.856;-0.74046;-0.949713;0.888869;62.0685;2.30625;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
1.11326;1.03999;1.00999;0.984971;0.97998;1.00497;0.979984;1.01501;478.666;0.0128585;40.0071;-0.00559045;450;-0.0152985;310.001;128.856;-0.740458;-0.949711;0.888866;62.0685;2.30625;128.682;1;1;1;1;1;1;1;1.25159;1.00926;0.984845;0.980887;1.1569;0.982337;1.18193;0.178426;-0.779303;
