Time;U_NGEN;E_FD;P_GEN;Q_GEN;w_GEN;VOTHSG;P_LOAD;Q_LOAD;NETOMAC
0,193500;0,344870;4,000000;0,007336;2,380512;1,010749;0,100000;0,000000;0,000000;
0,194500;0,344650;4,000000;0,007326;2,377473;1,010864;0,100000;0,000000;0,000000;
0,195500;0,344434;4,000000;0,007318;2,374498;1,010979;0,100000;0,000000;0,000000;
0,196500;0,344223;4,000000;0,007308;2,371580;1,011095;0,100000;0,000000;0,000000;
0,197500;0,344015;4,000000;0,007300;2,368721;1,011210;0,100000;0,000000;0,000000;
0,198500;0,343811;4,000000;0,007291;2,365915;1,011325;0,100000;0,000000;0,000000;
0,199500;0,343611;4,000000;0,007282;2,363164;1,011440;0,100000;0,000000;0,000000;
0,200000;0,343513;4,000000;0,007278;2,361816;1,011498;0,100000;0,000000;0,000000;
0,200500;0,851050;4,000000;1,159316;-0,006911;1,011488;0,100000;0,843113;0,410418;
0,201500;0,852520;4,000000;1,166481;0,010175;1,011468;0,100000;0,844390;0,411040;
0,202500;0,853945;4,000000;1,173543;0,026937;1,011447;0,100000;0,845623;0,411640;
0,203500;0,855325;4,000000;1,180507;0,043376;1,011425;0,100000;0,846812;0,412219;
0,204500;0,856663;4,000000;1,187375;0,059497;1,011403;0,100000;0,847959;0,412777;
0,205500;0,857958;4,000000;1,194146;0,075305;1,011380;0,029166;0,849064;0,413315;
0,206500;0,859213;4,000000;1,200824;0,090809;1,011356;-0,038675;0,850128;0,413834;
0,207500;0,860428;4,000000;1,207411;0,106008;1,011331;-0,100000;0,851153;0,414332;
0,208500;0,861604;4,000000;1,213906;0,120910;1,011305;-0,100000;0,852139;0,414812;
0,209500;0,862741;4,000000;1,220314;0,135516;1,011279;-0,100000;0,853087;0,415274;
0,210500;0,863842;4,000000;1,226634;0,149838;1,011251;-0,100000;0,853997;0,415717;
0,211500;0,864906;4,000000;1,232868;0,163878;1,011223;-0,100000;0,854872;0,416143;
0,212500;0,865935;4,000000;1,239019;0,177637;1,011194;-0,100000;0,855711;0,416551;
0,213500;0,866930;4,000000;1,245086;0,191126;1,011165;-0,100000;0,856515;0,416943;
0,214500;0,867890;4,000000;1,251073;0,204343;1,011135;-0,100000;0,857286;0,417318;
0,215500;0,868818;4,000000;1,256979;0,217297;1,011104;-0,100000;0,858024;0,417677;
0,216500;0,869714;4,000000;1,262807;0,229992;1,011072;-0,100000;0,858729;0,418020;
0,217500;0,870578;4,000000;1,268558;0,242431;1,011040;-0,100000;0,859403;0,418348;
0,218500;0,871412;4,000000;1,274233;0,254623;1,011007;-0,100000;0,860046;0,418661;
0,219500;0,872216;4,000000;1,279834;0,266565;1,010973;-0,100000;0,860659;0,418959;
0,220500;0,872991;4,000000;1,285360;0,278267;1,010939;-0,100000;0,861242;0,419244;
0,221500;0,873737;4,000000;1,290814;0,289736;1,010904;-0,100000;0,861797;0,419514;
0,222500;0,874456;4,000000;1,296197;0,300967;1,010868;-0,100000;0,862324;0,419770;
0,223500;0,875147;4,000000;1,301509;0,311974;1,010832;-0,100000;0,862823;0,420013;
0,224500;0,875813;4,000000;1,306753;0,322754;1,010795;-0,100000;0,863296;0,420244;
0,225500;0,876452;4,000000;1,311928;0,333316;1,010757;-0,100000;0,863743;0,420461;
0,226500;0,877067;4,000000;1,317037;0,343661;1,010719;-0,100000;0,864165;0,420666;
0,227500;0,877656;4,000000;1,322079;0,353793;1,010680;-0,100000;0,864561;0,420859;
0,228500;0,878222;4,000000;1,327057;0,363718;1,010641;-0,100000;0,864934;0,421041;
0,229500;0,878765;4,000000;1,331969;0,373441;1,010601;-0,100000;0,865283;0,421211;
0,230500;0,879285;4,000000;1,336820;0,382962;1,010560;-0,100000;0,865609;0,421369;
0,231500;0,879782;4,000000;1,341607;0,392288;1,010519;-0,100000;0,865912;0,421517;
0,232500;0,880258;4,000000;1,346334;0,401419;1,010477;-0,100000;0,866194;0,421654;
0,233500;0,880713;4,000000;1,350999;0,410363;1,010435;-0,100000;0,866454;0,421781;
0,234500;0,881148;4,000000;1,355605;0,419122;1,010392;-0,100000;0,866693;0,421897;
0,235500;0,881562;4,000000;1,360153;0,427699;1,010348;-0,100000;0,866912;0,422004;
0,236500;0,881956;4,000000;1,364641;0,436096;1,010304;-0,100000;0,867112;0,422101;
0,237500;0,882332;4,000000;1,369073;0,444320;1,010260;-0,100000;0,867292;0,422188;
0,238500;0,882688;4,000000;1,373447;0,452371;1,010215;-0,100000;0,867453;0,422267;
0,239500;0,883027;4,000000;1,377766;0,460256;1,010169;-0,100000;0,867596;0,422336;
0,240500;0,883348;4,000000;1,382031;0,467974;1,010123;-0,100000;0,867721;0,422397;
0,241500;0,883652;4,000000;1,386240;0,475532;1,010076;-0,100000;0,867829;0,422450;
0,242500;0,883938;4,000000;1,390396;0,482930;1,010029;-0,100000;0,867920;0,422494;
0,243500;0,884209;4,000000;1,394498;0,490175;1,009981;-0,100000;0,867994;0,422530;
0,244500;0,884463;4,000000;1,398547;0,497265;1,009933;-0,100000;0,868053;0,422559;
0,245500;0,884702;3,999741;1,402546;0,504205;1,009884;-0,100000;0,868095;0,422580;
0,246500;0,884926;3,999193;1,406493;0,510998;1,009835;-0,100000;0,868123;0,422593;
0,247500;0,885135;3,998382;1,410389;0,517646;1,009786;-0,100000;0,868136;0,422599;
0,248500;0,885329;3,997329;1,414236;0,524154;1,009736;-0,100000;0,868134;0,422599;
0,249500;0,885509;3,996058;1,418032;0,530524;1,009685;-0,100000;0,868119;0,422591;
0,250500;0,885676;3,994589;1,421779;0,536756;1,009634;-0,100000;0,868090;0,422577;
0,251500;0,885829;3,992943;1,425478;0,542853;1,009583;-0,100000;0,868047;0,422556;
0,252500;0,885969;3,991139;1,429128;0,548820;1,009531;-0,100000;0,867992;0,422529;
0,253500;0,886097;3,989196;1,432732;0,554658;1,009478;-0,100000;0,867925;0,422497;
0,254500;0,886212;3,987132;1,436287;0,560371;1,009425;-0,100000;0,867845;0,422458;
0,255500;0,886315;3,984964;1,439798;0,565957;1,009372;-0,100000;0,867754;0,422413;
0,256500;0,886407;3,982709;1,443261;0,571424;1,009319;-0,100000;0,867651;0,422363;
0,257500;0,886487;3,980382;1,446678;0,576772;1,009264;-0,100000;0,867537;0,422308;
0,258500;0,886556;3,977999;1,450051;0,581998;1,009210;-0,100000;0,867412;0,422247;
0,259500;0,886614;3,975574;1,453379;0,587113;1,009155;-0,100000;0,867278;0,422182;
0,260500;0,886662;3,973120;1,456662;0,592115;1,009100;-0,100000;0,867133;0,422111;
0,261500;0,886700;3,970652;1,459902;0,597009;1,009044;-0,100000;0,866978;0,422036;
0,262500;0,886728;3,968180;1,463098;0,601790;1,008988;-0,100000;0,866814;0,421956;
0,263500;0,886746;3,965718;1,466252;0,606466;1,008932;-0,100000;0,866641;0,421872;
0,264500;0,886756;3,963276;1,469362;0,611039;1,008875;-0,100000;0,866460;0,421783;
0,265500;0,886756;3,960865;1,472432;0,615510;1,008817;-0,100000;0,866269;0,421691;
0,266500;0,886747;3,958497;1,475458;0,619878;1,008760;-0,100000;0,866071;0,421594;
0,267500;0,886730;3,956179;1,478444;0,624151;1,008702;-0,100000;0,865865;0,421494;
0,268500;0,886705;3,953921;1,481388;0,628327;1,008644;-0,100000;0,865651;0,421390;
0,269500;0,886672;3,951733;1,484294;0,632407;1,008585;-0,100000;0,865430;0,421282;
0,270500;0,886631;3,949622;1,487158;0,636394;1,008526;-0,100000;0,865202;0,421171;
0,271500;0,886583;3,947597;1,489982;0,640291;1,008466;-0,100000;0,864967;0,421057;
0,272500;0,886527;3,945663;1,492767;0,644099;1,008407;-0,100000;0,864726;0,420940;
0,273500;0,886465;3,943829;1,495514;0,647821;1,008347;-0,100000;0,864479;0,420819;
0,274500;0,886396;3,942101;1,498222;0,651456;1,008286;-0,100000;0,864225;0,420696;
0,275500;0,886320;3,940484;1,500892;0,655007;1,008225;-0,100000;0,863967;0,420570;
0,276500;0,886238;3,938985;1,503524;0,658479;1,008164;-0,100000;0,863702;0,420441;
0,277500;0,886150;3,937608;1,506118;0,661867;1,008103;-0,100000;0,863433;0,420310;
0,278500;0,886057;3,936360;1,508676;0,665179;1,008041;-0,100000;0,863158;0,420176;
0,279500;0,885957;3,935243;1,511197;0,668410;1,007979;-0,100000;0,862879;0,420041;
0,280500;0,885853;3,934262;1,513681;0,671568;1,007917;-0,100000;0,862596;0,419903;
0,281500;0,885743;3,933422;1,516129;0,674652;1,007854;-0,100000;0,862308;0,419763;
0,282500;0,885628;3,932725;1,518543;0,677662;1,007791;-0,100000;0,862017;0,419621;
0,283500;0,885509;3,932174;1,520920;0,680602;1,007728;-0,100000;0,861722;0,419477;
0,284500;0,885385;3,931774;1,523263;0,683472;1,007665;-0,100000;0,861423;0,419332;
0,285500;0,885256;3,931526;1,525571;0,686274;1,007601;-0,100000;0,861121;0,419185;
0,286500;0,885124;3,931432;1,527845;0,689009;1,007537;-0,100000;0,860816;0,419036;
0,287500;0,884987;3,931495;1,530084;0,691677;1,007472;-0,100000;0,860508;0,418886;
0,288500;0,884847;3,931716;1,532291;0,694283;1,007408;-0,100000;0,860197;0,418735;
0,289500;0,884703;3,932098;1,534464;0,696826;1,007343;-0,100000;0,859884;0,418583;
0,290500;0,884556;3,932640;1,536604;0,699308;1,007278;-0,100000;0,859569;0,418429;
0,291500;0,884405;3,933344;1,538712;0,701729;1,007212;-0,100000;0,859252;0,418275;
0,292500;0,884252;3,934211;1,540786;0,704093;1,007147;-0,100000;0,858933;0,418119;
0,293500;0,884095;3,935242;1,542829;0,706396;1,007081;-0,100000;0,858612;0,417963;
0,294500;0,883936;3,936436;1,544841;0,708647;1,007015;-0,100000;0,858290;0,417807;
0,295500;0,883775;3,937795;1,546821;0,710841;1,006948;-0,100000;0,857967;0,417649;
0,296500;0,883611;3,939317;1,548771;0,712980;1,006881;-0,100000;0,857643;0,417491;
