Time;U_NGEN;EFD [pu];POWERFACTORY
0,129260;1,002455;2,307013;
0,130260;1,002622;2,337925;
0,131260;1,002794;2,368037;
0,132260;1,002971;2,397358;
0,133260;1,003153;2,425899;
0,134260;1,003340;2,453669;
0,135260;1,003531;2,480676;
0,136260;1,003727;2,506932;
0,137260;1,003928;2,532444;
0,138260;1,004134;2,557223;
0,139260;1,004344;2,581277;
0,140260;1,004558;2,604616;
0,141260;1,004777;2,627247;
0,142260;1,005000;2,649180;
0,143260;1,005227;2,670424;
0,144260;1,005458;2,690987;
0,145260;1,005694;2,710878;
0,146260;1,005933;2,730105;
0,147260;1,006177;2,748676;
0,148260;1,006424;2,766600;
0,149260;1,006676;2,783885;
0,150260;1,006930;2,800539;
0,151260;1,007189;2,816570;
0,152260;1,007451;2,831986;
0,153260;1,007717;2,846795;
0,154260;1,007986;2,861005;
0,155260;1,008258;2,874623;
0,156260;1,008534;2,887658;
0,157260;1,008813;2,900116;
0,158260;1,009095;2,912006;
0,159260;1,009380;2,923334;
0,160260;1,009668;2,934109;
0,161260;1,009959;2,944338;
0,162260;1,010253;2,954028;
0,163260;1,010549;2,963186;
0,164260;1,010849;2,971820;
0,165260;1,011150;2,979937;
0,166260;1,011455;2,987543;
0,167260;1,011762;2,994647;
0,168260;1,012071;3,001254;
0,169260;1,012382;3,007372;
0,170260;1,012696;3,013008;
0,171260;1,013012;3,018169;
0,172260;1,013329;3,022862;
0,173260;1,013649;3,027092;
0,174260;1,013971;3,030868;
0,175260;1,014295;3,034195;
0,176260;1,014620;3,037081;
0,177260;1,014947;3,039532;
0,178260;1,015276;3,041554;
0,179260;1,015606;3,043154;
0,180260;1,015938;3,044338;
0,181260;1,016271;3,045113;
0,182260;1,016606;3,045486;
0,183260;1,016942;3,045462;
0,184260;1,017279;3,045048;
0,185260;1,017617;3,044249;
0,186260;1,017956;3,043073;
0,187260;1,018297;3,041526;
0,188260;1,018638;3,039613;
0,189260;1,018980;3,037340;
0,190260;1,019323;3,034714;
0,191260;1,019666;3,031741;
0,192260;1,020011;3,028426;
0,193260;1,020355;3,024776;
0,194260;1,020701;3,020796;
0,195260;1,021047;3,016492;
0,196260;1,021393;3,011870;
0,197260;1,021740;3,006936;
0,198260;1,022087;3,001696;
0,199260;1,022434;2,996154;
0,200260;1,022781;2,990317;
0,201260;1,023128;2,984191;
0,202260;1,023476;2,977780;
0,203260;1,023823;2,971091;
0,204260;1,024171;2,964128;
0,205260;1,024518;2,956898;
0,206260;1,024865;2,949406;
0,207260;1,025212;2,941656;
0,208260;1,025558;2,933655;
0,209260;1,025904;2,925408;
0,210260;1,026250;2,916919;
0,211260;1,026595;2,908195;
0,212260;1,026940;2,899240;
0,213260;1,027284;2,890059;
0,214260;1,027628;2,880657;
0,215260;1,027971;2,871040;
0,216260;1,028313;2,861212;
0,217260;1,028654;2,851179;
0,218260;1,028995;2,840945;
0,219260;1,029335;2,830515;
0,220260;1,029673;2,819895;
0,221260;1,030011;2,809088;
0,222260;1,030348;2,798099;
0,223260;1,030684;2,786934;
0,224260;1,031019;2,775597;
0,225260;1,031352;2,764093;
0,226260;1,031685;2,752426;
0,227260;1,032016;2,740600;
0,228260;1,032346;2,728621;
0,229260;1,032674;2,716492;
0,230260;1,033002;2,704219;
0,231260;1,033328;2,691805;
0,232260;1,033652;2,679256;
0,233260;1,033975;2,666574;
0,234260;1,034297;2,653765;
0,235260;1,034617;2,640833;
0,236260;1,034935;2,627781;
0,237260;1,035252;2,614615;
0,238260;1,035567;2,601338;
0,239260;1,035881;2,587954;
0,240260;1,036193;2,574468;
0,241260;1,036503;2,560882;
0,242260;1,036811;2,547202;
0,243260;1,037118;2,533431;
0,244260;1,037422;2,519574;
0,245260;1,037725;2,505632;
0,246260;1,038026;2,491612;
0,247260;1,038325;2,477516;
0,248260;1,038623;2,463347;
0,249260;1,038918;2,449111;
0,250260;1,039211;2,434810;
0,251260;1,039502;2,420447;
0,252260;1,039791;2,406028;
0,253260;1,040078;2,391554;
0,254260;1,040363;2,377029;
0,255260;1,040646;2,362457;
0,256260;1,040927;2,347842;
0,257260;1,041206;2,333185;
0,258260;1,041482;2,318492;
0,259260;1,041756;2,303765;
0,260260;1,042028;2,289007;
0,261260;1,042298;2,274221;
0,262260;1,042566;2,259411;
0,263260;1,042831;2,244579;
0,264260;1,043094;2,229729;
0,265260;1,043355;2,214864;
0,266260;1,043613;2,199987;
0,267260;1,043869;2,185100;
0,268260;1,044123;2,170206;
0,269260;1,044374;2,155309;
0,270260;1,044623;2,140411;
0,271260;1,044870;2,125515;
0,272260;1,045114;2,110624;
0,273260;1,045356;2,095740;
0,274260;1,045596;2,080865;
0,275260;1,045833;2,066004;
0,276260;1,046067;2,051157;
0,277260;1,046299;2,036329;
0,278260;1,046529;2,021520;
0,279260;1,046756;2,006734;
0,280260;1,046981;1,991973;
0,281260;1,047203;1,977240;
0,282260;1,047423;1,962536;
0,283260;1,047640;1,947864;
0,284260;1,047855;1,933227;
0,285260;1,048068;1,918626;
0,286260;1,048277;1,904064;
0,287260;1,048485;1,889543;
0,288260;1,048689;1,875065;
0,289260;1,048892;1,860632;
0,290260;1,049092;1,846245;
0,291260;1,049289;1,831908;
0,292260;1,049484;1,817623;
0,293260;1,049676;1,803390;
0,294260;1,049866;1,789212;
0,295260;1,050053;1,775090;
0,296260;1,050237;1,761028;
0,297260;1,050420;1,747025;
0,298260;1,050599;1,733085;
0,299260;1,050776;1,719208;
0,300260;1,050951;1,705397;
0,301260;1,051123;1,691653;
0,302260;1,051293;1,677977;
0,303260;1,051460;1,664372;
0,304260;1,051625;1,650839;
0,305260;1,051787;1,637379;
0,306260;1,051946;1,623993;
0,307260;1,052104;1,610684;
0,308260;1,052258;1,597453;
0,309260;1,052410;1,584300;
0,310260;1,052560;1,571228;
0,311260;1,052707;1,558237;
0,312260;1,052852;1,545329;
0,313260;1,052995;1,532505;
0,314260;1,053134;1,519766;
0,315260;1,053272;1,507114;
0,316260;1,053407;1,494550;
0,317260;1,053540;1,482074;
0,318260;1,053670;1,469687;
0,319260;1,053798;1,457392;
0,320260;1,053923;1,445188;
0,321260;1,054046;1,433078;
0,322260;1,054167;1,421060;
0,323260;1,054285;1,409138;
0,324260;1,054401;1,397311;
0,325260;1,054515;1,385580;
0,326260;1,054626;1,373947;
0,327260;1,054735;1,362412;
0,328260;1,054842;1,350975;
0,329260;1,054947;1,339638;
0,330260;1,055049;1,328402;
0,331260;1,055149;1,317266;
0,332260;1,055246;1,306232;
0,333260;1,055342;1,295300;
0,334260;1,055435;1,284471;
0,335260;1,055526;1,273745;
0,336260;1,055614;1,263124;
0,337260;1,055701;1,252606;
0,338260;1,055785;1,242194;
0,339260;1,055868;1,231887;
0,340260;1,055948;1,221687;
0,341260;1,056026;1,211592;
0,342260;1,056102;1,201604;
0,343260;1,056175;1,191724;
0,344260;1,056247;1,181950;
0,345260;1,056316;1,172285;
0,346260;1,056384;1,162728;
0,347260;1,056449;1,153279;
0,348260;1,056513;1,143938;
0,349260;1,056574;1,134706;
0,350260;1,056634;1,125584;
0,351260;1,056691;1,116570;
0,352260;1,056747;1,107666;
0,353260;1,056800;1,098872;
0,354260;1,056852;1,090187;
0,355260;1,056902;1,081611;
0,356260;1,056950;1,073146;
0,357260;1,056996;1,064790;
0,358260;1,057040;1,056544;
0,359260;1,057082;1,048409;
0,360260;1,057122;1,040383;
0,361260;1,057161;1,032466;
0,362260;1,057198;1,024660;
0,363260;1,057233;1,016963;
0,364260;1,057266;1,009376;
0,365260;1,057298;1,001899;
0,366260;1,057328;0,994531;
0,367260;1,057356;0,987272;
0,368260;1,057382;0,980122;
0,369260;1,057407;0,973081;
0,370260;1,057430;0,966149;
0,371260;1,057452;0,959326;
0,372260;1,057472;0,952610;
0,373260;1,057490;0,946003;
0,374260;1,057507;0,939504;
0,375260;1,057522;0,933112;
0,376260;1,057536;0,926827;
0,377260;1,057548;0,920649;
0,378260;1,057559;0,914578;
0,379260;1,057568;0,908613;
0,380260;1,057575;0,902754;
0,381260;1,057582;0,897000;
0,382260;1,057586;0,891352;
0,383260;1,057590;0,885808;
0,384260;1,057592;0,880369;
0,385260;1,057592;0,875033;
0,386260;1,057592;0,869801;
0,387260;1,057590;0,864672;
0,388260;1,057586;0,859646;
0,389260;1,057582;0,854721;
0,390260;1,057576;0,849899;
0,391260;1,057569;0,845177;
0,392260;1,057560;0,840556;
0,393260;1,057550;0,836035;
0,394260;1,057539;0,831613;
0,395260;1,057527;0,827291;
0,396260;1,057514;0,823067;
0,397260;1,057500;0,818940;
0,398260;1,057484;0,814912;
0,399260;1,057468;0,810979;
0,400260;1,057450;0,807143;
0,401260;1,057431;0,803403;
0,402260;1,057411;0,799757;
0,403260;1,057390;0,796206;
0,404260;1,057368;0,792748;
0,405260;1,057345;0,789383;
0,406260;1,057321;0,786111;
0,407260;1,057296;0,782930;
0,408260;1,057270;0,779840;
0,409260;1,057243;0,776841;
0,410260;1,057216;0,773932;
0,411260;1,057187;0,771111;
0,412260;1,057157;0,768379;
0,413260;1,057127;0,765734;
0,414260;1,057096;0,763177;
0,415260;1,057064;0,760705;
0,416260;1,057031;0,758319;
0,417260;1,056997;0,756018;
0,418260;1,056962;0,753801;
0,419260;1,056927;0,751667;
0,420260;1,056891;0,749616;
0,421260;1,056854;0,747647;
0,422260;1,056817;0,745758;
0,423260;1,056779;0,743950;
0,424260;1,056740;0,742222;
0,425260;1,056700;0,740572;
0,426260;1,056660;0,739001;
0,427260;1,056619;0,737507;
0,428260;1,056578;0,736089;
0,429260;1,056536;0,734747;
0,430260;1,056493;0,733480;
0,431260;1,056450;0,732287;
0,432260;1,056406;0,731167;
0,433260;1,056362;0,730120;
0,434260;1,056317;0,729145;
0,435260;1,056272;0,728241;
0,436260;1,056226;0,727407;
0,437260;1,056179;0,726643;
0,438260;1,056133;0,725947;
0,439260;1,056085;0,725319;
0,440260;1,056038;0,724758;
0,441260;1,055990;0,724263;
0,442260;1,055941;0,723834;
0,443260;1,055892;0,723469;
0,444260;1,055843;0,723168;
0,445260;1,055793;0,722930;
0,446260;1,055743;0,722754;
0,447260;1,055693;0,722640;
0,448260;1,055642;0,722586;
0,449260;1,055591;0,722592;
0,450260;1,055540;0,722657;
0,451260;1,055488;0,722780;
0,452260;1,055437;0,722961;
0,453260;1,055384;0,723197;
0,454260;1,055332;0,723490;
0,455260;1,055280;0,723838;
0,456260;1,055227;0,724239;
0,457260;1,055174;0,724695;
0,458260;1,055121;0,725202;
0,459260;1,055067;0,725761;
0,460260;1,055014;0,726372;
0,461260;1,054960;0,727032;
0,462260;1,054906;0,727742;
0,463260;1,054852;0,728500;
0,464260;1,054798;0,729306;
0,465260;1,054744;0,730159;
0,466260;1,054689;0,731058;
0,467260;1,054635;0,732002;
0,468260;1,054581;0,732991;
0,469260;1,054526;0,734024;
0,470260;1,054471;0,735100;
0,471260;1,054417;0,736218;
0,472260;1,054362;0,737378;
0,473260;1,054307;0,738578;
0,474260;1,054253;0,739818;
0,475260;1,054198;0,741098;
0,476260;1,054143;0,742416;
0,477260;1,054088;0,743771;
0,478260;1,054034;0,745164;
0,479260;1,053979;0,746592;
0,480260;1,053924;0,748057;
0,481260;1,053870;0,749555;
0,482260;1,053815;0,751088;
0,483260;1,053761;0,752654;
0,484260;1,053706;0,754252;
0,485260;1,053652;0,755883;
0,486260;1,053598;0,757544;
0,487260;1,053544;0,759235;
0,488260;1,053490;0,760956;
0,489260;1,053436;0,762706;
0,490260;1,053382;0,764485;
0,491260;1,053329;0,766290;
0,492260;1,053275;0,768123;
0,493260;1,053222;0,769981;
0,494260;1,053169;0,771865;
0,495260;1,053116;0,773774;
0,496260;1,053063;0,775706;
0,497260;1,053011;0,777662;
0,498260;1,052958;0,779641;
0,499260;1,052906;0,781642;
0,500260;1,052854;0,783664;
0,501260;1,052802;0,785707;
0,502260;1,052751;0,787770;
0,503260;1,052699;0,789852;
0,504260;1,052648;0,791953;
0,505260;1,052597;0,794073;
0,506260;1,052547;0,796210;
0,507260;1,052496;0,798363;
0,508260;1,052446;0,800533;
0,509260;1,052396;0,802719;
0,510260;1,052346;0,804920;
0,511260;1,052297;0,807135;
0,512260;1,052248;0,809364;
0,513260;1,052199;0,811606;
0,514260;1,052151;0,813862;
0,515260;1,052102;0,816129;
0,516260;1,052055;0,818408;
0,517260;1,052007;0,820697;
0,518260;1,051960;0,822997;
0,519260;1,051912;0,825307;
0,520260;1,051866;0,827627;
0,521260;1,051819;0,829955;
0,522260;1,051773;0,832291;
0,523260;1,051728;0,834635;
0,524260;1,051682;0,836986;
0,525260;1,051637;0,839344;
0,526260;1,051592;0,841708;
0,527260;1,051548;0,844078;
0,528260;1,051504;0,846453;
0,529260;1,051460;0,848832;
0,530260;1,051417;0,851215;
0,531260;1,051374;0,853603;
0,532260;1,051331;0,855993;
0,533260;1,051289;0,858386;
0,534260;1,051247;0,860781;
0,535260;1,051205;0,863178;
0,536260;1,051164;0,865576;
0,537260;1,051123;0,867975;
0,538260;1,051082;0,870375;
0,539260;1,051042;0,872774;
0,540260;1,051003;0,875173;
0,541260;1,050963;0,877571;
0,542260;1,050924;0,879968;
0,543260;1,050886;0,882363;
0,544260;1,050847;0,884756;
0,545260;1,050810;0,887146;
0,546260;1,050772;0,889534;
0,547260;1,050735;0,891918;
0,548260;1,050698;0,894298;
0,549260;1,050662;0,896674;
0,550260;1,050626;0,899046;
0,551260;1,050591;0,901413;
0,552260;1,050556;0,903775;
0,553260;1,050521;0,906131;
0,554260;1,050487;0,908481;
0,555260;1,050453;0,910825;
0,556260;1,050419;0,913162;
0,557260;1,050386;0,915493;
0,558260;1,050353;0,917816;
0,559260;1,050321;0,920132;
0,560260;1,050289;0,922440;
0,561260;1,050258;0,924739;
0,562260;1,050226;0,927030;
0,563260;1,050196;0,929312;
0,564260;1,050165;0,931586;
0,565260;1,050135;0,933849;
0,566260;1,050106;0,936103;
0,567260;1,050077;0,938348;
0,568260;1,050048;0,940582;
0,569260;1,050020;0,942805;
0,570260;1,049992;0,945018;
0,571260;1,049964;0,947219;
0,572260;1,049937;0,949410;
0,573260;1,049911;0,951589;
0,574260;1,049884;0,953756;
0,575260;1,049858;0,955911;
0,576260;1,049833;0,958054;
0,577260;1,049808;0,960185;
0,578260;1,049783;0,962303;
0,579260;1,049759;0,964408;
0,580260;1,049735;0,966501;
0,581260;1,049711;0,968579;
0,582260;1,049688;0,970645;
0,583260;1,049665;0,972697;
0,584260;1,049643;0,974735;
0,585260;1,049621;0,976759;
0,586260;1,049599;0,978768;
0,587260;1,049578;0,980764;
0,588260;1,049557;0,982745;
0,589260;1,049537;0,984711;
0,590260;1,049517;0,986662;
0,591260;1,049497;0,988599;
0,592260;1,049478;0,990520;
0,593260;1,049459;0,992426;
0,594260;1,049440;0,994317;
0,595260;1,049422;0,996192;
0,596260;1,049404;0,998051;
0,597260;1,049387;0,999894;
0,598260;1,049370;1,001722;
0,599260;1,049353;1,003534;
0,600260;1,049337;1,005329;
0,601260;1,049321;1,007108;
0,602260;1,049305;1,008871;
0,603260;1,049290;1,010617;
0,604260;1,049275;1,012347;
0,605260;1,049260;1,014060;
0,606260;1,049246;1,015757;
0,607260;1,049232;1,017436;
0,608260;1,049218;1,019099;
0,609260;1,049205;1,020745;
0,610260;1,049192;1,022373;
0,611260;1,049180;1,023985;
0,612260;1,049168;1,025579;
0,613260;1,049156;1,027157;
0,614260;1,049145;1,028717;
0,615260;1,049133;1,030259;
0,616260;1,049123;1,031785;
0,617260;1,049112;1,033293;
0,618260;1,049102;1,034783;
0,619260;1,049092;1,036256;
0,620260;1,049082;1,037712;
0,621260;1,049073;1,039150;
0,622260;1,049064;1,040571;
0,623260;1,049056;1,041974;
0,624260;1,049047;1,043359;
0,625260;1,049039;1,044727;
0,626260;1,049032;1,046077;
0,627260;1,049024;1,047409;
0,628260;1,049017;1,048724;
0,629260;1,049010;1,050022;
0,630260;1,049004;1,051301;
0,631260;1,048998;1,052564;
0,632260;1,048992;1,053808;
0,633260;1,048986;1,055035;
0,634260;1,048981;1,056244;
0,635260;1,048976;1,057436;
0,636260;1,048971;1,058611;
0,637260;1,048966;1,059767;
0,638260;1,048962;1,060907;
0,639260;1,048958;1,062029;
0,640260;1,048954;1,063133;
0,641260;1,048951;1,064220;
0,642260;1,048947;1,065290;
0,643260;1,048944;1,066343;
0,644260;1,048942;1,067378;
0,645260;1,048939;1,068396;
0,646260;1,048937;1,069397;
0,647260;1,048935;1,070381;
0,648260;1,048933;1,071347;
0,649260;1,048932;1,072297;
0,650260;1,048930;1,073230;
0,651260;1,048929;1,074146;
0,652260;1,048928;1,075045;
0,653260;1,048928;1,075927;
0,654260;1,048927;1,076793;
0,655260;1,048927;1,077642;
0,656260;1,048927;1,078474;
0,657260;1,048927;1,079290;
