time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;GEN____3_SM_generator_running;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;UVA_underVoltageAutomaton_UMinPu;UVA_underVoltageAutomaton_UMonitoredPu;OVA_overVoltageAutomaton_UMaxPu;OVA_overVoltageAutomaton_UMonitoredPu;
20.163836;1.066153;1.059711;1.027076;1.029375;1.030381;1.076461;1.069183;1.093728;1.063787;1.058535;1.063899;1.061679;1.056947;1.042748;0.999989;0.999973;0.999994;1.000031;1.000012;234.007292;41.919711;1.256471;0.058820;-0.007154;-34.055819;10.499836;-21.927693;10.222453;15.240199;1.000000;0.221575;-0.386199;0.965990;-0.323269;0.850000;1.027076;1.050000;1.027076;
20.229372;1.066381;1.059998;1.027461;1.029695;1.030691;1.076705;1.069429;1.093896;1.064035;1.058779;1.064141;1.061920;1.057187;1.042988;0.999980;0.999966;0.999989;1.000014;1.000007;234.188638;41.382911;1.466425;0.204051;0.097885;-34.247534;10.648731;-21.940969;10.169160;15.193938;1.000000;0.221665;-0.386461;0.966533;-0.323572;0.850000;1.027461;1.050000;1.027461;
20.294908;1.066592;1.060282;1.027827;1.029998;1.030982;1.076936;1.069664;1.094053;1.064275;1.059015;1.064374;1.062149;1.057415;1.043219;0.999970;0.999961;0.999983;0.999991;0.999998;234.281708;40.975957;1.681419;0.294886;0.202566;-34.440554;10.801094;-21.964895;10.128148;15.147644;1.000000;0.221754;-0.386720;0.967050;-0.323861;0.850000;1.027827;1.050000;1.027827;
20.425980;1.066974;1.060840;1.028512;1.030521;1.031478;1.077323;1.070073;1.094326;1.064702;1.059434;1.064777;1.062533;1.057803;1.043624;0.999952;0.999954;0.999968;0.999951;0.999969;234.156910;40.829546;2.070496;0.245328;0.307023;-34.784500;11.064367;-21.994264;10.083372;15.066723;1.000000;0.221929;-0.387229;0.968017;-0.324401;0.850000;1.028512;1.050000;1.028512;
20.557052;1.067334;1.061383;1.029163;1.030992;1.031926;1.077679;1.070444;1.094580;1.065089;1.059814;1.065146;1.062887;1.058160;1.043992;0.999937;0.999944;0.999952;0.999928;0.999940;233.940256;41.023534;2.366431;0.144083;0.303624;-35.106106;11.304081;-21.985938;10.052621;14.997687;1.000000;0.222100;-0.387725;0.968936;-0.324914;0.850000;1.029163;1.050000;1.029163;
20.688124;1.067677;1.061906;1.029783;1.031435;1.032350;1.078023;1.070792;1.094827;1.065449;1.060168;1.065495;1.063228;1.058501;1.044338;0.999923;0.999932;0.999934;0.999916;0.999917;233.767048;41.324956;2.544869;0.076158;0.236766;-35.422593;11.538926;-21.935335;10.022024;14.938063;1.000000;0.222264;-0.388202;0.969811;-0.325404;0.850000;1.029783;1.050000;1.029783;
20.950268;1.068317;1.062865;1.030927;1.032274;1.033154;1.078680;1.071457;1.095315;1.066124;1.060835;1.066154;1.063878;1.059150;1.044992;0.999895;0.999900;0.999897;0.999893;0.999888;233.792109;41.716929;2.579059;0.072001;0.145347;-36.065327;12.025436;-21.728120;9.944275;14.835271;1.000000;0.222565;-0.389079;0.971429;-0.326309;0.850000;1.030927;1.050000;1.030927;
21.212412;1.068914;1.063751;1.032006;1.033076;1.033918;1.079293;1.072097;1.095793;1.066771;1.061470;1.066776;1.064487;1.059758;1.045612;0.999863;0.999865;0.999862;0.999862;0.999861;233.993913;41.901693;2.518202;0.096524;0.142514;-36.697691;12.504684;-21.490697;9.858037;14.740598;1.000000;0.222844;-0.389891;0.972954;-0.327163;0.850000;1.032006;1.050000;1.032006;
21.474556;1.069469;1.064579;1.033036;1.033836;1.034640;1.079861;1.072708;1.096254;1.067386;1.062073;1.067359;1.065051;1.060324;1.046197;0.999827;0.999828;0.999826;0.999826;0.999827;234.186786;41.999247;2.507463;0.111873;0.172616;-37.299533;12.951317;-21.269741;9.769825;14.653503;1.000000;0.223104;-0.390650;0.974411;-0.327980;0.850000;1.033036;1.050000;1.033036;
21.998844;1.070440;1.066048;1.034924;1.035195;1.035922;1.080849;1.073809;1.097110;1.068487;1.063145;1.068387;1.066036;1.061313;1.047232;0.999747;0.999748;0.999750;0.999748;0.999748;234.367840;42.138979;2.709301;0.122411;0.203554;-38.369250;13.700859;-20.905888;9.596542;14.512471;1.000000;0.223566;-0.391999;0.977083;-0.329480;0.850000;1.034924;1.050000;1.034924;
22.523132;1.071291;1.067348;1.036635;1.036406;1.037060;1.081713;1.074800;1.097905;1.069471;1.064101;1.069295;1.066898;1.062181;1.048151;0.999663;0.999664;0.999666;0.999664;0.999664;234.482696;42.267600;2.945888;0.130043;0.217173;-39.327730;14.340027;-20.565815;9.429900;14.400844;1.000000;0.223975;-0.393195;0.979508;-0.330844;0.850000;1.036635;1.050000;1.036635;
23.571708;1.072621;1.069403;1.039443;1.038351;1.038874;1.083066;1.076424;1.099274;1.071063;1.065639;1.070738;1.068253;1.063547;1.049622;0.999478;0.999479;0.999481;0.999479;0.999479;234.695015;42.498729;3.285281;0.143844;0.239657;-40.893949;15.305390;-19.917748;9.134369;14.259176;1.000000;0.224622;-0.395090;0.983490;-0.333089;0.850000;1.039443;1.050000;1.039443;
24.620284;1.073655;1.071023;1.041735;1.039908;1.040316;1.084125;1.077750;1.100439;1.072348;1.066874;1.071883;1.069315;1.064621;1.050796;0.999278;0.999279;0.999281;0.999280;0.999280;234.877441;42.693059;3.542765;0.155293;0.258994;-42.171665;16.034887;-19.327828;8.877994;14.174347;1.000000;0.225133;-0.396589;0.986745;-0.334929;0.850000;1.041735;1.050000;1.041735;
25.668860;1.074453;1.072295;1.043597;1.041149;1.041458;1.084950;1.078826;1.101422;1.073380;1.067862;1.072788;1.070145;1.065461;1.051730;0.999067;0.999067;0.999069;0.999068;0.999068;235.024506;42.850653;3.749518;0.164461;0.274553;-43.213287;16.586415;-18.805755;8.658448;14.128844;1.000000;0.225534;-0.397768;0.989392;-0.336428;0.850000;1.043597;1.050000;1.043597;
27.766012;1.075625;1.074218;1.046523;1.043055;1.043196;1.086178;1.080507;1.103016;1.074974;1.069380;1.074160;1.071385;1.066722;1.053157;0.998623;0.998623;0.998624;0.998624;0.998624;235.252409;43.096411;4.072000;0.178686;0.298646;-44.872967;17.402393;-17.911026;8.293428;14.094752;1.000000;0.226141;-0.399553;0.993555;-0.338790;0.850000;1.046523;1.050000;1.046523;
29.863164;1.076246;1.075335;1.048387;1.044202;1.044219;1.086858;1.081556;1.104088;1.075944;1.070292;1.074955;1.072077;1.067431;1.054000;0.998153;0.998153;0.998153;0.998153;0.998153;235.393539;43.249490;4.272414;0.187444;0.313484;-45.980829;17.870733;-17.233988;8.030885;14.122914;1.000000;0.226494;-0.400592;0.996211;-0.340300;0.850000;1.048387;1.050000;1.048387;
