time;NETWORK__BUS____1_TN_Upu_value;NETWORK__BUS____2_TN_Upu_value;NETWORK__BUS____3_TN_Upu_value;NETWORK__BUS____4_TN_Upu_value;NETWORK__BUS____5_TN_Upu_value;NETWORK__BUS____6_TN_Upu_value;NETWORK__BUS____7_TN_Upu_value;NETWORK__BUS____8_TN_Upu_value;NETWORK__BUS____9_TN_Upu_value;NETWORK__BUS___10_TN_Upu_value;NETWORK__BUS___11_TN_Upu_value;NETWORK__BUS___12_TN_Upu_value;NETWORK__BUS___13_TN_Upu_value;NETWORK__BUS___14_TN_Upu_value;GEN____1_SM_generator_omegaPu;GEN____2_SM_generator_omegaPu;GEN____3_SM_generator_omegaPu;GEN____6_SM_generator_omegaPu;GEN____8_SM_generator_omegaPu;GEN____1_SM_generator_PGen;GEN____2_SM_generator_PGen;GEN____3_SM_generator_PGen;GEN____6_SM_generator_PGen;GEN____8_SM_generator_PGen;GEN____1_SM_generator_QGen;GEN____2_SM_generator_QGen;GEN____3_SM_generator_QGen;GEN____6_SM_generator_QGen;GEN____8_SM_generator_QGen;_LOAD___2_EC_load_PPu;_LOAD___2_EC_load_QPu;_LOAD___3_EC_load_PPu;_LOAD___3_EC_load_QPu;_LOAD___3_EC_load_UPu;_LOAD___3_EC_transformer_U1Pu;_LOAD___3_EC_transformer_U2Pu;_LOAD___3_EC_transformer_tap;TAP_CHANGER_LOAD_3_tapChanger_valueMin;TAP_CHANGER_LOAD_3_tapChanger_valueMax;
0.000512;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051059;1.057020;1.055339;1.050531;1.035664;1.000000;1.000000;1.000000;1.000000;1.000000;232.375834;40.096877;-0.084377;0.002560;-0.006182;-16.616277;43.620639;25.059894;12.799168;17.567584;0.216993;0.126993;0.942003;0.064396;0.992375;1.010002;0.992375;5.000000;0.990000;1.010000;
0.001024;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051059;1.057020;1.055339;1.050531;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.375917;40.096696;-0.084289;0.002538;-0.006176;-16.616197;43.620614;25.059910;12.799063;17.567603;0.216993;0.126993;0.942003;0.064396;0.992375;1.010002;0.992375;5.000000;0.990000;1.010000;
0.002048;1.060019;1.045051;1.010002;1.017714;1.019567;1.070155;1.061537;1.089929;1.055989;1.051058;1.057020;1.055339;1.050530;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.376084;40.096338;-0.084115;0.002496;-0.006163;-16.616041;43.620563;25.059938;12.798861;17.567638;0.216993;0.126993;0.942003;0.064396;0.992375;1.010002;0.992375;5.000000;0.990000;1.010000;
0.004096;1.060019;1.045051;1.010002;1.017714;1.019567;1.070154;1.061536;1.089929;1.055989;1.051058;1.057019;1.055338;1.050530;1.035663;1.000000;1.000000;1.000000;1.000000;1.000000;232.376414;40.095625;-0.083768;0.002418;-0.006136;-16.615745;43.620461;25.059986;12.798494;17.567702;0.216993;0.126993;0.942003;0.064396;0.992375;1.010002;0.992375;5.000000;0.990000;1.010000;
0.008192;1.060019;1.045050;1.010002;1.017713;1.019567;1.070153;1.061536;1.089929;1.055988;1.051057;1.057018;1.055337;1.050529;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.377068;40.094218;-0.083082;0.002286;-0.006083;-16.615218;43.620257;25.060047;12.797888;17.567801;0.216993;0.126993;0.942003;0.064396;0.992375;1.010002;0.992375;5.000000;0.990000;1.010000;
0.016384;1.060019;1.045050;1.010003;1.017713;1.019566;1.070151;1.061536;1.089928;1.055988;1.051057;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.378350;40.091458;-0.081728;0.002095;-0.005972;-16.614384;43.619864;25.060049;12.797109;17.567911;0.216993;0.126993;0.942004;0.064396;0.992375;1.010003;0.992375;5.000000;0.990000;1.010000;
0.025632;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;40.088386;-0.080202;0.001950;-0.005834;-16.613715;43.619468;25.059907;12.796721;17.567929;0.216993;0.126993;0.942004;0.064396;0.992375;1.010003;0.992375;5.000000;0.990000;1.010000;
0.025632;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;40.088386;-0.080202;0.001950;-0.005834;-16.613715;43.619468;25.059907;12.796721;17.567929;0.216993;0.126993;0.942004;0.064396;0.992375;1.010003;0.992375;5.000000;0.990000;1.010000;
0.025632;1.060019;1.045050;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050526;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.379775;40.088386;-0.080202;0.001950;-0.005834;-16.613715;43.619468;25.059907;12.796721;17.567929;0.216993;0.126993;0.942004;0.064396;0.992375;1.010003;0.992375;5.000000;0.990000;1.010000;
0.032768;1.060019;1.045049;1.010003;1.017713;1.019566;1.070150;1.061535;1.089928;1.055987;1.051056;1.057016;1.055335;1.050527;1.035660;1.000000;1.000000;1.000000;1.000000;1.000000;232.380860;40.086046;-0.079026;0.001888;-0.005718;-16.613394;43.619197;25.059692;12.796779;17.567867;0.216993;0.126993;0.942004;0.064396;0.992375;1.010003;0.992375;5.000000;0.990000;1.010000;
0.044819;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;40.082049;-0.076986;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797090;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044819;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;40.082049;-0.076986;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797090;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044820;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;40.082048;-0.076986;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797090;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044821;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;40.082048;-0.076986;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797090;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044823;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382695;40.082047;-0.076985;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797090;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044827;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382696;40.082046;-0.076985;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797091;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044835;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382697;40.082044;-0.076983;0.001789;-0.005498;-16.613026;43.618838;25.059239;12.797091;17.567708;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044851;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382700;40.082038;-0.076981;0.001789;-0.005498;-16.613026;43.618837;25.059238;12.797093;17.567707;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044883;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382704;40.082028;-0.076975;0.001789;-0.005497;-16.613026;43.618836;25.059236;12.797095;17.567706;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.044947;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382714;40.082007;-0.076965;0.001790;-0.005496;-16.613026;43.618834;25.059233;12.797101;17.567705;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.045075;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382733;40.081966;-0.076943;0.001790;-0.005493;-16.613026;43.618831;25.059226;12.797111;17.567702;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.045331;1.060019;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382771;40.081883;-0.076901;0.001790;-0.005488;-16.613026;43.618824;25.059212;12.797133;17.567695;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.045843;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.382848;40.081717;-0.076815;0.001790;-0.005479;-16.613026;43.618810;25.059185;12.797176;17.567682;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.046867;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055987;1.051056;1.057017;1.055335;1.050527;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.383001;40.081384;-0.076644;0.001791;-0.005459;-16.613027;43.618784;25.059129;12.797263;17.567656;0.216993;0.126993;0.942004;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.048915;1.060020;1.045049;1.010003;1.017713;1.019566;1.070151;1.061535;1.089928;1.055988;1.051057;1.057017;1.055336;1.050528;1.035661;1.000000;1.000000;1.000000;1.000000;1.000000;232.383307;40.080718;-0.076299;0.001793;-0.005419;-16.613034;43.618734;25.059015;12.797445;17.567601;0.216993;0.126993;0.942005;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.053011;1.060020;1.045049;1.010003;1.017713;1.019566;1.070152;1.061536;1.089928;1.055988;1.051057;1.057018;1.055336;1.050528;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.383920;40.079380;-0.075604;0.001796;-0.005335;-16.613067;43.618646;25.058778;12.797827;17.567487;0.216993;0.126993;0.942005;0.064396;0.992376;1.010003;0.992376;5.000000;0.990000;1.010000;
0.061203;1.060020;1.045049;1.010004;1.017714;1.019567;1.070154;1.061536;1.089927;1.055988;1.051058;1.057019;1.055338;1.050529;1.035662;1.000000;1.000000;1.000000;1.000000;1.000000;232.385151;40.076675;-0.074185;0.001797;-0.005157;-16.613197;43.618519;25.058271;12.798657;17.567242;0.216993;0.126993;0.942005;0.064396;0.992376;1.010004;0.992376;5.000000;0.990000;1.010000;
0.077587;1.060020;1.045049;1.010004;1.017714;1.019567;1.070157;1.061537;1.089927;1.055990;1.051059;1.057021;1.055341;1.050532;1.035664;1.000000;1.000000;1.000000;1.000000;1.000000;232.387633;40.071134;-0.071224;0.001773;-0.004756;-16.613658;43.618439;25.057151;12.800480;17.566699;0.216993;0.126993;0.942006;0.064396;0.992376;1.010004;0.992376;5.000000;0.990000;1.010000;
0.110355;1.060020;1.045049;1.010005;1.017716;1.019569;1.070164;1.061538;1.089927;1.055993;1.051063;1.057026;1.055347;1.050539;1.035669;1.000000;0.999999;1.000000;1.000000;1.000000;232.392616;40.059512;-0.064796;0.001608;-0.003809;-16.615074;43.618826;25.054616;12.804360;17.565507;0.216993;0.126993;0.942007;0.064396;0.992377;1.010005;0.992377;5.000000;0.990000;1.010000;
0.175891;1.060021;1.045049;1.010007;1.017719;1.019573;1.070177;1.061542;1.089926;1.055998;1.051070;1.057036;1.055360;1.050550;1.035677;1.000000;0.999999;1.000001;1.000000;1.000000;232.401892;40.035069;-0.050190;0.000880;-0.001595;-16.618646;43.620847;25.048858;12.811791;17.563037;0.216993;0.126993;0.942009;0.064396;0.992379;1.010007;0.992379;5.000000;0.990000;1.010000;
0.306963;1.060021;1.045050;1.010010;1.017724;1.019578;1.070197;1.061546;1.089924;1.056007;1.051081;1.057052;1.055379;1.050569;1.035690;1.000000;0.999999;1.000001;1.000000;1.000000;232.412481;39.991018;-0.018126;-0.000970;0.002306;-16.625305;43.625792;25.036460;12.823592;17.558537;0.216993;0.126993;0.942014;0.064397;0.992382;1.010010;0.992382;5.000000;0.990000;1.010000;
0.569107;1.060020;1.045053;1.010014;1.017730;1.019585;1.070221;1.061550;1.089917;1.056016;1.051092;1.057070;1.055402;1.050591;1.035704;1.000000;1.000000;1.000001;1.000000;1.000000;232.401528;39.950287;0.031990;-0.002343;0.003986;-16.632870;43.631125;25.016180;12.837580;17.552158;0.216994;0.126994;0.942020;0.064398;0.992387;1.010014;0.992387;5.000000;0.990000;1.010000;
1.025200;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382874;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025200;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382874;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025201;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382874;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025202;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382874;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025204;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382874;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025208;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382873;39.979202;0.023917;-0.001019;0.000255;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025216;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382873;39.979202;0.023917;-0.001019;0.000254;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025232;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382872;39.979203;0.023917;-0.001019;0.000254;-16.635862;43.633278;25.015055;12.842210;17.549328;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025264;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382870;39.979205;0.023917;-0.001019;0.000254;-16.635862;43.633278;25.015054;12.842211;17.549327;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025328;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382867;39.979208;0.023918;-0.001019;0.000254;-16.635863;43.633278;25.015054;12.842212;17.549327;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025456;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382861;39.979214;0.023919;-0.001019;0.000253;-16.635864;43.633279;25.015052;12.842213;17.549326;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.025712;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382847;39.979226;0.023921;-0.001018;0.000251;-16.635866;43.633281;25.015049;12.842216;17.549324;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.026224;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382821;39.979251;0.023924;-0.001017;0.000246;-16.635870;43.633284;25.015043;12.842223;17.549320;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.027248;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382768;39.979301;0.023930;-0.001015;0.000238;-16.635878;43.633290;25.015032;12.842235;17.549312;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.029296;1.060018;1.045055;1.010012;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382663;39.979403;0.023942;-0.001010;0.000222;-16.635894;43.633301;25.015010;12.842260;17.549296;0.216995;0.126995;0.942016;0.064397;0.992384;1.010012;0.992384;5.000000;0.990000;1.010000;
1.033392;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089911;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382452;39.979610;0.023960;-0.001000;0.000188;-16.635925;43.633324;25.014967;12.842310;17.549265;0.216995;0.126995;0.942016;0.064397;0.992384;1.010011;0.992384;5.000000;0.990000;1.010000;
1.041584;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089910;1.056016;1.051093;1.057073;1.055408;1.050596;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.382035;39.980044;0.023976;-0.000979;0.000120;-16.635985;43.633368;25.014888;12.842406;17.549205;0.216995;0.126995;0.942016;0.064397;0.992384;1.010011;0.992384;5.000000;0.990000;1.010000;
1.057968;1.060018;1.045055;1.010011;1.017729;1.019585;1.070228;1.061548;1.089910;1.056016;1.051093;1.057073;1.055408;1.050597;1.035706;1.000000;1.000000;1.000000;1.000000;1.000000;232.381216;39.980981;0.023926;-0.000932;-0.000021;-16.636098;43.633447;25.014759;12.842591;17.549088;0.216995;0.126995;0.942016;0.064397;0.992384;1.010011;0.992384;5.000000;0.990000;1.010000;
1.084584;1.060018;1.045055;1.010011;1.017729;1.019585;1.070229;1.061547;1.089910;1.056016;1.051093;1.057074;1.055409;1.050597;1.035707;1.000000;1.000000;1.000000;1.000000;1.000000;232.379960;39.982660;0.023626;-0.000849;-0.000255;-16.636269;43.633561;25.014628;12.842872;17.548914;0.216995;0.126995;0.942016;0.064397;0.992383;1.010011;0.992383;5.000000;0.990000;1.010000;
