  (-0.0132376,0)   (-0.0273759,0)    (-0.147212,0)  (-0.00625521,0)  (-0.00446078,0)   (-0.0440867,0)    (-0.103271,0)    (-0.049037,0)    (-0.263694,0)   (-0.0139932,0)  (-0.00783207,0)   (-0.0440867,0)    (-0.231975,0)    (-0.128691,0)   (-0.0740756,0)    (0.0185148,0)   (-0.0132591,0)   (-0.0440867,0)    (0.0012193,0)   (-0.0370854,0)     (-0.19864,0) (-0.000625027,0)  (-0.00469533,0)   (-0.0440867,0)
   (0.0132376,0)    (0.0273759,0)     (0.147212,0)   (0.00625521,0)   (0.00446078,0)    (0.0440867,0)     (0.103271,0)     (0.049037,0)     (0.263694,0)    (0.0139932,0)   (0.00783207,0)    (0.0440867,0)     (0.231975,0)     (0.128691,0)    (0.0740756,0)   (-0.0185148,0)    (0.0132591,0)    (0.0440867,0)   (-0.0012193,0)    (0.0370854,0)      (0.19864,0)  (0.000625027,0)   (0.00469533,0)    (0.0440867,0)
  (-0.0471627,0)    (-0.145499,0)    (-0.782414,0)    (-0.037411,0)   (-0.0235764,0)     (0.920135,0)     (-1.25185,0)    (-0.374229,0)      (-2.0124,0)   (-0.0349431,0)   (-0.0647699,0)     (0.920135,0)    (-0.555022,0)    (-0.443594,0)    (-0.255336,0)   (0.00340781,0)   (-0.0411988,0)     (0.920135,0)     (0.117543,0)    (-0.136033,0)    (-0.728628,0)   (-0.0223896,0)   (-0.0171853,0)     (0.920135,0)
   (0.0471627,0)     (0.145499,0)     (0.782414,0)     (0.037411,0)    (0.0235764,0)    (-0.920135,0)      (1.25185,0)     (0.374229,0)       (2.0124,0)    (0.0349431,0)    (0.0647699,0)    (-0.920135,0)     (0.555022,0)     (0.443594,0)     (0.255336,0)  (-0.00340781,0)    (0.0411988,0)    (-0.920135,0)    (-0.117543,0)     (0.136033,0)     (0.728628,0)    (0.0223896,0)    (0.0171853,0)    (-0.920135,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
           (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)            (0,0)
