     (0.105122,-0.0368204)       (-0.0123269,0.21224)      (-0.228862,-0.211088)      (-0.219694,0.0601159)         (14.0997,-4.85703)      (-0.178067,-0.100319)    (0.0526532,-0.00954403)     (0.194838,-0.00909695)       (-0.151122,0.269554)      (-0.236349,-0.770099)         (-7.18815,6.65896)       (0.0833556,0.151296)    (-0.211768,-0.00123105)      (-0.0778198,0.152963)      (0.108741,0.00794368)        (0.211861,0.173096)        (9.97661,-0.226188)       (0.0672236,0.263756)      (0.110658,-0.0649154)      (-0.0436228,0.177446)        (0.375612,0.305369)     (-0.0682194,0.0796175)        (-19.3458,-12.8284)      (0.0847237,-0.180356)
      (0.133736,0.0442733)      (0.0475937,-0.123482)       (-0.155125,0.256152)   (-0.189288,-0.000910301)         (-4.01783,1.17094)      (-0.0432605,0.280015)    (0.00145779,-0.0156787)      (0.132131,-0.0452239)      (-0.226533,-0.313688)       (-0.308403,0.707832)         (9.59041,0.947506)     (-0.0841206,-0.283866)      (-0.236165,0.0429955)        (-0.14322,0.148473)      (0.105577,0.00961075)       (0.165963,0.0805336)         (14.5528,-3.51754)      (-0.0195506,0.174465)       (0.108916,0.0637388)      (-0.032559,-0.502787)         (0.377397,-0.4466)     (-0.077908,-0.0790292)         (-19.9563,12.2664)      (0.0994229,-0.320975)
    (0.0608138,-0.0832564)         (0.834172,0.34536)       (-0.395422,0.144152)        (0.338315,0.324435)         (20.9409,-8.24567)        (-0.49107,0.265193)    (-0.0364304,-0.0886896)       (0.739359,-0.138262)    (-0.858419,-0.00314366)      (-0.940398,-0.180481)          (24.1874,21.2327)       (-0.326121,-0.29571)       (-0.648637,0.201635)        (-0.21849,0.642129)       (0.454622,-0.012332)        (0.951924,0.448207)         (30.7635,-22.3512)        (0.464898,0.849282)      (0.0524289,-0.100892)      (-0.102676,-0.676439)           (1.5997,-0.3196)      (0.0281862,0.0535247)        (-112.482,-8.60068)        (0.520741,-1.17306)
      (0.0649385,0.112777)      (0.816862,-0.0280484)      (-0.396414,0.0108166)        (0.315011,-0.15969)         (18.2414,-5.43127)       (-0.533159,0.333653)   (-0.0404077,-0.00546071)      (0.761477,-0.0761326)      (-0.855368,-0.165706)     (-0.909821,-0.0603953)           (26.617,7.67146)      (-0.283854,-0.239101)     (-0.666054,-0.0123132)       (-0.401557,0.472351)       (0.443705,0.0760104)        (0.788014,0.458739)         (30.0996,-2.45152)        (0.189054,0.736563)       (0.0561833,0.107873)      (-0.046936,-0.882978)        (1.63231,-0.330458)     (0.0077596,-0.0991474)         (-115.287,-1.8354)        (0.604391,-1.23948)
      (-0.23129,-0.375983)           (1.047,0.379973)        (-0.913364,1.16988)         (0.475452,1.28256)        (-32.7358,-55.5795)       (-0.493579,0.664191)     (-0.0776678,-0.321708)       (-0.261409,-0.58786)        (1.66048,0.0210529)         (-3.74649,1.43788)          (38.6938,54.5867)       (0.797623,-0.834811)        (0.184674,0.758735)        (0.725067,0.126196)       (-0.109326,-0.37183)       (0.552245,-0.775313)         (-11.185,-48.1721)         (1.0526,-0.446314)      (-0.369631,-0.432617)        (1.46085,0.0788159)         (1.32157,-1.31595)        (0.472041,0.288176)         (-46.2077,42.0894)       (-0.351819,0.139127)
      (-0.279345,0.518873)         (0.67138,-0.18481)       (-1.14501,-0.841126)        (0.189262,-1.21442)        (-4.89761,-36.0322)       (-1.30581,-0.207295)       (0.052689,0.0830196)      (-0.0170051,0.324582)         (1.87772,-0.36413)        (-3.45927,-1.73949)        (-0.756941,24.6547)         (1.39157,0.112575)      (0.0840509,-0.938061)      (-0.340479,-0.888817)       (-0.173115,0.330572)       (-0.383297,0.175177)         (-11.9824,75.1659)       (-0.537477,-0.62609)       (-0.352732,0.427585)         (2.29799,0.343477)          (1.71428,1.48945)       (0.428891,-0.351827)        (-52.0731,-46.5265)        (0.931351,0.496816)
  (-0.0870406,-0.00832936)     (-0.0332967,0.0104889)       (0.15113,-0.0108022)     (-0.0893314,0.0144307)          (3.71604,5.53155)      (0.0687013,0.0181853)     (0.0436586,0.00890985)      (-0.175212,0.0408748)      (-0.012225,0.0237889)       (0.366999,0.0536838)         (0.639918,-1.8208)     (-0.0981604,0.0956414)      (0.0392185,0.0108211)    (-0.0079721,0.00840424)    (0.0148549,0.000111629) (-1.14774e-05,-0.00304126)         (1.93313,-3.10712)   (-0.00300742,0.00454495)     (0.0820693,0.00168183)    (-0.0687798,-0.0507213)     (-0.298714,-0.0171933)    (-0.190239,-0.00617832)         (4.68851,-1.17816)    (-0.0594547,-0.0760824)
   (-0.572232,-0.00686247)        (0.191496,0.141916)        (0.12673,0.0416963)       (-0.633007,0.121424)           (14.2897,5.8537)       (-0.144446,0.288637)      (0.361164,-0.0200635)        (-0.91802,0.111626)       (0.639611,0.0193419)     (-0.00755943,0.160206)          (8.22401,11.6033)       (0.0598186,0.237693)    (-0.00804733,0.0372062)      (-0.102941,0.0627058)      (0.140015,0.00257943)       (0.259174,0.0152827)         (23.1673,-10.7198)      (0.0979401,0.0645566)        (0.50965,0.0054292)       (0.517955,-0.318647)      (-0.593152,-0.119407)      (-1.04018,-0.0381333)          (-15.1722,-6.178)      (-0.130187,-0.483314)
    (-0.114518,0.00939119)       (0.118481,0.0298521)      (-0.136632,0.0279824)     (-0.0385235,0.0179374)       (-0.727419,-5.83126)      (-0.141742,0.0649439)     (0.0722245,-0.0187011)     (-0.150013,-0.0195983)      (0.356686,-0.0262681)     (-0.517781,-0.0214087)          (1.45077,6.26116)      (0.177093,-0.0536304)  (-0.00964004,-0.00395487)    (-0.016913,0.000504671)     (0.025394,0.000202263)     (0.0585465,0.00213607)          (5.18525,0.88637)     (0.0498904,0.00257233)   (0.0604897,-0.000479511)      (0.343946,-0.0272348)      (0.119145,-0.0122136)   (-0.0930862,-0.00424461)       (-12.0066,-0.420574)     (0.0213201,-0.0424192)
  (-0.0120075,-0.00353338)    (-0.0408742,-0.0259101)       (0.103732,-0.016298)      (0.120037,-0.0196338)        (-0.797955,2.07775)      (0.0712743,-0.055305)    (-0.00732499,0.0101388)   (-0.0309973,-0.00353189)    (0.00135066,0.00920717)     (0.220661,-0.00769376)        (-1.96214,-3.89801)    (-0.050197,-0.00256704)   (0.0570036,-0.000180201)     (0.0136295,0.00205193)   (-0.00729684,0.00012792)    (-0.0550366,0.00423451)        (-2.07691,0.394512)   (-0.00176647,0.00430097) (-0.00811741,-0.000195319)     (-0.0543154,0.0306687)      (-0.178182,0.0119741)     (0.0396197,0.00518772)          (3.2332,0.687026)     (-0.0271514,0.0465792)
    (0.0160865,-0.0060585)    (-0.0559127,-0.0140301)      (0.102847,-0.0161768)    (0.0121458,-0.00774909)          (1.00327,3.82883)     (0.0818472,-0.0315359)     (-0.0108896,0.0110859)      (0.0203889,0.0131761)      (-0.156818,0.0161732)        (0.321327,0.015047)       (-0.834956,-3.64379)      (-0.101918,0.0352602)      (0.008616,0.00485849)     (0.00290136,0.0109021)  (-0.00277103,0.000495208)    (-0.0176814,0.00719457)       (-1.49606,-0.961182)     (-0.0195487,0.0139797)   (0.00745278,0.000429765)   (-0.163408,-0.000548223)    (-0.133868,0.000498597)    (-0.0134857,0.00187643)          (5.3774,0.103586)  (-0.0225994,-0.000441112)
  (-0.00392099,0.00377828)      (0.0368612,0.0107288)     (-0.0700711,0.0108333)    (-0.0181914,0.00643352)       (-0.438908,-2.36775)     (-0.0540492,0.0237048)   (0.00439837,-0.00732095)  (-0.00157149,-0.00705527)     (0.0800264,-0.0100889)    (-0.203709,-0.00765114)         (0.779933,2.46786)     (0.0600552,-0.0196291)   (-0.0125756,-0.00258792)   (-0.00299868,-0.0059802)  (0.00245451,-0.000273273)    (0.0170177,-0.00425217)        (0.974181,0.471011)    (0.0113372,-0.00785189) (-0.00599761,-0.000200711)    (0.0929069,-0.00399106)      (0.10125,-0.00195241)    (0.0074977,-0.00169238)       (-3.48982,-0.147369)    (0.0176074,-0.00631779)
   (0.0144317,-0.00237331)   (-0.0180525,-0.00728677)    (0.0389472,-0.00701552)    (0.0102557,-0.00447719)         (0.171952,1.48047)     (0.0342717,-0.0160673)     (-0.0122077,0.0046442)     (0.0323891,0.00578113)    (-0.0927106,0.00684029)      (0.132668,0.00657521)     (-0.00975203,-1.51791)     (-0.0471089,0.0152639)  (0.000767978,0.000987708)    (0.00712039,-0.0023883) (-0.00714963,-0.000193437)  (-0.00611827,-0.00279462)       (-1.58642,-0.299733)   (-0.0105276,-0.00424625)  (-0.00871294,0.000216096)    (-0.0832537,0.00579955)    (-0.0315441,0.00285835)   (0.00870909,0.000563724)        (2.82082,0.0289518)    (-0.0043847,0.00903938)
 (-0.00818043,-0.00142612)   (-0.0110031,-0.00316361)    (0.0314742,-0.00376851)    (0.0107247,-0.00175963)        (0.270107,0.903997)    (0.0185989,-0.00719742)    (0.00210023,0.00257088)    (-0.0205801,0.00342008)   (-0.00301975,0.00387765)     (0.0732867,0.00399135)      (-0.261989,-0.830498)    (-0.0187792,0.00895853)     (0.0127542,0.00114569)    (0.00102475,0.00179449)  (0.000622197,6.77564e-05)  (-0.00921906,0.000913787)      (-0.123727,-0.254452)  (-0.000631457,0.00205694)   (0.00607296,0.000134593)  (-0.0174996,-0.000568313)   (-0.0574124,1.37648e-05)   (-0.0105357,0.000256885)     (0.952516,-0.00364128) (-0.00993705,-0.000781656)
