      (0.11136,-0.0132376)     (0.0772074,-0.0273759)       (0.321297,-0.147212)      (0.09662,-0.00625521)     (0.223918,-0.00446078)     (-0.315233,-0.0440867)        (1.66598,-0.103271)       (0.455056,-0.049037)        (2.46042,-0.263694)     (0.0583729,-0.0139932)     (0.162641,-0.00783207)     (-0.457931,-0.0440867)       (-16.3951,-0.231975)       (0.180558,-0.128691)     (-0.412776,-0.0740756)         (10.157,0.0185148)      (-2.29505,-0.0132591)      (-1.91213,-0.0440867)       (0.504209,0.0012193)     (0.0919564,-0.0370854)       (-0.179476,-0.19864)    (0.303193,-0.000625027)     (0.838322,-0.00469533)      (0.219321,-0.0440867)
    (-0.0439228,0.0132376)      (0.0854501,0.0273759)        (0.339065,0.147212)      (0.007433,0.00625521)    (-0.0699818,0.00446078)      (-0.343903,0.0440867)         (1.62575,0.103271)        (0.471836,0.049037)         (2.49659,0.263694)      (0.0352688,0.0139932)     (0.0696315,0.00783207)      (-0.432058,0.0440867)        (-1.05057,0.231975)        (-3.74287,0.128691)       (0.208162,0.0740756)      (0.121508,-0.0185148)       (0.527837,0.0132591)       (-1.57965,0.0440867)     (-0.245808,-0.0012193)       (0.027985,0.0370854)        (-0.318139,0.19864)    (-0.124037,0.000625027)     (-0.389545,0.00469533)    (-0.00697804,0.0440867)
   (-0.0103984,-0.0471627)     (-0.0375444,-0.145499)      (-0.271218,-0.782414)     (-0.0257436,-0.037411)     (-0.054091,-0.0235764)        (-2.10178,0.920135)       (-0.444803,-1.25185)      (-0.150822,-0.374229)        (-0.834456,-2.0124)    (-0.0241678,-0.0349431)    (-0.0326795,-0.0647699)        (-2.15252,0.920135)      (-0.131558,-0.555022)        (10.4185,-0.443594)       (-12.0471,-0.255336)     (0.0307199,0.00340781)      (0.330534,-0.0411988)        (-2.81308,0.920135)      (-0.0612078,0.117543)      (0.0296236,-0.136033)      (-0.110732,-0.728628)    (-0.0855166,-0.0223896)     (-0.222487,-0.0171853)        (-1.90784,0.920135)
    (-0.0379581,0.0471627)      (-0.0549937,0.145499)       (-0.308832,0.782414)      (-0.0415726,0.037411)     (-0.0862597,0.0235764)       (-2.17978,-0.920135)        (-0.459225,1.25185)        (-0.15326,0.374229)         (-0.839711,2.0124)     (-0.0324513,0.0349431)     (-0.0500646,0.0647699)        (-2.1711,-0.920135)       (-0.453663,0.555022)        (0.642825,0.443594)      (-0.0792933,0.255336)     (-1.49058,-0.00340781)       (-2.02555,0.0411988)       (-2.15775,-0.920135)      (-0.130389,-0.117543)       (-0.062685,0.136033)       (-0.310818,0.728628)      (-0.124924,0.0223896)      (-0.330557,0.0171853)       (-2.21028,-0.920135)
             (-0.109811,0)             (0.00327783,0)             (0.00748699,0)              (0.0205409,0)            (-0.00204044,0)               (0.221829,0)              (-0.230283,0)              (0.0175987,0)              (0.0920413,0)               (0.047044,0)            (0.000569368,0)               (0.213045,0)              (-0.185633,0)             (0.00710394,0)              (0.0396067,0)              (0.0285801,0)              (-0.448394,0)               (0.106124,0)              (-0.140156,0)              (0.0127595,0)              (0.0232834,0)              (0.0205336,0)             (-0.0106522,0)               (0.255202,0)
              (-0.75055,0)              (0.0226365,0)               (0.121727,0)               (0.141931,0)               (-49.8293,0)             (-0.0540358,0)                (-1.1352,0)               (0.150492,0)               (0.809263,0)               (0.267927,0)               (-49.8203,0)             (-0.0540358,0)              (-0.661522,0)               (0.329354,0)               (0.189579,0)               (0.262644,0)                (276.952,0)             (-0.0540358,0)              (-0.803322,0)            (-0.00355096,0)             (-0.0190199,0)               (0.142741,0)               (-52.8233,0)             (-0.0540358,0)
              (0.414066,0)             (-0.0451736,0)              (-0.092045,0)               (0.333877,0)                (1.04222,0)              (-0.278929,0)              (-0.135623,0)             (-0.0229448,0)               (0.034991,0)               (0.115576,0)               (0.257948,0)              (-0.392127,0)                (0.67796,0)              (-0.772451,0)             (-0.0275447,0)               (0.348127,0)                (1.46193,0)              (-0.585955,0)               (-18.0439,0)               (0.163267,0)               (0.342955,0)                (12.4093,0)               (-3.60796,0)               (0.147992,0)
             (0.0288131,0)              (0.0415783,0)              (0.0693445,0)              (0.0116688,0)            (-0.00573119,0)               (0.336958,0)              (-0.107611,0)             (0.00177579,0)             (-0.0202011,0)              (0.0266927,0)               (0.010652,0)               (0.187714,0)               (0.159068,0)               (0.135289,0)             (-0.0231574,0)              (0.0181774,0)              (0.0202212,0)                (0.39926,0)             (0.00355648,0)               (-4.16345,0)                (3.23482,0)             (-0.0378655,0)             (-0.0728254,0)              (-0.493092,0)
              (0.142671,0)               (0.256819,0)               (0.554878,0)              (0.0753526,0)             (-0.0252992,0)                (1.23317,0)               (0.147255,0)              (0.0470483,0)               (0.093649,0)              (0.0538164,0)              (0.0699991,0)               (0.433774,0)               (0.547169,0)                (1.00039,0)              (0.0346814,0)               (0.255753,0)               (0.121951,0)                (1.56687,0)               (-0.26196,0)                (8.05795,0)               (-12.8654,0)              (-0.152583,0)              (-0.386847,0)               (-3.21281,0)
            (-0.0967337,0)             (0.00933849,0)              (0.0217032,0)             (-0.0547329,0)              (-0.185302,0)              (-0.126229,0)             (-0.0161084,0)              (0.0110639,0)              (0.0310185,0)            (-0.00994064,0)              (-0.045196,0)              (-0.107753,0)              (-0.136851,0)               (0.143602,0)             (0.00741434,0)             (-0.0557517,0)              (-0.259615,0)             (-0.0709729,0)              (-0.341671,0)             (-0.0198143,0)             (-0.0426005,0)               (-1.19581,0)               (-1.54627,0)              (-0.211248,0)
             (0.0181566,0)             (0.00546785,0)             (0.00992329,0)           (-0.000923779,0)           (-0.000263014,0)               (0.102423,0)              (0.0625714,0)            (-0.00628865,0)             (-0.0375313,0)             (-0.0123734,0)             (0.00136485,0)              (0.0834887,0)              (0.0115768,0)              (0.0193004,0)            (-0.00154455,0)             (0.00531934,0)             (0.00305321,0)                (0.11021,0)            (0.000217579,0)             (-0.0251242,0)             (-0.0561227,0)            (-0.00567016,0)              (-0.411489,0)            (-0.00253531,0)
           (-0.00781268,0)            (-0.00090137,0)            (-0.00484707,0)             (0.00111886,0)               (-49.8289,0)              (0.0448019,0)             (-0.0410559,0)            (0.000798912,0)             (0.00429611,0)             (0.00684951,0)                (-49.829,0)              (0.0448019,0)            (-0.00387473,0)            (-0.00160918,0)           (-0.000926258,0)            (0.000472099,0)                (-37.218,0)              (0.0448019,0)            (-0.00286441,0)           (-0.000862005,0)            (-0.00461714,0)            (0.000499622,0)                (261.337,0)              (0.0448019,0)
