"time","bus_4062.U","bus_4012.U","bus_4032.U","bus_1042.U","line_4032_4044.P1Pu","bus_1041.U"
0.42,1.056021991965399,1.023549601423841,1.048656961509791,1.01449798625677,7.415525955151356,1.012402883060679
0.43,1.056021945631101,1.023549598269527,1.048656975783803,1.01449795958363,7.415525059762987,1.012402867344942
0.44,1.056021899296806,1.023549595115213,1.048656990057819,1.014497932910491,7.415524164374652,1.012402851629205
0.45,1.056021852962516,1.023549591960898,1.048657004331837,1.014497906237353,7.41552326898635,1.012402835913467
0.46,1.056021806628229,1.023549588806584,1.048657018605859,1.014497879564217,7.415522373598081,1.01240282019773
0.47,1.056021760293946,1.02354958565227,1.048657032879883,1.014497852891082,7.415521478209843,1.012402804481993
0.48,1.056021713959667,1.023549582497955,1.04865704715391,1.014497826217948,7.415520582821641,1.012402788766256
0.49,1.056021667625391,1.023549579343641,1.04865706142794,1.014497799544817,7.415519687433472,1.012402773050519
0.5,1.05602162129112,1.023549576189327,1.048657075701973,1.014497772871686,7.415518792045335,1.012402757334781
0.51,1.056021574956852,1.023549573035012,1.048657089976009,1.014497746198557,7.415517896657231,1.012402741619044
0.52,1.056021528622589,1.023549569880698,1.048657104250048,1.01449771952543,7.415517001269161,1.012402725903307
0.53,1.056021482288329,1.023549566726383,1.048657118524089,1.014497692852304,7.415516105881125,1.01240271018757
0.54,1.056021435954073,1.023549563572069,1.048657132798134,1.014497666179179,7.415515210493121,1.012402694471833
0.55,1.056021389619821,1.023549560417755,1.048657147072182,1.014497639506056,7.415514315105151,1.012402678756095
0.56,1.056021343285573,1.02354955726344,1.048657161346232,1.014497612832935,7.415513419717213,1.012402663040358
0.57,1.056021296951328,1.023549554109126,1.048657175620286,1.014497586159814,7.415512524329309,1.012402647324621
0.58,1.056021250617088,1.023549550954812,1.048657189894342,1.014497559486696,7.415511628941438,1.012402631608884
0.59,1.056021204282851,1.023549547800497,1.048657204168401,1.014497532813578,7.415510733553599,1.012402615893147
0.6,1.056021157948618,1.023549544646183,1.048657218442464,1.014497506140463,7.415509838165795,1.012402600177409
0.61,1.056021111614389,1.023549541491868,1.048657232716529,1.014497479467348,7.415508942778023,1.012402584461672
0.62,1.056021065280164,1.023549538337554,1.048657246990597,1.014497452794235,7.415508047390285,1.012402568745935
0.63,1.056021018945943,1.02354953518324,1.048657261264668,1.014497426121124,7.41550715200258,1.012402553030198
0.64,1.056020972611725,1.023549532028925,1.048657275538742,1.014497399448014,7.415506256614908,1.012402537314461
0.65,1.056020926277512,1.023549528874611,1.048657289812819,1.014497372774905,7.415505361227269,1.012402521598723
0.66,1.056020931017681,1.023549533362361,1.048657260226803,1.014497370902667,7.415505921408496,1.012402506722458
0.67,1.056020980730806,1.023549544579234,1.048657192020326,1.014497390868562,7.415507763272574,1.012402492585379
0.68,1.056021030443989,1.023549555796108,1.048657123813848,1.014497410834504,7.415509605136351,1.0124024784483
0.69,1.056021080157232,1.023549567012982,1.048657055607371,1.014497430800494,7.415511446999826,1.012402464311222
0.7,1.056021129870533,1.023549578229856,1.048656987400894,1.014497450766532,7.415513288863002,1.012402450174143
0.71,1.056021179583893,1.02354958944673,1.048656919194416,1.014497470732617,7.415515130725877,1.012402436037064
0.72,1.056021229297312,1.023549600663604,1.048656850987939,1.01449749069875,7.415516972588451,1.012402421899985
0.73,1.05602127901079,1.023549611880477,1.048656782781461,1.01449751066493,7.415518814450724,1.012402407762907
0.74,1.056021328724326,1.023549623097351,1.048656714574984,1.014497530631158,7.415520656312697,1.012402393625828
0.75,1.056021378437922,1.023549634314225,1.048656646368507,1.014497550597433,7.415522498174369,1.012402379488749
0.76,1.056021428151576,1.023549645531099,1.04865657816203,1.014497570563756,7.415524340035739,1.01240236535167
0.77,1.056021477865288,1.023549656747973,1.048656509955552,1.014497590530127,7.415526181896809,1.012402351214592
0.78,1.05602152757906,1.023549667964847,1.048656441749075,1.014497610496544,7.415528023757579,1.012402337077513
0.79,1.05602157729289,1.02354967918172,1.048656373542598,1.01449763046301,7.415529865618046,1.012402322940434
0.8,1.056021627006779,1.023549690398594,1.048656305336121,1.014497650429523,7.415531707478215,1.012402308803355
0.81,1.056021676720727,1.023549701615468,1.048656237129644,1.014497670396084,7.415533549338081,1.012402294666277
0.82,1.056021726434734,1.023549712832342,1.048656168923167,1.014497690362692,7.415535391197647,1.012402280529198
0.83,1.056021776148799,1.023549724049216,1.048656100716689,1.014497710329347,7.415537233056913,1.012402266392119
0.84,1.056021825862923,1.02354973526609,1.048656032510212,1.014497730296051,7.415539074915877,1.01240225225504
0.85,1.056021875577106,1.023549746482964,1.048655964303735,1.014497750262801,7.415540916774541,1.012402238117962
0.86,1.056021925291348,1.023549757699838,1.048655896097258,1.0144977702296,7.415542758632903,1.012402223980883
0.87,1.056021975005648,1.023549768916711,1.048655827890781,1.014497790196446,7.415544600490965,1.012402209843804
0.88,1.056022024720008,1.023549780133585,1.048655759684304,1.014497810163339,7.415546442348727,1.012402195706725
0.89,1.056022074434426,1.023549791350459,1.048655691477828,1.01449783013028,7.415548284206187,1.012402181569647
0.9,1.056022124148903,1.023549802567333,1.048655623271351,1.014497850097269,7.415550126063347,1.012402167432568
0.91,1.056022173863438,1.023549813784207,1.048655555064874,1.014497870064305,7.415551967920205,1.012402153295489
0.92,1.056022223578032,1.023549825001081,1.048655486858397,1.014497890031388,7.415553809776763,1.01240213915841
0.93,1.056022273292685,1.023549836217954,1.04865541865192,1.014497909998519,7.415555651633021,1.012402125021332
0.94,1.056022323007398,1.023549847434828,1.048655350445443,1.014497929965698,7.415557493488977,1.012402110884253
0.95,1.056022372722168,1.023549858651702,1.048655282238966,1.014497949932924,7.415559335344633,1.012402096747174
0.96,1.056022422436998,1.023549869868576,1.04865521403249,1.014497969900198,7.415561177199988,1.012402082610095
0.97,1.056022472151886,1.02354988108545,1.048655145826013,1.014497989867519,7.415563019055043,1.012402068473017
0.98,1.056022521866833,1.023549892302324,1.048655077619536,1.014498009834888,7.415564860909796,1.012402054335938
0.99,1.056022571581839,1.023549903519198,1.04865500941306,1.014498029802305,7.415566702764249,1.012402040198859
1,1.056022621296903,1.023549914736071,1.048654941206583,1.014498049769768,7.4155685446184,1.01240202606178
1,1.056022621301875,1.023549914737193,1.048654941199762,1.014498049771765,7.415568544802586,1.012402026060367
1,0.981303015769304,0.9720599117632576,0.7403721256857982,0.9399848063394982,3.321432608640541,0.8776434798819617
1.00234,0.9794586476449404,0.9714330583304608,0.7386117436160577,0.938067894736241,3.31747695632852,0.8750535391666205
1.00234,0.9794586476449404,0.9714330438549802,0.7386117436160577,0.938067894736241,3.31747695632852,0.8750535261273067
1.01,0.9739673887266805,0.9696668917955101,0.7334039150087923,0.9323437709956727,3.306695914495812,0.8673168736337504
1.01361,0.9717646900271435,0.969054243345894,0.7313402864139774,0.93003951546962,3.303458111679245,0.8642176760903328
1.01361,0.9717646900271435,0.9690542289058605,0.7313402864139774,0.93003951546962,3.303458111679245,0.8642176632124859
1.01405,0.9714807352640075,0.9689694755333339,0.7310730741184157,0.929743366568453,3.302987116358007,0.8638188853622256
1.01405,0.9714807352640075,0.9689694610945635,0.7310730741184157,0.929743366568453,3.302987116358007,0.8638188724903212
1.01418,0.9713952097718698,0.9689443412685882,0.7309926032075569,0.9296539997117944,3.302843234764894,0.8636984438546367
1.01418,0.9713952097718698,0.9689443268301924,0.7309926032075569,0.9296539997117944,3.302843234764894,0.8636984309845269
1.01469,0.9710705883586501,0.9688495700087193,0.7306873362436523,0.9293147427084248,3.302303923772266,0.8632413193314465
1.01469,0.9710705883586501,0.9688495555717357,0.7306873362436523,0.9293147427084248,3.302303923772266,0.8632413064681485
1.01847,0.9687626333959607,0.9682087953842882,0.7285253462280048,0.9269001202251433,3.298834404837352,0.8599923971089092
1.01847,0.9687626333959607,0.9682087809568528,0.7285253462280048,0.9269001202251433,3.298834404837352,0.8599923842940238
1.0193,0.968267603966925,0.9680752544308153,0.7280625931228778,0.9263819566165108,3.298130897556241,0.8592956599415437
1.0193,0.968267603966925,0.9680752400053699,0.7280625931228778,0.9263819566165108,3.298130897556241,0.8592956471370405
1.02,0.9678574784854339,0.9679662818501744,0.7276795775728766,0.9259525014039135,3.297563831576599,0.8587183434758366
1.02166,0.9669071649876353,0.9677227108491728,0.7267941432666694,0.9249567803985687,3.296350805686417,0.8573808103047632
1.02166,0.9669071649876353,0.9677226964289807,0.7267941432666694,0.9249567803985687,3.296350805686417,0.8573807975287936
1.03,0.9625788535921738,0.9667519015693815,0.722789627405632,0.9204141621775984,3.292415744359214,0.8512897503802609
1.03433,0.9607171508314306,0.9664590307693035,0.7210863724198309,0.9184571391462081,3.292310231142018,0.8486697516743466
1.03433,0.9607171508314306,0.9664590163679417,0.7210863724198309,0.9184571391462081,3.292310231142018,0.8486697390281818
1.04,0.9582723015886917,0.9660733417064398,0.7188499931330352,0.9158872662287625,3.292066204171919,0.8452283196068153
1.04129,0.9577825506201473,0.96602105540054,0.7184047308320126,0.9153724220604175,3.292352356322822,0.8445386276953462
1.04129,0.9577825506201473,0.9660210410057045,0.7184047308320126,0.9153724220604175,3.292352356322822,0.8445386151107399
1.04349,0.956911796969182,0.9659122902641943,0.7176117390510341,0.9144569311595426,3.292624081899867,0.8433124155892718
1.04349,0.956911796969182,0.9659122758709796,0.7176117390510341,0.9144569311595426,3.292624081899867,0.8433124030229376
1.04589,0.956003016443858,0.9658164076517157,0.7167859624319448,0.9135014355616554,3.29313475579319,0.8420322469394028
1.04589,0.956003016443858,0.9658163932599297,0.7167859624319448,0.9135014355616554,3.29313475579319,0.8420322343921446
1.05,0.9545489912037297,0.9657023563152194,0.7154683829789911,0.9119732506795525,3.294483899108348,0.839983559596442
1.05344,0.9534598607899294,0.96566874581296,0.7144847740903782,0.9108301910762135,3.296235500712933,0.8384484197373063
1.05344,0.9534598607899294,0.9656687314233744,0.7144847740903782,0.9108301910762135,3.296235500712933,0.8384484072434513
1.05507,0.9529459262223045,0.9656546987299126,0.7140207684863268,0.9102908879105386,3.297078994133446,0.8377239042647567
1.05507,0.9529459262223045,0.9656546843405363,0.7140207684863268,0.9102908879105386,3.297078994133446,0.8377238917816978
1.05976,0.9515803910363243,0.965666772377607,0.7127874300646919,0.9088604202499623,3.300011887938339,0.8357977009595968
1.05976,0.9515803910363243,0.9656667867671632,0.7127874300646919,0.9088604202499623,3.300011887938339,0.8357976885052406
1.06,0.9515135395113387,0.9656684702441752,0.7127270275103871,0.9087904613282554,3.300170988705086,0.8357033855175647
1.06554,0.9500974476729954,0.9657692102777581,0.7114411704976814,0.9073131664874977,3.304471018715016,0.8337030656499496
1.06554,0.9500974476729954,0.9657692246688407,0.7114411704976814,0.9073131664874977,3.304471018715016,0.8337030532268058
1.07,0.9490657814372038,0.9658961153999069,0.7104978503596465,0.9062414917729721,3.308380131324325,0.832243708144871
1.07256,0.9485553377684323,0.9660005594869528,0.7100241269370895,0.9057155521514563,3.310952842706132,0.8315199554867249
1.07256,0.9485553377684323,0.9660005738814829,0.7100241269370895,0.9057155521514563,3.310952842706132,0.831519943096112
1.08,0.9471787763308566,0.9663470021574084,0.7087289420250599,0.9043038222436492,3.31887704054673,0.8295605345321929
1.09,0.9459097004098944,0.9670075422810118,0.7074223421921515,0.9030470931742791,3.331847561590254,0.8277158756152849
1.09436,0.9455515991769204,0.9673516911050649,0.7069898375502145,0.9027166921010509,3.338274368080122,0.8271743836843574
1.09436,0.9455515991769204,0.9673517055197284,0.7069898375502145,0.9027166921010509,3.338274368080122,0.8271743713584986
1.09516,0.9454625592892545,0.9674079459247655,0.7068961222914547,0.9026301412518943,3.339365789098682,0.8270443987498132
1.09516,0.9454625592892545,0.9674079603402673,0.7068961222914547,0.9026301412518943,3.339365789098682,0.8270443864258913
1.09617,0.9453527918003272,0.9674805794035848,0.7067769194738367,0.9025236896007162,3.340746883422589,0.8268825100203304
1.09617,0.9453527918003272,0.9674805938201688,0.7067769194738367,0.9025236896007162,3.340746883422589,0.8268824976988208
1.1,0.9449797927562792,0.9677670011713051,0.7063550794450227,0.9021673292561494,3.346123582381836,0.826324053130374
1.1,0.9449796955495551,0.9677670813128681,0.706354967149858,0.9021672371359531,3.346125078741392,0.8263239063825956
1.1,1.002536787008168,1.021164906911576,0.9932049721339565,0.9566129167330302,-3.34377098836615e-79,0.9265818692035865
1.10064,1.002906272880174,1.021397992008015,0.9936383452464862,0.9569885507888424,0,0.9270918714692916
1.10064,1.002906272880174,1.021398007228031,0.9936383452464862,0.9569885507888424,0,0.9270918852840371
1.10213,1.003761681537742,1.021940007506358,0.994637190234382,0.9578575022028566,0,0.9282590274113187
1.10213,1.003761681537742,1.021940022734451,0.994637190234382,0.9578575022028566,0,0.9282590412434562
1.10213,1.003761808515814,1.021940087980729,0.9946373381611662,0.9578576312195674,0,0.9282592004291109
1.10213,1.003761808515814,1.021940103208822,0.9946373381611662,0.9578576312195674,0,0.9282592142612509
1.10692,1.006392077201306,1.023602124904631,0.9976766906111956,0.9605323707732473,0,0.93182756608156
1.10692,1.006392077201306,1.023602140157492,0.9976766906111956,0.9605323707732473,0,0.9318275799668728
1.11,1.007997120162927,1.024605288800086,0.9995004162737748,0.9621669527320643,0,0.9339863385314467
1.11396,1.009940772777616,1.025794144864666,1.001662827336512,0.9641494889884326,0,0.9365743782483545
1.11396,1.009940772777616,1.02579416015019,1.001662827336512,0.9641494889884326,0,0.9365743922044003
1.11923,1.012439133670241,1.027297914989921,1.004402882903983,0.9666996002064159,0,0.9398778292417509
1.11923,1.012439133670241,1.027297930297853,1.004402882903983,0.9666996002064159,0,0.9398778432470219
1.12,1.012793533166025,1.027509064007959,1.004788204307885,0.9670615119915342,0,0.9403444757227832
1.12034,1.012950740936547,1.027602241846024,1.004958334412622,0.9672220789228003,0,0.9405510278647975
1.12034,1.012950740936547,1.02760225715849,1.004958334412622,0.9672220789228003,0,0.9405510418801
1.12741,1.016030355049817,1.0293821213687,1.008224688317245,0.9703720123576324,0,0.9445613329474876
1.12741,1.016030355049817,1.029382136707689,1.008224688317245,0.9703720123576324,0,0.9445613470225482
1.13,1.01711672361229,1.029997551344353,1.009359302523662,0.9714842601672297,0,0.9459662636875971
1.13238,1.018079597819529,1.030532147375475,1.01034950803428,0.9724711640138464,0,0.9472035050049358
1.13238,1.018079597819529,1.0305321627316,1.01034950803428,0.9724711640138464,0,0.9472035191193678
1.13406,1.018754840470496,1.030904940640029,1.011040945644349,0.9731633869013151,0,0.9480695038497238
1.13406,1.018754840470496,1.03090495600171,1.011040945644349,0.9731633869013151,0,0.9480695179770603
1.13615,1.019575497869296,1.031352418894056,1.011873547122205,0.9740052617452024,0,0.9491180645429986
1.13615,1.019575497869296,1.031352434262404,1.011873547122205,0.9740052617452024,0,0.9491180786859599
1.13821,1.020370037384476,1.03178043597104,1.012672571550981,0.974820894438106,0,0.9501296862325243
1.13821,1.020370037384476,1.031780451345766,1.012672571550981,0.974820894438106,0,0.9501297003905599
1.14,1.021048325650961,1.032141575274756,1.013348913011797,0.9755176452642808,0,0.9509904337759209
1.14194,1.021764866924777,1.032516872741009,1.014055121139811,0.9762544567555015,0,0.9518958571742843
1.14194,1.021764866924777,1.032516888126709,1.014055121139811,0.9762544567555015,0,0.9518958713586378
1.15,1.024583830139292,1.033940677174165,1.016763752271562,0.979159893211926,0,0.9554270943516241
1.15376,1.025770828716293,1.034494905952823,1.017846490136595,0.9803902544074383,0,0.9568922683845407
1.15376,1.025770828716293,1.034494921367998,1.017846490136595,0.9803902544074383,0,0.9568922826433466
1.15666,1.026707580688739,1.034939831007571,1.018710964391624,0.9813597359519308,0,0.9580515149443773
1.15666,1.026707580688739,1.034939846429376,1.018710964391624,0.9813597359519308,0,0.9580515292204574
1.16,1.027749882517587,1.035422448385874,1.019655721758894,0.9824402242915974,0,0.9593347347927096
1.16677,1.029708930218146,1.036269821525924,1.021357954340293,0.9844810853259677,0,0.9617219128825618
1.16677,1.029708930218146,1.036269836967548,1.021357954340293,0.9844810853259677,0,0.961721927213335
1.16711,1.029806985703327,1.036312108218677,1.021443682064586,0.9845832677399222,0,0.9618416138298939
1.16711,1.029806985703327,1.036312123660931,1.021443682064586,0.9845832677399222,0,0.9618416281624508
1.16796,1.030051272641379,1.036416768920977,1.02165456063347,0.984837868003262,0,0.9621387123813107
1.16796,1.030051272641379,1.03641678436479,1.02165456063347,0.984837868003262,0,0.9621387267182947
1.16895,1.030333206235564,1.036536486251632,1.021896619878168,0.9851318833100833,0,0.9624811565230504
1.16895,1.030333206235564,1.036536501697229,1.021896619878168,0.9851318833100833,0,0.9624811708651373
1.17,1.030626904183587,1.03665993259235,1.022147220218088,0.9854383804073099,0,0.962837375847584
1.17183,1.031129241205611,1.036866206904502,1.022569983803128,0.985963473982018,0,0.9634448362638376
1.17183,1.031129241205611,1.036866222355012,1.022569983803128,0.985963473982018,0,0.9634448506202844
1.17311,1.031478041637056,1.037008152415104,1.022861996578302,0.9863282849828414,0,0.9638661209370966
1.17311,1.031478041637056,1.03700816786773,1.022861996578302,0.9863282849828414,0,0.963866135299821
1.1746,1.031877736927658,1.037168364237733,1.023193605667436,0.9867467542420042,0,0.9643479369645765
1.1746,1.031877736927658,1.037168379692746,1.023193605667436,0.9867467542420042,0,0.9643479513344806
1.18,1.033267381381695,1.037700250181165,1.024316852620386,0.9882062768647679,0,0.9660145018790603
1.18132,1.033585255244245,1.037811797827522,1.024562109332828,0.9885421171566837,0,0.9663927342647063
1.18132,1.033585255244245,1.037811813292123,1.024562109332828,0.9885421171566837,0,0.9663927486650802
1.18274,1.033933911167718,1.037938592116952,1.02483635265057,0.9889095522623961,0,0.9668087951579146
1.18274,1.033933911167718,1.037938607583442,1.02483635265057,0.9889095522623961,0,0.9668088095644883
1.19,1.035631327160876,1.038512895363522,1.026120813241864,0.9907067680822043,0,0.9688213338702749
1.2,1.037665846776934,1.039062439647669,1.027505517224968,0.9928903506674901,0,0.9712014800008495
1.2064,1.038816222765836,1.039296381162796,1.028204130652921,0.9941423383550978,0,0.9725327409540835
1.2064,1.038816222765836,1.039296396649519,1.028204130652921,0.9941423383550978,0,0.9725327554459506
1.21,1.039489704170638,1.039448511662861,1.028630978352776,0.9948718773273125,0,0.9733149373753613
1.22,1.041165508414419,1.039723326764429,1.029573073708907,0.9967104590309032,0,0.9752402838379262
1.22644,1.042069547335316,1.039772734865648,1.02997291856195,0.9977263996659087,0,0.9762652072317497
1.22644,1.042069547335316,1.03977275035947,1.02997291856195,0.9977263996659087,0,0.9762652217792349
1.22926,1.042488840647491,1.039811230701172,1.030176567393379,0.9981940412237507,0,0.9767427915168259
1.22926,1.042488840647491,1.039811246195567,1.030176567393379,0.9981940412237507,0,0.9767428060714276
1.23,1.042597684027845,1.039820025214162,1.030227662343611,0.9983156303917528,0,0.9768663966335465
1.24,1.043923401790925,1.039840602932739,1.030754997506059,0.9998179500657898,0,0.9783603421319578
1.24856,1.04486006529776,1.039721691979986,1.030980809733646,1.000913758153575,0,0.9794013105484942
1.24856,1.04486006529776,1.039721676486926,1.030980809733646,1.000913758153575,0,0.9794013251427111
1.25,1.045022433174816,1.039704970901043,1.031024948081426,1.001103053783402,0,0.9795823877337833
1.25229,1.04526879626943,1.039670596157217,1.031080544067299,1.001392031921536,0,0.9798555815678838
1.25229,1.04526879626943,1.039670580664918,1.031080544067299,1.001392031921536,0,0.9798555961688697
1.25268,1.045311053129452,1.03966466295193,1.031090070841911,1.001441624826814,0,0.9799024464298769
1.25268,1.045311053129452,1.039664647459719,1.031090070841911,1.001441624826814,0,0.9799024610315612
1.2585,1.045896721105964,1.039550025516164,1.031185739310244,1.002137212492405,0,0.9805484849739793
1.2585,1.045896721105964,1.039550010025662,1.031185739310244,1.002137212492405,0,0.9805484995852903
1.26,1.046042125865849,1.039516482762518,1.031203893494121,1.002311280653629,0,0.9807083766680168
1.26836,1.046761642705322,1.039272602947151,1.03120690337106,1.003193323158164,0,0.98149256037782
1.26836,1.046761642705322,1.039272587460782,1.03120690337106,1.003193323158164,0,0.9814925750031989
1.27,1.046896876690617,1.039220655743601,1.031200739182028,1.003360862645126,0,0.9816394343351794
1.27017,1.046910286905141,1.039215047256351,1.031199602072337,1.0033775871606,0,0.9816539541774526
1.27017,1.046910286905141,1.039215031770841,1.031199602072337,1.0033775871606,0,0.9816539688052364
1.27945,1.047583316002346,1.038865263727098,1.031066119619535,1.004235757676428,0,0.9823773100712968
1.27945,1.047583316002346,1.038865248246799,1.031066119619535,1.004235757676428,0,0.9823773247098595
1.28,1.047620551967411,1.038843274370347,1.031055802372429,1.004284004439618,0,0.9824171328636192
1.29,1.048204582515889,1.038383341014574,1.030763601107302,1.005072044442775,0,0.9830334038998544
1.3,1.048627172199362,1.037836159507903,1.030307652034635,1.005703357995699,0,0.983465931342323
1.31,1.048918738122318,1.03722419478904,1.029722873997823,1.006207131190953,0,0.9837507351492983
1.31983,1.049135035383994,1.036592641663864,1.029081959209794,1.006633418384673,0,0.9839519673093652
1.31983,1.049135035383994,1.036592626217429,1.029081959209794,1.006633418384673,0,0.9839519819713921
1.32,1.049139605595173,1.036581957836635,1.029071587816338,1.006642779917007,0,0.9839563868731894
1.3205,1.049151853363633,1.036550581959024,1.029040422072473,1.006665571730266,0,0.9839680236748776
1.3205,1.049151853363633,1.036550566513217,1.029040422072473,1.006665571730266,0,0.9839680383371437
1.32131,1.049171322108657,1.036499063697873,1.028988980471358,1.006702277000386,0,0.9839864271094636
1.32131,1.049171322108657,1.036499048252834,1.028988980471358,1.006702277000386,0,0.983986441772004
1.33,1.049332136323325,1.035925313397641,1.028392192104237,1.007048727847114,0,0.9841301173479707
1.33631,1.049388335113377,1.035483831601735,1.027902890918198,1.007240401619867,0,0.9841671798735433
1.33631,1.049388335113377,1.035483816171823,1.027902890918198,1.007240401619867,0,0.9841671945387771
1.34,1.049421311502821,1.035225642911845,1.027616777641359,1.007352923961995,0,0.9841888590568155
1.34157,1.049429390473954,1.035113819835577,1.027490045240481,1.007394632586001,0,0.984191556665307
1.34157,1.049429390473954,1.035113804411179,1.027490045240481,1.007394632586001,0,0.9841915713309041
1.35,1.049450767551731,1.034503342977657,1.026787436241762,1.007597575088319,0,0.9841815464388529
1.36,1.049388615139387,1.033753214310684,1.025879626491073,1.007750420250424,0,0.9840737385281051
1.37,1.04924326751023,1.032986596282967,1.024906053013379,1.007818383913015,0,0.9838753680101412
