"time","B1.UPu","B2.UPu","B10_G1.PGenPu","B10_G1.QGenPu","B10.UPu","B20.UPu","B50.UPu","B55_G1.PGenPu","B55_G1.QGenPu","B100.UPu","B100_G1.PGenPu","B100_G1.QGenPu"
230,0.9550034379086989,0.9704868172703967,4.501241530849693,0.822384514765476,1.048423709578993,0.9495272262830536,0.9985070026745357,0,0.09383071125239802,1.016451118429251,2.52124153084988,1.526755345347149
240,0.9550034379087001,0.9704868172704368,4.501241530894152,0.8223845147741077,1.048423709578983,0.9495272262771031,0.998507002674592,0,0.09383071125282054,1.016451118429123,2.5212415308943,1.526755345453211
250,0.9550034379087015,0.9704868172704769,4.50124153093861,0.8223845147827393,1.048423709578972,0.9495272262711524,0.9985070026746482,0,0.09383071125324305,1.016451118428994,2.521241530938721,1.526755345559274
260,0.9550034379087027,0.9704868172705172,4.501241530983068,0.822384514791371,1.048423709578962,0.9495272262652016,0.9985070026747045,0,0.09383071125366556,1.016451118428866,2.521241530983142,1.526755345665336
270,0.955003437908704,0.9704868172705574,4.501241531027526,0.8223845148000027,1.048423709578951,0.949527226259251,0.9985070026747609,0,0.09383071125408807,1.016451118428737,2.521241531027562,1.526755345771398
280,0.9550034379087052,0.9704868172705976,4.501241531071985,0.8223845148086344,1.048423709578941,0.9495272262533003,0.9985070026748172,0,0.09383071125451059,1.016451118428609,2.521241531071983,1.526755345877461
290,0.9550034379087066,0.9704868172706378,4.501241531116443,0.822384514817266,1.048423709578931,0.9495272262473495,0.9985070026748735,0,0.0938307112549331,1.01645111842848,2.521241531116403,1.526755345983523
300,0.9550034379087078,0.9704868172706779,4.501241531160901,0.8223845148258977,1.04842370957892,0.9495272262413991,0.9985070026749296,0,0.09383071125535561,1.016451118428352,2.521241531160824,1.526755346089586
310,0.9550034379087089,0.9704868172707111,4.501241531197518,0.8223845148330063,1.048423709578912,0.9495272262364987,0.998507002674976,0,0.09383071125570339,1.016451118428246,2.521241531197412,1.526755346176937
320,0.9550034379087089,0.9704868172707128,4.501241531199699,0.8223845148334261,1.048423709578911,0.9495272262362116,0.9985070026749785,0,0.0938307112557229,1.01645111842824,2.521241531199598,1.526755346182107
330,0.9550034379087091,0.9704868172707147,4.501241531201879,0.822384514833846,1.048423709578911,0.9495272262359244,0.998507002674981,0,0.09383071125574242,1.016451118428233,2.521241531201785,1.526755346187278
340,0.9550034379087091,0.9704868172707167,4.50124153120406,0.8223845148342658,1.04842370957891,0.9495272262356373,0.9985070026749836,0,0.09383071125576194,1.016451118428227,2.521241531203972,1.526755346192448
350,0.9550034379087092,0.9704868172707185,4.50124153120624,0.8223845148346856,1.04842370957891,0.9495272262353502,0.9985070026749862,0,0.09383071125578146,1.016451118428221,2.521241531206158,1.526755346197618
360,0.9550034379087092,0.9704868172707205,4.501241531208422,0.8223845148351054,1.04842370957891,0.9495272262350631,0.9985070026749886,0,0.09383071125580097,1.016451118428214,2.521241531208345,1.526755346202789
370,0.9550034379087092,0.9704868172707223,4.501241531210602,0.8223845148355252,1.048423709578909,0.949527226234776,0.998507002674991,0,0.0938307112558205,1.016451118428208,2.521241531210532,1.526755346207959
380,0.9550034379087095,0.9704868172707241,4.501241531212782,0.822384514835945,1.048423709578908,0.9495272262344889,0.9985070026749936,0,0.09383071125584001,1.016451118428202,2.521241531212719,1.526755346213129
390,0.9550034379087095,0.970486817270726,4.501241531214963,0.8223845148363649,1.048423709578908,0.9495272262342018,0.9985070026749961,0,0.09383071125585954,1.016451118428196,2.521241531214906,1.526755346218299
400,0.9550034379087096,0.9704868172707279,4.501241531217143,0.8223845148367847,1.048423709578907,0.9495272262339147,0.9985070026749987,0,0.09383071125587905,1.016451118428189,2.521241531217092,1.52675534622347
410,0.9550034379087096,0.9704868172707298,4.501241531219324,0.8223845148372044,1.048423709578907,0.9495272262336276,0.9985070026750013,0,0.09383071125589858,1.016451118428183,2.521241531219279,1.52675534622864
420,0.9550034379087096,0.9704868172707317,4.501241531221504,0.8223845148376243,1.048423709578906,0.9495272262333405,0.9985070026750038,0,0.09383071125591809,1.016451118428177,2.521241531221466,1.52675534623381
430,0.9550034379087097,0.9704868172707335,4.501241531223685,0.8223845148380441,1.048423709578906,0.9495272262330534,0.9985070026750062,0,0.09383071125593762,1.01645111842817,2.521241531223652,1.52675534623898
440,0.9550034379087097,0.9704868172707354,4.501241531225866,0.8223845148384639,1.048423709578905,0.9495272262327663,0.9985070026750089,0,0.09383071125595713,1.016451118428164,2.521241531225839,1.526755346244151
450,0.9550034379087098,0.9704868172707373,4.501241531228047,0.8223845148388838,1.048423709578905,0.9495272262324792,0.9985070026750114,0,0.09383071125597665,1.016451118428158,2.521241531228026,1.526755346249321
460,0.9550034379087099,0.9704868172707392,4.501241531230227,0.8223845148393035,1.048423709578904,0.9495272262321921,0.9985070026750139,0,0.09383071125599617,1.016451118428152,2.521241531230213,1.526755346254491
470,0.9550034379087098,0.970486817270741,4.501241531232408,0.8223845148397233,1.048423709578904,0.949527226231905,0.9985070026750165,0,0.09383071125601569,1.016451118428145,2.5212415312324,1.526755346259662
480,0.95500343790871,0.9704868172707429,4.501241531234588,0.8223845148401432,1.048423709578903,0.9495272262316179,0.9985070026750189,0,0.0938307112560352,1.016451118428139,2.521241531234586,1.526755346264832
490,0.95500343790871,0.9704868172707448,4.501241531236769,0.822384514840563,1.048423709578903,0.9495272262313308,0.9985070026750213,0,0.09383071125605473,1.016451118428133,2.521241531236773,1.526755346270002
500,0.95500343790871,0.9704868172707467,4.501241531238949,0.8223845148409827,1.048423709578902,0.9495272262310437,0.9985070026750239,0,0.09383071125607424,1.016451118428127,2.52124153123896,1.526755346275172
500,0.95500343790871,0.9704868172707467,4.501241531238949,0.8223845148409827,1.048423709578902,0.9495272262310437,0.9985070026750239,0,0.09383071125607424,1.016451118428127,2.52124153123896,1.526755346275172
